"Name","Phone","Rating","Votes","Locality","City"
"Dr Garg Clinic Medicine","+ 91  9895578479","4.8","9","Pathiar","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8448396731","5.0","2","Sansarpur Terrace","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9424969951","5.0","1","Kangra Ho","Kangra"
"Face 3 Unisex Hair Spa Salon","+ 91  8636052710","","0","Jawali","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8458783423","5.0","2","Sansarpur Terrace","Kangra"
"Goswami Medicines Store","+ 91  8683069974","5.0","1","Jawalamukhi","Kangra"
"4 Seasons","+ 91  8298452348","5.0","4","Raja Ka Talab","Kangra"
"Dr Garg Clinic Medicine","+ 91  982797674","4.8","9","Pathiar","Kangra"
"VK Medicines","+ 91  987664674","5.0","1","Lanj","Kangra"
"Dhiman Electrical Works & Mobile Dealers","+ 91  9865942905","3.9","41","Jawali","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8423475478","5.0","2","Sansarpur Terrace","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9490538798","5.0","1","Kangra Ho","Kangra"
"Shining Shahpur Property Dealer","+ 91  9176217537","4.8","2","Shahpur","Kangra"
"G. S. R Medicines","+ 91  9454332658","","0","Rait","Kangra"
"VK Medicines","+ 91  9847679625","5.0","1","Lanj","Kangra"
"Care 4 You Healthcare","+ 91  8937468807","5.0","2","Palampur","Kangra"
"Shankar Board Processors Unit 2","+ 91  9280345492","4.0","2","","Kangra"
"Goswami Medicines Store","+ 91  8691344227","5.0","1","Jawalamukhi","Kangra"
"Ramesh Property Dealer","+ 91  988516666","5.0","1","Gaggal","Kangra"
"5 Fulli Gardens","+ 91  8686602956","","0","Shahpur","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9465932799","5.0","1","Kangra Ho","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9823100002","4.9","31","Baijnath","Kangra"
"Goswami Medicines Store","+ 91  8659507333","5.0","1","Jawalamukhi","Kangra"
"All Medicine Store","+ 91  947031389","5.0","2","Baijnath","Kangra"
"Dr Garg Clinic Medicine","+ 91  9858410870","4.8","9","Pathiar","Kangra"
"Image 3 Luxry Salon","+ 91  9860969224","4.3","7","Jawali","Kangra"
"Dr Garg Clinic Medicine","+ 91  9829765155","4.8","9","Pathiar","Kangra"
"City Automobiles 2","+ 91  18930984787","4.5","4","Kangra Ho","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9424818148","5.0","1","Kangra Ho","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8260534698","4.7","8","Panchrukhi","Kangra"
"VK Medicines","+ 91  9830256188","5.0","1","Lanj","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8221102441","4.7","8","Panchrukhi","Kangra"
"All Medicine Store","+ 91  9425613296","5.0","2","Baijnath","Kangra"
"All Medicine Store","+ 91  9458505824","5.0","2","Baijnath","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9876617268","4.9","31","Baijnath","Kangra"
"Old Car Dealer","+ 91  9813445792","3.7","5","Kangra Town","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9821620435","4.9","31","Baijnath","Kangra"
"Dr Garg Clinic Medicine","+ 91  9890506157","4.8","9","Pathiar","Kangra"
"All Medicine Store","+ 91  9453676070","5.0","2","Baijnath","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9848271854","4.9","31","Baijnath","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8446560624","5.0","2","Sansarpur Terrace","Kangra"
"Way 2 My Shop","+ 91  7080838607","4.0","2","Near Sbi","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9895619000","4.9","31","Baijnath","Kangra"
"Sethi Tyres Dealer","+ 91  967765579","4.1","47","Nurpur","Kangra"
"Jai Jawala Maa Property Dealer And Builders","+ 91  917519008","4.5","4","Jawalamukhi","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8237504528","4.7","8","Panchrukhi","Kangra"
"All Scrap Dealer","+ 91  918121771","4.9","7","Palampur","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8226505735","4.7","8","Panchrukhi","Kangra"
"Goswami Medicines Store","+ 91  867311048","5.0","1","Jawalamukhi","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  9111919691","5.0","2","Matour","Kangra"
