"Name","Phone","Rating","Votes","Locality","City"
"Jai Jawala Maa Property Dealer And Builders","+ 91  9138432870","4.5","4","Jawalamukhi","Kangra"
"Dr Garg Clinic Medicine","+ 91  9845145102","4.8","9","Pathiar","Kangra"
"Face 3 Unisex Hair Spa Salon","+ 91  8662293074","","0","Jawali","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9483144338","5.0","1","Kangra Ho","Kangra"
"Sethi Tyres Dealer","+ 91  9693799933","4.1","47","Nurpur","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9857806428","4.9","31","Baijnath","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8489425623","5.0","2","Sansarpur Terrace","Kangra"
"Goswami Medicines Store","+ 91  8653156880","5.0","1","Jawalamukhi","Kangra"
"VK Medicines","+ 91  98737963","5.0","1","Lanj","Kangra"
"All Medicine Store","+ 91  9479269227","5.0","2","Baijnath","Kangra"
"Way 2 My Shop","+ 91  7055380892","4.0","2","Near Sbi","Kangra"
"Old Car Dealer","+ 91  9899453183","3.7","5","Kangra Town","Kangra"
"City Automobiles 2","+ 91  1893493763","4.5","4","Kangra Ho","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9892116783","4.9","31","Baijnath","Kangra"
"All Scrap Dealer","+ 91  9176204497","4.9","7","Palampur","Kangra"
"All Medicine Store","+ 91  9431321141","5.0","2","Baijnath","Kangra"
"4 Seasons","+ 91  8245013686","5.0","4","Raja Ka Talab","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9853690432","4.9","31","Baijnath","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9463014376","5.0","1","Kangra Ho","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8499382235","5.0","2","Sansarpur Terrace","Kangra"
"VK Medicines","+ 91  9879216867","5.0","1","Lanj","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8255694827","4.7","8","Panchrukhi","Kangra"
"Dr Garg Clinic Medicine","+ 91  9864952625","4.8","9","Pathiar","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8292179478","4.7","8","Panchrukhi","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9834142000","4.9","31","Baijnath","Kangra"
"VK Medicines","+ 91  9842189435","5.0","1","Lanj","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8298990321","4.7","8","Panchrukhi","Kangra"
"Goswami Medicines Store","+ 91  8616153007","5.0","1","Jawalamukhi","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9489474839","5.0","1","Kangra Ho","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9881738680","4.9","31","Baijnath","Kangra"
"Goswami Medicines Store","+ 91  8672018710","5.0","1","Jawalamukhi","Kangra"
"Image 3 Luxry Salon","+ 91  9836772355","4.3","7","Jawali","Kangra"
"Dr Garg Clinic Medicine","+ 91  9812204505","4.8","9","Pathiar","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  9132814832","5.0","2","Matour","Kangra"
"G. S. R Medicines","+ 91  9417194964","","0","Rait","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8438399998","5.0","2","Sansarpur Terrace","Kangra"
"Ramesh Property Dealer","+ 91  989663734","5.0","1","Gaggal","Kangra"
"Shankar Board Processors Unit 2","+ 91  9237425228","4.0","2","","Kangra"
"Dhiman Electrical Works & Mobile Dealers","+ 91  9856884778","3.9","41","Jawali","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8457411647","5.0","2","Sansarpur Terrace","Kangra"
"Shining Shahpur Property Dealer","+ 91  9131866077","4.8","2","Shahpur","Kangra"
"All Medicine Store","+ 91  9492805956","5.0","2","Baijnath","Kangra"
"Dr Garg Clinic Medicine","+ 91  9899275923","4.8","9","Pathiar","Kangra"
"Dr Garg Clinic Medicine","+ 91  9892409806","4.8","9","Pathiar","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9448427781","5.0","1","Kangra Ho","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8262498550","4.7","8","Panchrukhi","Kangra"
"All Medicine Store","+ 91  9423623798","5.0","2","Baijnath","Kangra"
"5 Fulli Gardens","+ 91  8685030995","","0","Shahpur","Kangra"
"Goswami Medicines Store","+ 91  8675715352","5.0","1","Jawalamukhi","Kangra"
"Care 4 You Healthcare","+ 91  8982556925","5.0","2","Palampur","Kangra"
