"Name","Phone","Rating","Votes","Locality","City"
"Bhartiya Pradhan Mantri Jan Oshdi Kendera","+ 91  9868131424","","0","Tissa","Chamba"
"Parshi","+ 91  9478660292","2.0","2","","Chamba"
"Piyush Medical Store","+ 91  9844268327","4.7","8","Tissa","Chamba"
"Jan Aushadhi Store","+ 91  945613495","","0","","Chamba"
"Baba Shri Chander Medical Store","+ 91  9492598001","","0","","Chamba"
"Garg Medical Store","+ 91  8662432744","3.0","2","Sihunta","Chamba"
"Pallavi Sharma","+ 91  9441264293","","0","Chamba Ho","Chamba"
"bhushan Medical Store","+ 91  018962986090","","0","Kakira","Chamba"
"Gupta Medicos","+ 91  9499996795","","0","","Chamba"
"Maa Banni Medical Store","+ 91  9845632056","4.8","4","Pandit Jawahar Lal Nehru College  Chamba","Chamba"
"Sharma Medical Store","+ 91  9458736150","4.0","1","","Chamba"
"Grover Medical Store","+ 91  9422091190","","0","","Chamba"
"Shiv Medical Store","+ 91  9455978176","","0","Bathri-Bazar","Chamba"
"Jk Sharma Medical Store","+ 91  9810467184","5.0","2","Surangani","Chamba"
"Dhall Medical Store","","0.5","1","Chamba Ho","Chamba"
"Latif Medical Store","+ 91  9812984894","4.0","2","","Chamba"
"Maha Bani Medical Store","+ 91  8260799550","5.0","2","Chamba HO","Chamba"
"Goswami Medical Store","+ 91  9827288329","","0","Sheetla Bridge ","Chamba"
"Sharma Sons Chemist","+ 91  9481467631","5.0","28","Chowari","Chamba"
"Gaurav Medical Store","+ 91  9428424923","5.0","7","Chowari","Chamba"
"Kaushal Medical Hall","+ 91  8884282434","","0","Hardaspura","Chamba"
"Manan Medical Store","+ 91  7848007732","1.0","2","Samleu","Chamba"
"Jan Aushadhi Store","+ 91  7051771831","","0","Jansali","Chamba"
