"Name","Phone","Address"

"Manns Taxi Service","+ 91  1882 225919","Office Cum Resident, Bank Colony Road, Hoshiarpur - 146001, Opposite Hotel Shiraz Regency,"
"Mann Hardware & Paint Store","+ 91  9815635699","Adda Kotfatuhi, Hoshiarpur - 146001, Near National Bank"
"Mann Car Bazar","+ 91  9417684551","Govt. College Road, Hoshiarpur - 146001"
"Mann Sale Purchase & Financial...","+ 91  9876580744","Govt. College Road, Hoshiarpur - 146001, Near Hoshiarpur Nursing Home"
"Gaurav Taxi Services","+ 91  1886 226049","Jaja Bye Pass Chowk, Tanda, Hoshiarpur - 144204, Near Bye Pass Opposite State Bank Of India"
"Vicka and Ajay Taxi Services","+ 91  1882 284026","Roshan Road, Model Town, Hoshiarpur - 146001, Opp. Udham Park"
"Parmar Car Bazar & Taxi services","+ 91  1882 276811","Roshan Ground Road, Hoshiarpur - 146001, Near Goel Hospital, Car Bazar,Bus Stand, Uddam Singh Park"
"Modren Taxi Stand","+ 91  9815720212","Model Town, Hoshiarpur - 146001, Bhagwan Valmiki Inter State Bus Terminal Near Bus Stand Opposite Navyug Marriage Palace"
"Blue Dart Express Ltd","+ 91  1882 520494","Shop No-177 R, Roshan Road, Model Town, Hoshiarpur - 146001, Roshan Ground"
"BSNL Customer Service Centers","+ 91  1882 220103","Main Telephone Exchange Building, Naloyan Chowk, Hoshiarpur - 146001"
