"Name","Phone","Address"

"Reliance store","+ 91  183 5016736","1025 circular road amritsar, Near Tara Enclave, Medical College, Amritsar - 143001, opp triliium mall amritsar"
"Reliance Securities Limited","+ 91  183 3220090","Amritsar - 143104, Above Andhra Bank,"
"Reliance Paper Pack Ind.","+ 91  183 2272987","East Mohan Nagar, Mohan Nagar, Amritsar - 143006, Amritsar"
"Reliance General","+ 91  183 3982620","Amritsar - 143002"
"reliance Foot PRINT","+ 91  183 6577780","1St & 2nd Floor. Alpha One MALL, gt road, Amritsar - 143001, Mba farm"
"Reliance General Insurance","+ 91  183 3220014","122 Ranjit Avenue, Amritsar - 143001"
"Reliance Hypermart Ltd","+ 91  183 6624201","Plot No 2 Gf Suraj Chanda Tara, City Centre, Amritsar - 143001"
"Reliance Life Insurance(Close ...","+ 91  183 3982353","1st Flr, K K Towers , Sco 3, Amritsar - 143001, Dist Shoping Center, Ranjeet Avenue"
"Reliance General Insurance Co.Ltd","+ 91  9876140409","Outside Lohgarh Gate, Amritsar - 143001"
"Reliance Industries Ltd","+ 91  183 2214090","Amritsar - 143001, Avaition Station, Shree Guru Ram Dass Ji International Airport"
"Jewel hut","+ 91  9815398788","Shop no 3, Street no 1/A, Amritsar - 143001, Dayanand nagar,lawrence road"
"Swaran Rachna jewels","+ 91  9855771116","Shop no. 113, ganpati tower, Lawrence road, Amritsar - 143001"
"Vishal Gems & Jewels PVT LTD","+ 91  183 2546769","Amritsar - 143001, Katra Mohan Singh"
"G C Madan Mohan Jewels","+ 91  183 5017555","211, Basant Avenue, Amritsar - 143001, Near Ajanta Public School"
"KAIRON JEWELS","+ 91  183 5009953","shop no- 2 street num. - 1, sultanwind road,sultanwid, Amritsar - 143001, opp guru amardass dairy"
"Mahajan cosmetics &jewel centre","+ 91  8054552264","495,Basant Nagar, Mall Road, Joshi Nagar, Amritsar - 143001, Near sehaj enclave"
"Orro Jewels","+ 91  9814072307","House No-49b, Amritsar - 143001, Gate Hakimawala,Nr Sidhu Gas Agency,Roop Ngr"
"V K Jewels","+ 91  9501933999","Shop Number-4, Amritsar - 143001, Ruby Market Guru Bazar, Near Golden Temple"
"RAMESH DIAMONDS JEWELS","+ 91  183 2226639","60, Ground Floor, Nehru Shopping Complex, Lawrence road, Lawrence Road, Amritsar - 143001, Near novelty chowk"
"Chawala Electronics Reliance C...","+ 91  183 2226004","Railway Road,Near- Post Office, Amritsar, Amritsar - 143001"
"Gitanjali Jewels Gold & Precious","+ 91  183 2224466","C/O The Mall, Shop No-4,LG Eminent Mall, Amritsar - 143001"
"Reliance Fresh","+ 91  183 2259298","Shiva International, Japani Mill ,G.t. Road Chhehtra, Golden Temple Amritsar, Amritsar - 143006"
"Reliance Capital Asset Managem...","180030011111","Sf-1, 4th Floor, 10, Eminent Mall The Mall, Amritsar - 143001"
"Reliance Footprint","+ 91  183 6450224","The Celebration Mall, Lower Ground Floor,, Batala Road, Amritsar - 143001"
"Reliance Digital Xpress Mini","+ 91  183 5008543","Main Road, Lawrence Road, Lawrence Road, Amritsar - 143001, Opposite Nehru Shopping Complex"
"Reliance Fresh","+ 91  183 5015835","Majitha Road, Amritsar - 143001"
"rELIANCE DIGITAL XPRESS MINI","+ 91  9988070283","Na, batala road, Amritsar - 143001, near state bank of paitaila"
"Reliance Money","+ 91  183 4626060","Gt Road, Amritsar - 143001"
"Reliance Life Insurance Compan...","+ 91  183 3015516","Amritsar - 143002"
"Reliance Fresh","+ 91  183 5016645","286, Opp Ram Tirath Chowk, Amritsar - 143001, Nr Railway Workshop"
"Reliance Fresh","+ 91  183 5010923","Amristar, Amritsar - 143001, Opp Dhobhi Ghat, Circular Road"
"Reliance Securities Ltd","","4,Upper Grd Flr, Lawrence Road, Amritsar - 143001, Adjoining SBI"
"Reliance Web World Exports","+ 91  183 3296660","19 Mahan Singh Gate Mkt, Amritsar - 143001"
"Reliance Life Insurance Co Ltd","+ 91  183 3982362","No.10, Mall Road, Amritsar - 143002, 3rd Floor, Eminent Mall"
"Reliance General Insurance Com...","+ 91  183 3982610","S.C.O. 122, C-Block, Ranjit Avenue, Opposite Amritsar Improvement Trust Complex, Amritsar - 143001"
"Reliance Digital Mini Express","+ 91  183 5016831","B block ranjit avenue, Ranjit Avenue, Amritsar - 143001, Near vodaphone store"
"Reliance Life Insurance Compan...","+ 91  1853 306200","Ground Floor, Mattewal Collection, G T Road, Rayya, Amritsar - 143112"
"Reliance Infocomm Ltd Customer...","30333333",""
"Reliance Mobile Store","+ 91  9317888880","Shop No. 90, First Floor, Lawrence Road, Amritsar - 143001, Inside Nehru Shopping Complex,Opposite Novelty Sweets"
"RELIANCE DIGITAL STORE","+ 91  9779856452","Hall bazar, Amritsar - 143001, near sardar pagri house"
"Reliance jewels","+ 91  183 2400250","Shop No-1 & 2, Upper Ground Floor, Srk Mall, Plot No-14, Mall Road, Amritsar - 143001, Near Passport Office"
"Reliance World","+ 91  183 3033333","35/13 LIC Building, Amritsar - 143001, The Mall"
