"Name","Phone","Rating","Votes","Locality","City"
"Gurmeet Medical Store","+ 91  9550666176","4.0","2","Lachowal","Hoshiarpur"
"Rakesh Medical Agencies","+ 91  9440147990","5.0","4","Mukerian","Hoshiarpur"
"Anjali Thakur","+ 91  9888533531","","0","Bhangala","Hoshiarpur"
"Medicine Supplier","+ 91  709620992","","0","Dasuya","Hoshiarpur"
"Lions Den Gym","+ 91  983478187","5.0","56","Mukerian","Hoshiarpur"
"Rajesh Medicos","+ 91  9862842892","4.9","14","Mukerian","Hoshiarpur"
"Sood Medicine Traders","+ 91  18861863322","4.8","3","Hoshiarpur Ho","Hoshiarpur"
"Saini Medical Store","+ 91  9898526119","5.0","2","Janauri","Hoshiarpur"
"Ashirwad Property Dealers","+ 91  995223727","3.6","5","Hoshiarpur Ho","Hoshiarpur"
"Amit Sharma Pharmacist","+ 91  9464103094","","0","Talwara Township","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9473573715","5.0","5","Baich","Hoshiarpur"
"Parwesh Medical Store","+ 91  7568951978","","0","","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9477700738","5.0","5","Baich","Hoshiarpur"
"Sood Medicine Traders Pvt Ltd","+ 91  18816808184","","0","Khanpur","Hoshiarpur"
"Pawan Medicos","+ 91  9465191918","","0","Mukerian","Hoshiarpur"
"Bharmota Medical Store","+ 91  9887935235","","0","Kurala Kalan","Hoshiarpur"
"Puri Medical Store","+ 91  9835622807","","0","Nandachaur","Hoshiarpur"
"Aman Medical Store","+ 91  9455312004","5.0","3","Khadiala","Hoshiarpur"
"Sood Medicines Traders","+ 91  18851695991","","0","Hoshiarpur Ho","Hoshiarpur"
"Bedi Medical Agencies","+ 91  018880991744","","0","Kamalpur","Hoshiarpur"
"Hans Raj & Sons Cycle Dealers","+ 91  9527054776","4.0","8","Garhshanker","Hoshiarpur"
"Mehars Medical Store","+ 91  9466599252","4.0","2","Mukerian","Hoshiarpur"
"Sood Medicines Traders","+ 91  18879681362","","0","Hoshiarpur Ho","Hoshiarpur"
"Jassal Medical Store","+ 91  9497575845","","0","Mukerian","Hoshiarpur"
"Fateh Auto Dealer","+ 91  9453990621","4.4","9","Mukerian","Hoshiarpur"
"Sood Medicines Traders","+ 91  1883909903","","0","Hoshiarpur Ho","Hoshiarpur"
"Ak Property Dealer And Linker","+ 91  9072018396","5.0","3","Model Town ","Hoshiarpur"
"PEARL Medicine Centre","+ 91  18839638370","4.6","13","Dasuya","Hoshiarpur"
"Pal Medical Store","","5.0","1","Mukerian","Hoshiarpur"
"Om Medicos","+ 91  9839805679","5.0","4","","Hoshiarpur"
"Medicine Supplier","+ 91  7094140280","","0","Dasuya","Hoshiarpur"
"A One Medicos","+ 91  8612172195","5.0","3","Jhingar Kalan","Hoshiarpur"
"Fateh Auto Dealer","+ 91  9413203863","4.4","9","Mukerian","Hoshiarpur"
"S Bhupinder Singh Homeopathic Medicines","+ 91  9487362940","5.0","5","Baich","Hoshiarpur"
