"Name","Phone","Address"

"G S Cycle Store","+ 91  9643225436","Shop no:, Railway Station, Amritsar - 143001, Cycle Market"
"GURU NANAK CYCLE STORE","+ 91  9814675819","Amritsar, Punjab, Railway Road, Amritsar - 143001, Near Billa auto mobile"
"Janta Cycle Store","+ 91  9779119100","Amritsar Gpo, Amritsar, Railway Road, Amritsar - 143001"
"JYOTI HOMOEOPATHIC STORE","+ 91  9888861579","GT road, Amritsar Kutchery, Amritsar - 143001, opp raiway station ner taxi stand"
"MANGAL SAIN AND SONS","+ 91  9814609986","RAILWAY ROAD, Amritsar - 143001, Near foot bridge"
"BRIGHT BEAUTY AND DISEASE CARE...","+ 91  8054611760","Albert road, Rani Ka Bagh, Amritsar - 143001, Rani ka bagh"
"HARDYAL SINGH AND SONS","+ 91  9592319522","Court Road, Amritsar - 143001, near shimla printing press"
"JASWANT AUTOGAS AND ELECTRIC W...","+ 91  9417656037","104, Cooper road, Amritsar - 143001, near railway station"
"Vikki Cloth Store","+ 91  9646465844","Railway Link Road, Amritsar - 143001, Near Railway Station"
"Raja And Co","+ 91  9872658499","Hall Bazar, Amritsar - 143001"
"Raja And Co.","+ 91  183 2508399","299 Xiii-3, Queens Road, Amritsar - 143001"
"Naresh general store","+ 91  183 2227902","shop Number- 22/6, G T Road, Amritsar - 143001, opposite Railway Station"
"Punjab Motor Stores","+ 91  9417649021","out side Hall Gate, Amritsar - 143001, near adjoining petrol pump"
"Sangeeta Store","+ 91  183 2220769","Amritsar, Punjab, Queens Road, Amritsar - 143001"
"Friends REFRIGENRATION and con...","+ 91  9803157086","9, Queens road, Amritsar - 143001, Opp hotel victoria"
"R S Motor Store","+ 91  9988656201","Pultighar, Amritsar, G T Road, Amritsar - 143001"
"Robin gernal& provision store","+ 91  9023334700","queens road, Amritsar - 143001, opp obc bank"
"Calcutta Hardware Stores","+ 91  9878851511","Pultighar, Amritsar, G T Road, Amritsar - 143001"
"Freelook Exclusive Brand Stores","+ 91  183 2401579","1,The Mall, Amritsar - 143001, Novelty Chowk"
"Shakti Motors Stores","+ 91  7696536367","Amritsar - 143001, Goal Bagh"
"sai saloon and botique","+ 91  183 3240003","Shop No 379, mm malvia road, Lawrence Road, Amritsar - 143001, nr company bagh"
"Joginder Motor Store","+ 91  9780000932","Pink Plaza Market, Amritsar, Court Road, Amritsar - 143001"
"Dhawan Tyer Store","+ 91  183 2556181","Opp.petrol Pump Goal Bagh, Amritsar - 143001, goal"
"MALHOTRA RUBBER STORE","+ 91  183 2554414","COURT ROAD, Amritsar - 143001, SANJAY GANDHI MARKET"
"khurana karyana store","+ 91  9780899830","shop no. 1, golden avenue, Amritsar - 143001, near mapple salon"
"Khanna Cloth Store","+ 91  183 2551504","Main Road, Amritsar - 143001, Near Chowk Goal Hatti"
"Bansal Store","+ 91  183 2533858","Amritsar - 143001, Ram Bagh Bazar"
"Chawla Electrical Store","+ 91  183 2584225","0/S, New Octroi, Tt Road, Amritsar - 143001"
"R L Sunil Kumar And Co","+ 91  183 2589133","2,, Banke Bihari Market, Cash Dhara Bazar, Partap Nagar,, Amritsar - 143001"
"Nishan Agro And Milkfood","+ 91  9872378006","Amritsar - 143001, Near Holy Heart Public School, Ranjit Vihar"
"Lajpat Medical Store","+ 91  7508756770","Shop no. 3, Indra colony,majitha road, Amritsar - 143001, Gulmohar avenue"
"Kangan Designer Jewellery Store","+ 91  183 5099700","Lawrence Road, Amritsar - 143001, Opposite Bansal Sweets"
"Mahajan medical store","+ 91  183 2222292","Bijli pehalwan mandir, Lawrence Road, Amritsar - 143001, Near bbk dav college"
"MUKAL SANITARY STORe","+ 91  9417233442","sHop no. 4, Anand avenue, Amritsar - 143001, Near Maqbool chownk"
"Amritsar College Of Engineerin...","+ 91  183 5069532","12 Km. Stone, G.t.road, Amritsar - 143001, Amritsar - Jalandhar"
"GMC Heart Care And Multispecia...","+ 91  9814941055","Polytechnic Road Purani Chungi, G.t. Road, Amritsar - 143001, Nr University"
"Punjab And Sindh Bank","+ 91  183 5057541","Lawrence Road, Amritsar - 143001, Civil Lines"
"R. K. Surgical And Scientific","+ 91  183 5052253","69, Katra Sher Singh, Katra Sher Singh, Amritsar - 143006, Near Kumar Market"
"BKE And I Girls High School","+ 91  183 2532301","Chaurasi Attari, Lohgarh Gate, Amritsar - 143001, Near Allahabad Bank"
"only store","+ 91  183 6600513","sh no 20 21, near trillium, Amritsar - 143001, near circular road"
"Woodland store","+ 91  9888715075","Sh no 20, 21 1st floor B wing, A wing trillium mall , circullar road, Amritsar - 143001, Trillium mall"
"Inch 5 store","+ 91  8872051105","Sh no 9 first floor b wing, Trilium mall, Amritsar - 143001"
"Cheap General Stores","+ 91  183 3240094","Pultighar, main bazar, Amritsar - 143002, Inside bazar"
"Khanna And Company","+ 91  183 2542940","Na, Main bazar, Hall Bazar, Amritsar - 143002, gole Hatti Chowk"
"Arogya Panchkarma Centre And C...","+ 91  7508333196","Shop no 33,, Amritsar - 143002, Tarn Taran Road, Opp. Bolaria Park,"
"Zodiac Store","+ 91  183 6451042","Alpha One Mall, Shop No. Gf 22, Main Gt Road, Amritsar - 143001, Mbm Farms, Sultan Wind Sub Urban"
"Red Tape Shoe Store","+ 91  183 2210524","Mall Rd, Amritsar - 143001"
"Karan Kheti Store","+ 91  9888250057","Railway Road, Rayya, Amritsar - 143112, Near Bus Stand"
"Punjab And Sindh Bank","+ 91  183 256060","Mehta Chowk, Amritsar - 143114, Village Mehta Chowktehsil Baba Bakaladistt Amritsar"
"Sony Store","+ 91  9814050406","Lawrence Road, Amritsar - 143001"
"Preet Photo Store","+ 91  183 5026108","Sco, 84,First Floor City Centre, G T Road, Amritsar - 143002"
"Bombay Motors Store","+ 91  9888808194","Bypass Majitha Road, Amritsar - 143001"
"Khalsa Sanitary Store","+ 91  9872741025","Khemkarn Road, Singhpur Market, Bhikhiwind, Amritsar - 143303"
"MAHA LAXMI AMUL STORE","+ 91  8727911170","A- Block market, On road side, Ranjit Avenue, Amritsar - 143001, Near parvati devi hospital"
"Prince Moulding Store","+ 91  9803489541","Amritsar - 143001, Cheel Mandi, Mahan Singh Gate"
"Gulati General Store","+ 91  7087937272","Hall Bazar, Amritsar - 143001"
"Vir Radio Comapny And Vir TV C...","+ 91  183 2556284","143, Lawrence Road, Amritsar - 143001, Chowk Phuullan Wala, Vijay Kandari, Near Hindu College, katra Bhai Sant Singh"
"Shri Harivansh Dyes And Chemicals","+ 91  183 2551026","4,, Krishna Market,, Amritsar - 143002"
"Delhi Cycle Store","+ 91  183 2225230","shop no 37, Railway Road, Amritsar - 143002, cyle market"
"Bharat Radios And Electric Com...","+ 91  9814120345","Amritsar - 143002"
"Gulshan Departmental Store","+ 91  183 2423446","F C Road,, Amritsar - 143001"
"Shri Guru Arjun DEV Ji Sanitar...","+ 91  1853 242693","Near Purana Adda, Butala, Amritsar - 143203"
"Gulati General Store","+ 91  183 2549798","1st Floor, Hall Bazar, Amritsar - 143001, Opposite Sanyo Showroom, Near Mahajan Kulfi Wala, Hall Bazar"
"Red Tape Exclusive Store","+ 91  183 2580212","27A, First Floor, Alpha One Mall, Main G T Road, Amritsar - 143006, Mbm Farms, Sultan Wind"
"Jasvir And Sons Engineering Works","+ 91  9815121828","23, Sudarshan Nagar, 100 Feet Road, Amritsar - 143002, Near Hanuman Temple"
"Kuts And Curlz","+ 91  183 6510008","Shop no-21, 1st Floor,B Block, New Amritsar, Amritsar - 143002"
"Arrow exclusive store","+ 91  183 5064511","Amritsar - 143104"
"Vodafone Mini Store","+ 91  9825098250","Amritsar - 143002"
"Blackberrys Store","+ 91  9878942061","C/O Kapsons Fashion Pvt Ltd, 48, Mall Road, Amritsar - 143001"
"Yellow Light Store","+ 91  183 2221133","117-A The Mall, Amritsar - 143001, Inside Dr Om Parkash Eye Institute"
"Star Health And Allied Insuran...","+ 91  9878667200","Sco.25(Ff), District Shoppingcomplex, Ranjit Avenue, Amritsar - 143001"
"Punjab And Sindh Bank","+ 91  183 5020101","G T Road, Amritsar - 143001, Adjoining Sohalhotel"
"Punjab And Sindh Bank","+ 91  183 5025501","Golden Temple, Amritsar - 143006, Clock Tower"
"Woodland store","+ 91  9463353219","Sh no 1&2, Celebration mall, Amritsar - 143001, Batala road"
"Puma store","+ 91  9779548903","Sh no 13 a wing first floor, Trilium mall, Amritsar - 143001"
"Allen solly store","+ 91  9988784462","Sh no 5,6 a wing first floor, Trilium mall, Amritsar - 143001"
"Rado switzerland store","+ 91  8054030200","Sh no 24 a wing, Trillium mall, Amritsar - 143001"
"Chawla Cloth Store","+ 91  9888669262","Opp. D.a.v. College, Lawrence Road, Amritsar - 143001"
"Red Tape Exclusive Store","+ 91  183 5012111","Shop Number- 4, 5, 6, 7, Ground Floor, G T Road, Amritsar - 143002, Opposite Khalsa College"
"Radhe Radhe Traditional Rasoi ...","+ 91  183 5050703","Rs Tower Hall Bazaar, Amritsar - 143002, Opposite Hotel Ramada"
"Bata Shoe Store","+ 91  183 2552215","40/11, Amritsar - 143002, Hall Bzr"
