"Name","Phone","Rating","Votes","Locality","City"
"Tanmay Dairy And Restaurants","+ 91  9859774560","4.7","9","Tanda","Kangra"
"Shruti Dairy And Confectionery","+ 91  9431630306","5.0","4","Nehran Pukhar","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  9127362330","5.0","2","Matour","Kangra"
"Sai Dairy And Disposable Work New Kartar Market Shahpur","+ 91  8894297860","3.4","18","Shahpur","Kangra"
"Shruti Dairy And Confectionery","+ 91  9489089670","5.0","4","Nehran Pukhar","Kangra"
"Tanmay Dairy And Restaurants","+ 91  9845243249","4.7","9","Tanda","Kangra"
"Image 3 Luxry Salon","+ 91  9868565550","4.3","7","Jawali","Kangra"
"Sonu Dairy","+ 91  9428800048","4.4","19","Bhawarna","Kangra"
"Talwar Dairy Farm","+ 91  9476561708","3.9","33","Talwar","Kangra"
"Sonu Dairy","+ 91  9410364558","4.4","19","Bhawarna","Kangra"
"Sharma Dairy Fatehpur","+ 91  8882888626","4.5","6","","Kangra"
"Baba Dairy And Restaurant","+ 91  9868974799","4.2","114","Panchrukhi","Kangra"
"Talwar Dairy Farm","+ 91  9481194345","3.9","33","Talwar","Kangra"
"Apni Dudh Dairy","+ 91  70860252","5.0","3","Nagrota Surian","Kangra"
"Sai Dairy And Disposable Work New Kartar Market Shahpur","+ 91  8848628672","3.4","18","Shahpur","Kangra"
"Ramesh Property Dealer","+ 91  9856357349","5.0","1","Gaggal","Kangra"
"Sethi Tyres Dealer","+ 91  9659165134","4.1","47","Nurpur","Kangra"
"Baba Dairy And Restaurant","+ 91  9842385458","4.2","114","Panchrukhi","Kangra"
"Talwar Dairy Farm","+ 91  9486294881","3.9","33","Talwar","Kangra"
"Sonu Dairy","+ 91  9487084470","4.4","19","Bhawarna","Kangra"
"Nagpal Dairy","+ 91  8892851656","4.8","10","Palampur","Kangra"
"Baba Dairy And Restaurant","+ 91  983889432","4.2","114","Panchrukhi","Kangra"
"All Scrap Dealer","+ 91  9181452119","4.9","7","Palampur","Kangra"
"Sai Dairy And Disposable Work New Kartar Market Shahpur","+ 91  8812279048","3.4","18","Shahpur","Kangra"
"Tanmay Dairy And Restaurants","+ 91  9866718130","4.7","9","Tanda","Kangra"
"Nagpal Dairy","+ 91  8869916072","4.8","10","Palampur","Kangra"
"Apni Dudh Dairy","+ 91  7029148401","5.0","3","Nagrota Surian","Kangra"
"Sonu Dairy","+ 91  9460978208","4.4","19","Bhawarna","Kangra"
"Nagpal Dairy","+ 91  8847780384","4.8","10","Palampur","Kangra"
"Thakur Dairy Farm","+ 91  9738793008","3.9","23","Alampur","Kangra"
"Sharma Dairy Fatehpur","+ 91  8816976007","4.5","6","","Kangra"
"Nagpal Dairy","+ 91  8856511675","4.8","10","Palampur","Kangra"
"Sai Dairy And Disposable Work New Kartar Market Shahpur","+ 91  8893643798","3.4","18","Shahpur","Kangra"
"Shining Shahpur Property Dealer","+ 91  917875526","4.8","2","Shahpur","Kangra"
"Jai Jawala Maa Property Dealer And Builders","+ 91  9193400732","4.5","4","Jawalamukhi","Kangra"
"Old Car Dealer","+ 91  9895385717","3.7","5","Kangra Town","Kangra"
"Apni Dudh Dairy","+ 91  7074338133","5.0","3","Nagrota Surian","Kangra"
"Thakur Dairy Farm","+ 91  9760197270","3.9","23","Alampur","Kangra"
"Shruti Dairy And Confectionery","+ 91  9428920518","5.0","4","Nehran Pukhar","Kangra"
"Dhiman Electrical Works & Mobile Dealers","+ 91  9891988104","3.9","41","Jawali","Kangra"
"Apni Dudh Dairy","+ 91  7068368103","5.0","3","Nagrota Surian","Kangra"
"Baba Dairy And Restaurant","+ 91  984185950","4.2","114","Panchrukhi","Kangra"
"Thakur Dairy Farm","+ 91  9738045904","3.9","23","Alampur","Kangra"
"Talwar Dairy Farm","+ 91  9481411112","3.9","33","Talwar","Kangra"
"4 Seasons","+ 91  8267812096","5.0","4","Raja Ka Talab","Kangra"
"Tanmay Dairy And Restaurants","+ 91  9857404939","4.7","9","Tanda","Kangra"
"Shruti Dairy And Confectionery","+ 91  9454761235","5.0","4","Nehran Pukhar","Kangra"
"Thakur Dairy Farm","+ 91  9749413291","3.9","23","Alampur","Kangra"
"Talwar Dairy Farm","+ 91  9423296949","3.9","33","Talwar","Kangra"
"Baba Dairy And Restaurant","+ 91  981365112","4.2","114","Panchrukhi","Kangra"
