"Name","Phone","Rating","Votes","Locality","City"
"Vinkal Readymade Garment Dealer","+ 91  7045233188","","0","Banikhet","Chamba"
"Jarial Dairy Manufacture Product","+ 91  8293221711","5.0","7","Samote","Chamba"
"Jeernowaar Dairy Farm","+ 91  18984286496","","0","Chamba Ho","Chamba"
"Sharma Dairy","+ 91  9879205607","1.0","2","Kakroti","Chamba"
"Vicky Tyres Dealer","+ 91  8656729146","","0","Chamba Ho","Chamba"
"Sharma Dairy","+ 91  9812823575","1.0","2","Kakroti","Chamba"
"Gulab Property Dealer","+ 91  9494173357","5.0","1","Chamba Ho","Chamba"
"Gps Bihali 2","+ 91  9453946467","","0","Jungra","Chamba"
"Jeernowaar Dairy Farm","+ 91  18936668275","","0","Chamba Ho","Chamba"
"Monika Dairy Farm Devidehra","+ 91  8827579558","5.0","11","","Chamba"
"Monika Dairy Farm Devidehra","+ 91  8882383014","5.0","11","","Chamba"
"Jarial Dairy Manufacture Product","+ 91  8283290521","5.0","7","Samote","Chamba"
"Jeernowaar Dairy Farm","+ 91  18915945608","","0","Chamba Ho","Chamba"
"Shining Property Dealer","+ 91  989999204","","0","Chhatrari","Chamba"
"Raju Electronics 2","+ 91  9624628497","","0","Sach","Chamba"
"Jarial Dairy Manufacture Product","+ 91  8228933477","5.0","7","Samote","Chamba"
"Men & women garments dealer","+ 91  98248920","","0","Khajjiar","Chamba"
"Sharma Dairy","+ 91  9860560621","1.0","2","Kakroti","Chamba"
"Monika Dairy Farm Devidehra","+ 91  8876757227","5.0","11","","Chamba"
