"Name","Phone","Address"

"N V REPAIR AND SERVICES CENTER","+ 91  183 5059888","Shop no 58 FF, Lawrence road, Amritsar - 143001, Near Kanika computers"
"Computronix the computer shopee","+ 91  183 5005148","Kalyan Singh Rd, Amritsar - 143001, Opp. NIIT, Inside Hathi Gate"
"BHATIA MOTOR & FINANCIAL SERVICE","+ 91  9855242757","O/s Hathi gate, Amritsar - 143001, Near Nagam nigam workshop"
"Salwan Travel Services Pvt Ltd","+ 91  183 5016004","76 Second Floor Nehru Complex, Lawrence Road, Amritsar - 143001"
"World 4u Overseas Education & ...","+ 91  183 5062020","1st Floor, Nanak Building, Opp. Nehru Shopping Complex, Lawrence Road, Amritsar, Lawrence Road, Amritsar - 143001"
"V Goyal Financial Services Pvt...","+ 91  183 5068884","7-Second Floor, Nehru Shopping Complex, Lawrance Road, Amritsar - 143001, Opposite Novelty Sweets,"
"Laabh The Complete Jewellers","+ 91  183 5069500","Ff-16 Nehru Complex, Amritsar - 143001"
"ELEGANCE THE KIDS ZONE","+ 91  9814251010","Shop Number 14 GF, Nehru shopping complex, Lawrence Road, Amritsar - 143001, Lawrence road"
"RAHUL RO SERVICE","+ 91  9876097206","kot khalsa, Amritsar - 143001, Near 22 no phatak"
"ARV Taxi Service","+ 91  9888302117","Plot number-8 a, 2 nd floor,queen complex, Amritsar - 143001"
"POPCORN THE FASHION ZONE","+ 91  9356112628","Inside hathi gate, Amritsar - 143001, Near NIIT CENTRE"
"V Goyal Finance Service","+ 91  183 2506881","Amritsar - 143001, Nehru Cpmlx, Lawrence Road"
"Sun Chasers The Music Shop","+ 91  9872544186","shop no 35, Lawrence Road, Amritsar - 143001"
"Skyway Mangement Services","+ 91  9824523372","Lawrence Road, Amritsar - 143001"
"LAKSHYA-THE AIM","+ 91  8699608826","house no. 14, beauty avenue,phase 4, Lawrence Road, Amritsar - 143001, trillium mall"
"RANAS The ROCK GYM","+ 91  8437712400","184, 2nd floor, main bazar, Rani Ka Bagh, Amritsar - 143001, Back side Model Town mandir"
"Udaan Trust Ambulance Services","+ 91  9592995929","G T Road, Amritsar - 143001, Near Amandeep Hospital, Model Town"
"Anchal Verma Pg Services","+ 91  9876618470","Lawrence Road, Amritsar - 143001, Dayanand Nagar, Near Bbk Dav College"
"B. R. MOBILE SERVICES","+ 91  9815170526","Shop no. 2, New Market, Lawrence Road, Lawrence Road, Amritsar - 143001, Opposite Ritu Wears"
"Arora pest damp seal service","+ 91  183 5062677","SHOP NO 2, LAWRENCE ROAD, Lawrence Road, Amritsar - 143001, OPPOSITE SBI BANK"
"HS Bhullar Air Conditioner Ser...","+ 91  9815037436","Shop Number 8, Green Avenue, Amritsar - 143001, Housing Board, Near Puda Office"
