"Name","Phone","Rating","Votes","Locality","City"
"Surbhi Dairy Farm","+ 91  9946304562","","0","Mahadanapuram","Kanyakumari"
"Ottai Paanai Tea Shop","+ 91  7442772081","4.2","468","","Kanyakumari"
"Link 2 Link Wireless Network Solution","+ 91  8795935232","","0","","Kanyakumari"
"Rbs Dairy Farm","+ 91  9429796305","5.0","4","Thuckalay","Kanyakumari"
"The Italian Cake Shop","+ 91  9725873608","5.0","3","Karungal","Kanyakumari"
"Cv Dairy Farm","+ 91  9431698182","3.0","2","Puthalam","Kanyakumari"
"Municipal Corporation Ward Number 5","+ 91  973294999","","","Kuzhitthurai","Kanyakumari"
"Shivandi Dairy Farm","","","0","","Kanyakumari"
"Cv Dairy Farm","+ 91  9455576906","3.0","2","Puthalam","Kanyakumari"
"Surbhi Dairy Farm","+ 91  9942597538","","0","Mahadanapuram","Kanyakumari"
"1 To 3 Builders","+ 91  7794911257","","0","Kamplar","Kanyakumari"
"Italian Cake Shop","+ 91  8463083466","","0","Near Iob Bank","South Thamaraikulam"
"Shivandi Dairy Farm","","","0","","Kanyakumari"
"Ramesh 2 Wheeler Workshop","+ 91  9455748484","5.0","4","Ganapathipuram","Kanyakumari"
"Annaiyin Dairy Farm","+ 91  9716337418","5.0","2","","Kanyakumari"
"Galaxy Footwear Shop","+ 91  7945151736","5.0","30","Kuzhithura","Kanyakumari"
"Rbs Dairy Farm","+ 91  9486170783","5.0","4","Thuckalay","Kanyakumari"
"Ap Recharge 2","+ 91  7758829008","","0","","Kanyakumari"
"3 Star Decorations","+ 91  7688995992","","0","Killiyoor","Kanyakumari"
"The Italian Cake Shop","+ 91  8335664025","4.0","20","Thuckalay","Kanyakumari"
"Municipal Corporation Ward Number 4","+ 91  8473917368","","","Colachal Kanyakumari","Kanyakumari"
"Rbs Dairy Farm","+ 91  9472699013","5.0","4","Thuckalay","Kanyakumari"
"Popular Smart Shop","+ 91  46591977835","4.6","43","Thengapattanam","Kanyakumari"
"Johnson Mobile Shop","+ 91  9948146881","4.1","81","Marthandam","Kanyakumari"
"Municipal Corporation Ward Number 4","+ 91  9910756911","","","Kuzhitthurai","Kanyakumari"
"Sabari Dairy Farm","+ 91  9495135487","","0","","Kanyakumari"
"Srivatsa Maruti Suzuki Work Shop","+ 91  8915494445","3.6","73","Keralapuram","Kanyakumari"
"The Italian Cake Shop","+ 91  8410528274","4.2","25","Marthandam","Kanyakumari"
"Sabari Dairy Farm","+ 91  944988371","","0","","Kanyakumari"
"Municipal Corporation Ward Number 2","+ 91  948561314","","","Colachal Kanyakumari","Kanyakumari"
"Annaiyin Dairy Farm","+ 91  9758773481","5.0","2","","Kanyakumari"
"A S D DAIRY FARM","+ 91  824540475","5.0","2","Thengapattanam","Kanyakumari"
"Shivandi Dairy Farm","","","0","","Kanyakumari"
"PPR PIPES - ISI 3 LAYER PPR SFMC","+ 91  9345061057","4.2","3","Irenipuram","Kanyakumari"
"Rbs Dairy Farm","+ 91  9431746601","5.0","4","Thuckalay","Kanyakumari"
"Tony Tattoo Shop","+ 91  9661167313","5.0","146","Kanyakumari","Kanyakumari"
"A S D DAIRY FARM","+ 91  8261141276","5.0","2","Thengapattanam","Kanyakumari"
"Municipal Corporation Ward Number 5","+ 91  9783672042","","","Colachal Kanyakumari","Kanyakumari"
"Annaiyin Dairy Farm","+ 91  9717348079","5.0","2","","Kanyakumari"
"3 Seas Travellers","+ 91  9189225320","4.9","24","Kanyakumari","Kanyakumari"
"Municipal Corporation Ward Number 3","+ 91  9425036690","","","Colachal Kanyakumari","Kanyakumari"
"Cv Dairy Farm","+ 91  9465836575","3.0","2","Puthalam","Kanyakumari"
"Sabari Dairy Farm","+ 91  9463526350","","0","","Kanyakumari"
"Annaiyin Dairy Farm","+ 91  9721854202","5.0","2","","Kanyakumari"
"A S D DAIRY FARM","+ 91  82915927","5.0","2","Thengapattanam","Kanyakumari"
"A S D DAIRY FARM","+ 91  8258051462","5.0","2","Thengapattanam","Kanyakumari"
"Hotel 3 Star Lunch Home","+ 91  9419591997","4.0","2","Swamiyarmadam","Kanyakumari"
"Cv Dairy Farm","+ 91  9457664465","3.0","2","Puthalam","Kanyakumari"
