"Name","Phone","Address"

"Jewellery Super Mart","+ 91  141 2575432","Shop no-121, Johri bazar, Johri Bazar, Jaipur - 302003, Near LMB hotel"
"jewellery super mart","+ 91  141 2568013","B-8,Saraogi mension, M I road, M I Road, Jaipur - 302001, Basement Bapu Bazar"
"Jewellery Super Mart","+ 91  141 2368827","T 13, 3rd Floor, M I Road, JAIPUR - 302001"
"Jewellery Supermart","+ 91  9309490897","10/131, Swarn Path, Mansarovar, Jaipur - 302020"
"Jewellery House","+ 91  141 2572399","102-A, Kgb Ka Rasta, Johri Bazar, Jaipur - 302001"
"Jewellery design books","+ 91  9828922413","Office no 1214, Partaniyon ka rasta, Johri Bazar, Jaipur - 302003, 1st croocing"
"Jewellery stones Broker ,","+ 91  9828024465","shop no., Gopal ji ka Rasta, Chaura Rasta, Jaipur - 302003, Ganga Mata Ki Gali"
"Jewellery Palace","+ 91  141 2575565","725, Vidhyadhar Ka Rasta,Gopalji Ka Rasta,Chaura Rasta, Jaipur City, Jaipur - 302003"
"Jewellery House","+ 91  141 2571264","S No-23, Jaipur City, Jaipur - 302003, Ramganj Bzr"
"Jewellery Zone","+ 91  9351566011","G1-29,Epip, Sitapura Industrial Area, Jaipur - 302022, Riico Indl Area"
"Jewellery Shop J","+ 91  141 2396445","2/33, S.F.S, Agarwal Farm,, Jaipur - 302001"
"Jewellery & Jewels","+ 91  141 2630600","12,Rasta Sothali Wala, chura rasta, Chaura Rasta, Jaipur - 302003, Chaura Rasta"
"Jewellery Aid Corporation","+ 91  141 2567366","3558, Ghee Walon Ka Rasta, Johri Bazar, Jaipur - 302001, Opposite Dari Walo Ki Masjid"
"Jewellery & Diamond E-Marketin...","+ 91  9820150137","Labh Krupa, Jaipur - 302001"
"Jewellery Palace","+ 91  141 2560565","Gopalji Ka Rasta, Chaura Rasta,, Jaipur - 302001"
"Jewellery Mart","+ 91  141 2364508","Sanghi Building, Bani Road, Jaipur - 302001"
"Jewellery & Designs","+ 91  141 2282426","B-9, Bhagirath Mg, Vanasthali Marg Station Road, Jaipur - 302006, Chomu House"
"Jewellery","+ 91  9413064648","B-85, Devi nagar, Sodala, Jaipur - 302006, agarsen hospital"
"Jewellery World","+ 91  141 5156819","Shop no -S-114, 2nd Floor, hyper city, jhotawara road,, Jhotwara, Jaipur - 302016, Triton Mall, near chomu pulia"
"Jewellery world","+ 91  9782640091","Shop no s-114, Kalwara road, Jhotwara, Jaipur - 302012, Hyper city"
"Jewellery Options","+ 91  9461798575","shop no-K-33, 2nd floor, Malviya Nagar, Jaipur - 302017, GT-Central"
"Jewellery Mart","+ 91  141 2357312","Vaishali Nagar, Jaipur - 302021, Amrapali Circle"
"Jewellery Houses","+ 91  9314573846","Shop no-44/145, Kiran Path, Mansarovar, Jaipur - 302020, Madhyam marg"
"Kosmos Jewellery Designing ...","+ 91  141 3306547","315,2nd Floor Mall 21, Bhagwan DAS Road, C Scheme, Jaipur - 302001, Opposite Rajmandir Cinema"
"Snageeta Stationery Mart","+ 91  141 2312988","Shop No-1, Nataniyon Ka Rasta, Chaura Rasta, Jaipur - 302003, Nr Maheshwari School"
"Deriwala Jewellery Mfg Co","+ 91  141 2771910","E-73, Sitapura Industrial Area, Jaipur - 302022, Epip,Indl Area"
"Amar Deep Sony Jewellery","+ 91  9680052490","Shop 407,, , Ajmeri Gate, Jaipur - 302001, Near Radio Market"
"Jaipur Jewellery House","+ 91  141 2578661","Shop No. 81, Johari Bazar, Johri Bazar, Jaipur - 302001, Near National Handloom House"
"D. B.R gems & jewellery","+ 91  8854937779","Shop No. 64, Johri Bazar, JAIPUR - 302003"
"Fancy Jewellery Store","+ 91  141 4027170","Shop No-125, Johari bazar, Johri Bazar, Jaipur - 302001, Near Lmb hotel"
"Navratan Gems & Jewellery","+ 91  141 3232626","T-7, Ganga Mata KI Gali, Gopalji KA Rasta, Johri Bazar, Jaipur - 302001, Opposite Pinjar Pole Gaushala, Near J K Enclave"
"Jaipur Paper Mart","+ 91  141 2564607","350-351,Sharda Bhawan, Chaura Rasta, Jaipur - 302003"
"Italian Silver Jewellery","+ 91  141 2373828","19, Ram Gali No.7, Near Baraf Khana, Adarsh Nagar, Jaipur - 302003, Adarsh Nagar"
"Eros Jewellery","+ 91  141 2314777","750, Achariyon Ka Rasta,, Jaipur - 302003"
"Agarwal Paper Mart","+ 91  141 2319905","903, Nataniyo Ka Rasta, Jaipur City, Jaipur - 302003"
"Parnami Super Market PVT LTD","+ 91  141 2604166","D-62-63, Govind Mg, Adarsh Nagar, Jaipur - 302003, Barafkhana Circle"
"Krishna Stationery Mart","+ 91  141 2578839","Shop no-336, Chaura rasta, Chaura Rasta, Jaipur - 302003, Near new gate"
"Kishan paper mart","+ 91  141 2316272","Shop no,1459, Sangho ka rasta, Chaura Rasta, Jaipur - 302003, Near Aarogya Bharti"
"Paint mart","+ 91  9782566530","Shop no -16, Tripolia Bazar, Jaipur - 302002, Near choti chopad"
"Vijay Prakash Khandka Jewellerys","+ 91  141 2315488","Shop No-182, Kishan pole bazar rd, Kishanpole Bazar, Jaipur - 302002, Opp maharaja girls school"
"Nupur James & Jewellery","+ 91  9351409626","245, Jaipur - 302001"
"Beauty Gems & Jewellery","+ 91  9839060696","2040, Pitliyon Ka Chowk, Johri Bazar, Jaipur - 302001"
"I P Gems And Jewellery","+ 91  9414624413","Shop No S 13,, Dere Walon Ka Complex,Mahadev Johari Ki Gali,, Johri Bazar, Jaipur - 302003, Near Gopal Ji Ka Rasta"
"Shama Gems & Jewellery","+ 91  141 2564976","406, Johri Bazar, Jaipur - 302003, Uncha Kuan, Haldiyon Ka Rasta"
"Super Men Tailor","+ 91  141 2572019","133, Johri Bazar, Jaipur - 302001"
"Kinu Baba Jewellery Pvt Ltd","+ 91  141 2563058","201, Vardhman Complex, 324, Johri Bazar, Jaipur - 302003"
"U.J. Jewellery Mart","+ 91  141 3263982","Johri Bazar, Jaipur - 302001"
"Roopam Jewellery","+ 91  141 2562880","245, Johri Bazar, Jaipur - 302001"
"Jaipur Jewellery House","+ 91  9829005058","No48, Johari Bazar, Jaipur, Jaipur - 302001, Near Sockar Road"
"Jaipur Jewellery House","+ 91  141 5062221","Jaipur Jewellery House,Jaipur, Jaipur - 302001"
"Suman Gems & Jewellery","+ 91  9799496046","Shop No-2,, Chameli Wala Market, M I Road, Jaipur - 302001, Basement Mulla Cottage"
"Khushi Gems And Jewellery","+ 91  9828536562","244, Brahmpuri, Choti Chopar, Jaipur - 302001, Chotta Akhada"
"Sgr Gems & Jewellery Co","+ 91  141 2572900","402, Shri Ratnam Apt 3828, Msb Ka Rasta, Johri Bazar, Jaipur - 302003"
"Garg Jewellery Store","+ 91  141 2570116","Shop no.174, Haldiyon Ka Raasta, Johri Bazar, Jaipur - 302003, opp jiya bend"
"Kundan Meena Jewellery","+ 91  141 2572473","1023, Gopal Ji Ka Rasta, Achar Wali Gali, Jaipur City, Jaipur - 302003, Johari Bzr"
"Shree Shyam jewellery","+ 91  9509912259","B-8, M I Road, Jaipur - 302001, Saraogi Mansion"
"Vinayak Art Jewellery","+ 91  8094362436","Shop Number 151, Haldiyo Ka Rasta, Johri Bazar, Jaipur - 302003, Near Karodi Kachori Wala"
"Bandhani Mart","+ 91  9829120335","224,2nd Floor, Sunny Arcade Ramlalaji Ka Rasta, Jaipur - 302001"
