"Name","Phone","Rating","Votes","Locality","City"
"The Pharma Hub","+ 91  9165961528","5.0","2","Marol Naka-Andheri East","Mumbai"
"Pharma Placement","+ 91  22 26751573","3.3","16","Kandivali East","Mumbai"
"Pharma Plus Distributors","+ 91  973299015","5.0","1","Malwani Colony-Malad West","Mumbai"
"Pharma Link Distributors","+ 91  022 67234602","","0","Poonam Sagar Complex-Mira Road","Mumbai"
"Pharma (India)","+ 91  22 16629814","4.4","5","Ghansoli","Mumbai"
"Pharma Asia Distributors","+ 91  9893151148","5.0","2","","Mumbai"
"Pharma Asia Distributor","+ 91  22 10483430","3.6","5","Kalbadevi","Mumbai"
"Pharma Asia Distributors","+ 91  9854878157","5.0","2","","Mumbai"
"Pharma Packaging Technology","+ 91  9914117077","3.0","1","","Mumbai"
"Pharma Asia Distributors","+ 91  9999093809","","0","","Mumbai"
"Pharma Asia Distributor","+ 91  22 26669515","3.6","5","Kalbadevi","Mumbai"
"The Pharma Hub","+ 91  9180465934","5.0","2","Marol Naka-Andheri East","Mumbai"
"Pharma Plus Distributors","+ 91  9798113083","5.0","1","Malwani Colony-Malad West","Mumbai"
"Pharma Distributors","+ 91  9886669198","","0","Dadar West","Mumbai"
"Pharma Ucb India Pvt Ltd","+ 91  983602263","3.5","2","Prabhadevi","Mumbai"
"Pharma Packaging Technology","+ 91  9914280069","3.0","1","","Mumbai"
"Pharma Laboratories & Distributors","+ 91  022 98755424","","0","Marol","Mumbai"
"Pharma Laboratories & Distributors","+ 91  022 98795304","","0","Marol","Mumbai"
"The Pharma Hub","+ 91  9127859380","5.0","2","Marol Naka-Andheri East","Mumbai"
"Pharma Asia Distributors","+ 91  9834176307","5.0","2","","Mumbai"
"Pharma Asia Distributors","+ 91  9926480131","","0","","Mumbai"
"Pharma Plus Distributors","+ 91  9730114869","5.0","1","Malwani Colony-Malad West","Mumbai"
"Pharma Distributors","+ 91  9888471981","","0","Dadar West","Mumbai"
"Pharma Laboratories & Distributors","+ 91  022 26028889","","0","Marol","Mumbai"
"Pharma Packaging Technology","+ 91  9935302932","3.0","1","","Mumbai"
"Pharma Asia Distributors","+ 91  9939451557","","0","","Mumbai"
"Pharma Asia Distributor","+ 91  22 85188532","3.6","5","Kalbadevi","Mumbai"
"Pharma Secure Pas India Pvt Ltd","+ 91  22 19678998","","0","Andheri East","Mumbai"
"Pharma Ucb India Pvt Ltd","+ 91  9843064623","3.5","2","Prabhadevi","Mumbai"
"Pharma Link Distributors","+ 91  022 27218423","","0","Poonam Sagar Complex-Mira Road","Mumbai"
