"Name","Phone","Rating","Votes","Locality","City"
"Abhay Medical","+ 91  022 50958579","3.8","8","Goregaon West","Mumbai"
"Mahadev Medical & General Stores","+ 91  7750090023","4.6","3","Goregaon West","Mumbai"
"Anwar Medical & General Store","+ 91  9898210397","","0","Malad East","Mumbai"
"Guru Medical & General Stores","+ 91  22 43971392","3.8","7","Malad East","Mumbai"
"Renuka Chemist","+ 91  8335551281","5.0","1","Malad West","Mumbai"
"Right Medical","","","0","Malad West","Mumbai"
"Yogi Medicare Pharmacy And Supermarket","+ 91  022 73624677","5.0","7","Goregaon West","Mumbai"
"Shreeji Medical & General Stores","+ 91  022 81110810","4.3","14","Malad West","Mumbai"
"Blue Nile Chemist","+ 91  22 53487094","4.6","15","Goregaon West","Mumbai"
"J J Medical & General Stores","+ 91  22 6705215","3.6","8","Malad East","Mumbai"
"Bangur Nagar Medical Stores","","4.3","9","Goregaon West","Mumbai"
"Vardhman Medicals & General Stores","+ 91  22 79076941","4.5","1","Malad East","Mumbai"
"New Bangur Nagar Medical Stores","+ 91  7486918871","4.0","11","Goregaon West","Mumbai"
"Laxmi Medical & General Store","+ 91  9871918027","4.5","6","Malad West","Mumbai"
"Heena Medical & General Stores","+ 91  22 89984234","4.7","18","Goregaon West","Mumbai"
"Finch Pharmacy","+ 91  936357012","4.6","11","Malad East","Mumbai"
"New Era Medical & General Stores","+ 91  22 35118459","4.1","48","Malad West","Mumbai"
"Jan Aushadhi Store","+ 91  9157807936","4.1","20","Malad West","Mumbai"
"Prashant Chemist","+ 91  022 80781426","3.9","19","Goregaon East","Mumbai"
"All India Chemist & Druggist","+ 91  022 95237388","3.3","19","Goregaon West","Mumbai"
"Yadav Medical & General Store","+ 91  9850605090","","0","Goregaon East","Mumbai"
"Prabodhan aushadpedhi","+ 91  9995931811","4.6","9","Siddharth Nagar-Goregaon West","Mumbai"
"Medicine Online Shop","+ 91  84817164","4.8","26","Andheri East","Mumbai"
"Shree Chamunda Medical & General Stores","+ 91  9842801409","4.1","16","Goregaon West","Mumbai"
"Samarth Medical & General Stores","+ 91  22 594091","3.5","59","Chincholi Bunder-malad West","Mumbai"
"Rite Pharmacy & Convenience Store","+ 91  022 40279718","","0","Sunder Nagar-Malad West","Mumbai"
"My Medicine Box","+ 91  9145467032","3.7","59","Malad West","Mumbai"
"Madhuraj Chemist & Druggist","+ 91  22 88382351","4.1","33","Malad East","Mumbai"
"Jbs Nilesh Medical & General Stores","+ 91  9862892205","4.4","9","Goregaon West","Mumbai"
"Vivanta Hospital Pharmacy","+ 91  22 83443406","4.0","2","Malad West","Mumbai"
"Shifa Medical And General Store","+ 91  8663148836","4.5","1","Malad East","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8686057090","","0","Mumbra","Mumbai"
"Gemini Medico","+ 91  9818408834","5.0","1","Goregaon West","Mumbai"
"Dialhealth Medical","+ 91  22 90883406","4.2","49","Malad East","Mumbai"
