"Name","Phone","Address"

"Guru Aatam Vallabh Jain Instit...","+ 91  9417002930","Jain Bhawan, Jain Mandir Street, AMRITSAR - 143001"
"Garg Pharma","+ 91  183 2556875","Amritsar - 143001"
"Jolly Pharma","+ 91  9855776711","Amritsar - 143001"
"K R Jain","+ 91  183 2548685","77, Amritsar - 143002, Hall Bazar"
"S S Jain Jewellers","","Amritsar - 143001"
"Around The World Tours And Tra...","+ 91  183 5018840","Laxmansar, Amritsar, Amritsar - 143001"
"Concepts The Interior Shop","+ 91  183 2402198","14 A, Dasondha Singh Road, Amritsar - 143001"
"Kishan Chand Ruri LAL Jain Di ...","+ 91  183 2543735","151, Amritsar - 143001, Idh Mkt,Opp Suraj Chanda Cinema"
"Pharma Machines & Polymers","+ 91  183 2588373","228, Mehta Rd, Amritsar - 143001, Focal Point"
"Med Fox Pharma Pvt Ltd","+ 91  183 2580925","423, Amritsar - 143001, Focal Point"
"Veeru Mal Mulkh Raj Jain Rice ...","+ 91  183 2431584","Amritsar - 143001, Gehri Mandi"
"Yorks Pharma","+ 91  183 2711880","Fatehgarh Churian Road, Amritsar Bus Stand, Amritsar - 143001, Near Brindaban Garden,,21milestone"
"Mahaveer Pharma","+ 91  9814802314","No-60-B, Rani Ka Bagh, Rani Ka Bagh, Amritsar - 143001, Amritsar"
"Johal Homoeopathic Clinic","+ 91  9781444801","Mehta Road, Amritsar - 143002, Near Focal Point, Jawahar Nagar,"
"Approach Pharma","+ 91  9217728400","39, Chaudhary Plaza, Amritsar - 143001, Nr Nandan Cinema"
"Directions The Firm","+ 91  183 2508091","116-b, anand avenue, Amritsar - 143001, Manav Public School"
"Gian Chand Kapur Chand Jain","+ 91  183 2554544","Bazar Barlwa, Amritsar - 143001, Inside Maha Gate"
"SHIVA PHARMA","+ 91  9872815928","Jinda wala chowk, Amritsar - 143001, I/s Hakima gate"
"MAA-The Ultimate","+ 91  8198085289","F.C.Road, Amritsar Kutchery, Amritsar - 143001"
"The Pizza Studio & The Brew Be...","+ 91  9780090314","SCO 116,1st Floor, B-Block Ranjit Avenue, Ranjit Avenue, Amritsar - 143001, Near Cafe Coffee Day"
"Care N Cure Homoeopathic Healt...","+ 91  183 6548733","292-A, Shivala Colony, Opp Govt Girls Senior Secondary School, Amritsar - 143001"
"Rajat Pharma","+ 91  183 2275883","Shop No 6a, Amritsar - 143001, Dhan Dhan Guru Ram Dass Market, Kucha Dal Khana, Katra Sher Singh"
"Raghu Verma In The Prem. Unite...","+ 91  183 2532598","Gokul Market No.2 Ist Fl, M/S United Tradersmoti Bazar, Katra Ahluwalia, Amritsar - 143006"
"Care N Cure Pharma","+ 91  183 2580059","Plot Number- 373 A, Mohan Nagar, Amritsar - 143006, Near Sand Market, East Mohan Nagar"
"Ess Pee Pharma Agency","+ 91  183 2557864","Katra Sher Singh Building Hall Bazar Amritsar, Katra Sher Singh, Amritsar - 143006"
"Shri Gee Vet Pharma","+ 91  183 5014993","Super Market,Furniture Bazar,Near Gain Lassi Wala,Kt.sher Singh,Amritsar., Katra Sher Singh, AMRITSAR - 143006"
"Sahni And Sahni Pharma Distrib...","","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"Ganpati Pharma","+ 91  183 5010006","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"A. B. Pharma","","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"Fair Pharma","","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"YOG Ratan Pharma","+ 91  183 2534851","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"Rameshwar Pharma","","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"Indra Sehgal Pharma","+ 91  183 5008648","Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"K K Pharma","+ 91  183 3112204","47, Hide Road Singh Complex, Near Hussainpura Chowk, Amritsar - 143001"
"MAINI TELECOM THE MOBILE hut","+ 91  9780931204","HUSSIANPURA Chownk, Gt Road, Amritsar - 143001, NEAR BUS STANd"
"Glossy Melbourne The Unisex salon","+ 91  8437959113","36, Lawrence Road, Amritsar - 143001, Above SBI ATM, Nai Sarak"
"Om Pharma","+ 91  183 2425342","Katra Sher Singh, Amritsar - 143001, Telephone Exchange"
"Angel The World Of Beauty","+ 91  183 5089116","Pultighar, Amritsar, G T Road, Amritsar - 143001"
"Jiten Jain","+ 91  8146865555","H No-161/11-2 Gali,Tiwarian Inside Lohgarh,Gate, Lohgarh Gate, Amritsar - 143006"
"Bhatia Sons The Diamond People","+ 91  183 2535119","Shop-4-5, Guru Bazar, Amritsar - 143006, Near Darshni Deori, Guru Nagar"
"B.R. Jain Jewellers","+ 91  183 2547506","Guru Bazar Amritsar Gpo, Guru Bazar, Amritsar - 143006"
"Amit Pharma","+ 91  183 5005168","Katra Sher Singh, Amritsar - 143006"
"Arun Pharma","+ 91  183 3093763","Katra Sher Singh, Amritsar - 143006"
"Bio Pharma","+ 91  183 2551035","Katra Sher Singh, Amritsar - 143006"
"Sonu Pharma","+ 91  183 5063425","Katra Sher Singh, Amritsar - 143006"
"Shakti Pharma","+ 91  183 2542509","Katra Sher Singh, Amritsar - 143006"
"FANTASY the lingerie shop","+ 91  8528472362","Shop no 110, Ganpati tower, Lawrence Road, Amritsar - 143001, Near custom colony"
"NIRMAL BOUTIQUE The Fashion St...","+ 91  9814699565","Flat no. 3, Ranjit Avenue B Block, Ranjit Avenue, Amritsar - 143001, Near Ram Sharnam Hospital"
"VERSATILE - THE GIFT PLANET","+ 91  9653410441","53, Ranjit Avenue A Block, Ranjeet Avenue Block A, Amritsar - 143001, Near Parvati Devi Hospital"
"A S Wehgal Pharma","+ 91  183 2530550","Shop No-7, Katra Sher Singh, Amritsar - 143006, Harman Market,"
"Deep Pharma","+ 91  183 5096479","Shop Number 2, Katra Sher Singh, Amritsar - 143006, Khanna Market"
"Pharma General Traders","+ 91  183 2555532","Katra Sher Singh, Amritsar - 143006"
"Sethi Pharma","+ 91  183 2543672","Shop Number-15, Katra Sher Singh, Amritsar - 143006, New Medicine Market"
"Aman Pharma","+ 91  183 5093136","Katra Sher Singh, Amritsar - 143006"
"Satyam Pharma","+ 91  183 5050346","Shop No-3, Katra Sher Singh, Amritsar - 143006, Dhanguru Ramdas Market, Gali Kuchha Dai Khanna"
"Joshi Pharma Chemist & Druggists","+ 91  183 2553557","2056/12, Katra Sher Singh, Amritsar - 143006, Kucha Daikhana, Hall Bazar"
"Bhasin Pharma","+ 91  9814152854","2488/12, 1st Floor, Katra Sher Singh, Amritsar - 143006, Near Dav College"
"Union Pharma","+ 91  183 2543686","Katra Sher Singh, Amritsar - 143006, Kucha Dai Khana,Near Hall Bazar"
"RANAS The ROCK GYM","+ 91  8437712400","184, 2nd floor, main bazar, Rani Ka Bagh, Amritsar - 143001, Back side Model Town mandir"
"Standard Pharma","+ 91  183 2534233","Shop No-15, Katra Sher Singh, Amritsar - 143006, Opposite Khera College, Kucha Dat Khana"
"O-zone the fittness world","+ 91  8968439952","3, Police line, Lawrence Road, Amritsar - 143001, Near d a v public school"
"SUN CHASER THE MUSIC SHOP","+ 91  9872544188","Shop No 1, Lawrence Road, Amritsar - 143001, Opp Pizza Hut"
"Race the fire of fashion","+ 91  9780660801","Shop no 629, Basant nagar, Amritsar - 143001, Near mata mandir"
"Thindz The Mobile Shop","+ 91  9888536751","Shop no. 68, Railway link road, Amritsar - 143001, Walia market"
"PARKASH HARDWARE STORE the har...","+ 91  9914058013","In side ram bagh bazar, Ram Bagh, Amritsar - 143001, Opp sunder mobile communication"
"Ghungroo The Music Arcade","+ 91  9888924919","Amritsar - 143001, Ranjit Avenue"
"Hardeep Homoeopathic Hospital","+ 91  183 2560408","Amritsar - 143001, Putligarh , Opposie Railway Workshop"
"S R Jain Shawls","+ 91  183 2545177","9,Uppal Building, Amritsar - 143001, Shastri Market"
"Ravi The Little World","+ 91  183 5067069","Amritsar - 143001, Chowk Amrit Cinema,Near Katra Jaimal Singh"
"A K Pharma","+ 91  183 5069856","9, Amritsar - 143001, Shree Guru Dass Market, Kucha Dal Khana, Katra Sher Singh"
"Shree Ram Pharma","+ 91  183 2549264","Amritsar - 143001, Opposite Ramgarhia School, Cheel Mandi"
"Ravi The Fashion World","+ 91  7837202791","Amritsar - 143001, Main Bazar,Atta Mandi,Opposite BSNL Office"
"Dhananjay Pharma","+ 91  183 2291440","No.6, G R D Market,, Amritsar - 143001"
"Bandhu Pharma","+ 91  183 2558929","No.5, B D Market, Amritsar, Amritsar - 143001"
"Anish Pharma","+ 91  183 2555944","No.1, Mahajan Market,, Amritsar - 143001"
"Trendz The Boutique","+ 91  9646015656","Main Road, Amritsar - 143001"
"Dynamic Homoeopathic Store","+ 91  9814180233","Hussain Pura Chowk, Amritsar - 143001"
"Hotel The Great","+ 91  183 2558100","136, Amritsar - 143001, Goal Bagh Opposite Railway Station"
"SONA for the gorgeous one","+ 91  183 5098024","shop no.19, 1st floor, Amritsar - 143001, Alfa one mall"
"Humed Pharma","+ 91  183 2560377","No.A-3, Canal Road, Amritsar - 143001"
"A P Pharma","+ 91  183 2558089","No.5, Harman Market,, Amritsar - 143001"
"Lebon Pharma","+ 91  183 3951860","Katra Sher Singh, Amritsar - 143006"
"Hotel The Bharat Residency","+ 91  183 2550217","Hussainpura Chowk, 4 Kot Atma Singh Road, Amritsar Bus Stand, Amritsar - 143001, Near Bus Stand"
"Bhagwati Pharma","+ 91  183 2306873","Katra Sher Singh, Amritsar - 143006"
"NEO Herbs Pharma","+ 91  183 2744014","Vpo Jethuwal, Amritsar - 143001"
"Prabhat Pharma","+ 91  183 5004067","Shop Number-1, Building Number- 68, Katra Sher Singh, AMRITSAR - 143006, Medicine Market, Near Subhash Park"
"S C Jain Construction PVT. LTD.","+ 91  183 2431555","G.t. Road, Bazar Kasera, Amritsar - 143001"
"Trumpets The Family Restaurant","+ 91  183 5003963","L - 14, Batala Road, Amritsar - 143001, Near Celebration Mall"
"Tuli s The Academy","+ 91  9888808693","5,Basant Nagar, Majitha Road, Amritsar - 143001, Inside Ghala Mala Chowk, Lane Opp. Gopal Mandir"
"Gagan Pharma","+ 91  183 5010107","inside hall gate,khana market, Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"M/S. The Millenium School","+ 91  183 2425908","Phase - I, S.G.Enclave, Majitha Road, Majitha, Amritsar - 143601"
"avon the company for women","+ 91  183 5051960","7, Court Road, Amritsar - 143001, oppsite doaba"
"JYOTI HOMOEOPATHIC STORE","+ 91  9888861579","GT road, Amritsar Kutchery, Amritsar - 143001, opp raiway station ner taxi stand"
"Dining By The Garden","+ 91  183 2566618","47- A , Welcomheritage Ranjit's Svaasa, Amritsar - 143002, The Mall"
"Aab The Roof Top Dhaba","","47- A , Welcomheritage Ranjit's Svaasa, Amritsar - 143002, The Mall"
"Boi Pharma","","Schea No. 2, Katra Sher Singh, Amritsar - 143104"
"PHULKARI THE BOUTIQUE","+ 91  9988886102","shop no8 9 10, Golden Plaza, Queens Road, Amritsar - 143001, Near Crystal"
"Ayush Pharma","+ 91  183 2545197","Harman Market, Amritsar, Amritsar - 143001"
"MFH the hub of international b...","+ 91  9878586786","5, Taylor road, Amritsar - 143001, The mall"
"PAGE 3 The glam gallery","+ 91  183 5096900","Crystal chowk, MM MALVIYA road, Amritsar - 143001, Near crystal restaurant"
"NOOR THE LADIES STORE","+ 91  9888339217","Shop no 9, Pink plaza, Pink Plaza Market, Amritsar - 143001, Near chohan Stamps"
"Maheep Homoeopathic store","+ 91  183 2294769","Shop No 3, O/s Hall Gate, Hall Bazar, Amritsar - 143001, Near Ravi Dass Mandir"
"Radhika Pharma Distributors","+ 91  183 2210213","379, Gali Number-2, Amritsar - 143001, Model Town Near Amandeep Hospital"
"Mannu Hills The Shoe Shop","+ 91  9780258183","Shop no 2, D.A.V College, Amritsar - 143001, Katra sher singh"
"Computronix the computer shopee","+ 91  183 5005148","Kalyan Singh Rd, Amritsar - 143001, Opp. NIIT, Inside Hathi Gate"
"Laabh The Complete Jewellers","+ 91  183 5069500","Ff-16 Nehru Complex, Amritsar - 143001"
"ELEGANCE THE KIDS ZONE","+ 91  9814251010","Shop Number 14 GF, Nehru shopping complex, Lawrence Road, Amritsar - 143001, Lawrence road"
"P L Jain & Sons","+ 91  183 2562640","Shop No-34, National Shopping Complex, Amritsar - 143001, Opposite Hide Market,"
"POPCORN THE FASHION ZONE","+ 91  9356112628","Inside hathi gate, Amritsar - 143001, Near NIIT CENTRE"
"Sun Chasers The Music Shop","+ 91  9872544186","shop no 35, Lawrence Road, Amritsar - 143001"
"LAKSHYA-THE AIM","+ 91  8699608826","house no. 14, beauty avenue,phase 4, Lawrence Road, Amritsar - 143001, trillium mall"
"Sonu Pharma","+ 91  183 3243536","Shop No 4 Khanna Mkt Kucha Dai Khana, Katra Sher Singh, Amritsar - 143006"
"S D Pharma","+ 91  183 5058852","1405, Katra Sher Singh, Amritsar - 143006, Kucha Dai Khana"
"Sa Sanctifier Pharma","+ 91  9417277462","Shop No-3 1st Floor Swami Market, Katra Sher Singh, Amritsar - 143006"
"Great Pharma","+ 91  9815268354","Amritsar - 143001, Kucha Dal Khana, Katra Sher Singh"
"Khadke Glassy The Punjabi Rest...","+ 91  9815108027","Amritsar - 143001, BMC Chk"
"V P Rogantak Pharma","+ 91  183 5016057","106, Tilak Nagar, Amritsar - 143001"
"Chohan Pharma","+ 91  183 5006821","No.5, B D Market,, Amritsar - 143001"
