"Name","Phone","Address"

"Pharma Sales","+ 91  1858 2544619","1350/10, Kucha Dal Khana, Raja Sansi, Amritsar - 143101"
"Vishal Pharma Sales","+ 91  183 2544612","Shop Number- 1348/10, katra shersingh Kucha Daikhana amritsar, Amritsar - 143001, Kucha Daikhana"
"Pharma General Traders","+ 91  183 2555532","Katra Sher Singh, Amritsar - 143006"
"Pharma Machines & Polymers","+ 91  183 2588373","228, Mehta Rd, Amritsar - 143001, Focal Point"
"Smart Telecom Sales Co","+ 91  9914888860","Shop Number 1013, Lawrence Road, Amritsar - 143001, Near Fly Over"
"Acme Sale Corporation","+ 91  9876577991","267 East Mohan Nagar, 100 Feet Road, Amritsar - 143001, Near State Bank Of Patiala"
"Swift Sales Service","+ 91  183 2229736","Queens Road, Amritsar - 143001, Opposite Hotel Suncity Tower Near Railway Station"
"Krishna Auto Sales","+ 91  9814990991","G T Road Bye Pass, Amritsar - 143001, Opposite Ryan International School, New Amritsar"
"Shri Krishna Pharma","+ 91  183 5012746","Shop No-3, Gali Deputy Aziz Din, Amritsar - 143001, Katra Sher Singh,Krishna Medicine Mkt"
"Vijay sales","+ 91  9988083212","M.m.malviya road, Amritsar - 143001"
"Chandan Drugs Pharma","+ 91  288 2500052","Plot M-27, Amritsar - 143002, Gate Number- 3, Green Avenue,Near Holiheart School"
"Safari Sales Pvt Ltd","+ 91  183 2258543","Polytechnic Road,"
"Bharat Sales Corporation","+ 91  9803314000","Scf 30, Ranjit Avenue, Amritsar - 143001, D-Block"
"The Jain Homoeopathic Pharma","+ 91  183 2554469","Pink Plaza Market, Amritsar, Amritsar Road, Amritsar - 143001, Out Side Of Hall Gate"
"Everest Engineering & Sales","+ 91  183 2258801","Plot No. 34, Industrial Area, P.o. Rayon Silk Mills, Amritsar - 143001"
"Sahib Sales Corporation","+ 91  183 6545555","8293 Guru Ram DAS Nagar, , Sultanwind Road,, Sultant Wind Gate, Amritsar - 143006, Near Easy Departmental Stores"
"Manjot Sales","+ 91  183 2210691","Gill Market,, 57, Railway Link Road,, Amritsar - 143001, Near Liberty Market"
"Satguru Sales","+ 91  183 2503149","Court Road, Amritsar - 143001"
"Lebon Pharma","+ 91  183 3951860","Katra Sher Singh, Amritsar - 143006"
"Shri krishna sales agencies","+ 91  183 5007648","Katra sher singh, Amritsar - 143001, Hall bazae"
"Ahuja Sales","+ 91  183 6548515","1614/2, O/S Ghee Mandi,, Amritsar - 143001, Near Indo Arya Transport"
"Tanisha Sale Agency","+ 91  183 5095401","3 Dayanand Ngr, Lawrence Road, Amritsar - 143001, Opp Bijli Pehlwan Mandir"
"Bhagwati Pharma","+ 91  183 2306873","Katra Sher Singh, Amritsar - 143006"
"Prabhat Pharma","+ 91  183 5004067","Shop Number-1, Building Number- 68, Katra Sher Singh, AMRITSAR - 143006, Medicine Market, Near Subhash Park"
"NEO Herbs Pharma","+ 91  183 2744014","Vpo Jethuwal, Amritsar - 143001"
"M/S.Shri Guru Nanak Sales Corp...","+ 91  9356016858","281, East Mohan Nagar, 100 Ft. Road, Opp. State Bank Of Patiala, Amritsar - 143001, Amritsar"
"Aman Sales Corporation","+ 91  9646986900","C/O Aman Flax Printing, Sharifpura, Amritsar - 143001, B/S Pingalwara,Opposite Gurdwara Pingalwara,Near Bust Stand"
"Lifetime Party Sales","+ 91  183 2220152","House No-23, Lawrence Road, Dasonda Singh Road, Lawrence Road, Amritsar - 143001, Opposite Nayyar Hospital"
"bharat sales corp","+ 91  183 2558950","MAIN MARKET, chowk lakshman, Amritsar - 143001, Opp Aggarwal Free Hospital"
"BALAJI SALES","+ 91  8727813500","Shop # Islamabad Chownk, Amritsar - 143001, Opp. Ragunath Mandir"
"Avtar Sales Agency","+ 91  183 5058111","Sethi Bldg, Amritsar - 143001, Chowk Baba Sahib"
"Modella Sales Agency","","89 First Floor, Amritsar - 143002, Katra Jaimal Singh"
"Gagan Pharma","+ 91  183 5010107","inside hall gate,khana market, Katra Sher Singh, Katra Sher Singh, Amritsar - 143006"
"Rocket sales","+ 91  183 5051150","19 B, Basement, Amritsar - 143001, Liberty Mkt, Opp Railway Staion"
"Abhi Sales","+ 91  9780420430","Prakash Plaza Market, Railway Link Road, Amritsar - 143001, Near Railway Station"
"Abhi Sales","+ 91  9463776633","shop no 25. prakash plaza ., landa bazar. railway likn road., Amritsar - 143001, Opposite Railway Station"
"national sales corporation","+ 91  9855155545","shop no 50, Court Road, Amritsar - 143001, opp m zone fitness"
"NATIONAL SALES CORPORATION","+ 91  9814310383","50, Court Road, Amritsar - 143001, Opp . M Zone"
"GAMBHIR SALES CORPORATIO","+ 91  8437898682","RAILWAY ROAD, Amritsar - 143001, Cycle Market"
"Boi Pharma","","Schea No. 2, Katra Sher Singh, Amritsar - 143104"
"Bharat sale house","+ 91  183 2565389","Shop no 1, G.t road, Amritsar - 143001, Canal office"
"Navdeep Sales","+ 91  183 2552462","No.93,, I D H Market,, Amritsar - 143001"
"Dk Vk Whole Sale Toys And Gift...","+ 91  9815424106","Opp Bus Stand, Sharifpura Rani Bazar, Amritsar - 143001"
"Shree Ram Pharma","+ 91  183 2549264","Amritsar - 143001, Opposite Ramgarhia School, Cheel Mandi"
"A P Pharma","+ 91  183 2558089","No.5, Harman Market,, Amritsar - 143001"
"J S Sales Corporation","+ 91  9888037382","B-1364,New Amritsar, Gt Road, Amritsar - 143001"
"Bandhu Pharma","+ 91  183 2558929","No.5, B D Market, Amritsar, Amritsar - 143001"
"Karvan Sales","+ 91  183 2560852","Lawrance Road,, Amritsar - 143001"
"Ashish Sales Corporation","+ 91  9357918930","1st Floor, Bhatia Market, Kot Atma Singh Road, B/S Bus Stand, Amritsar - 143001"
"G S Khalsa Car Sale Purchase","+ 91  8728990955","Flat- 10b, Amritsar - 143001, Ranjit Avenue"
"V P Rogantak Pharma","+ 91  183 5016057","106, Tilak Nagar, Amritsar - 143001"
"Shrijan Pharma","+ 91  9814004181","Amritsar - 143001"
"Sanket Sales","+ 91  9825177275","Anand, Amritsar - 143001, Main Road"
"Cure Pharma","+ 91  9815262376","41- Industrial Estate, P.O. Rayon & Silk Mills, Chheharta, Amritsar - 143001"
"Bhawani Sales Corporation","+ 91  9815073753","35/550 /52 ,, Mahan Singh Gate ,Mall Road, Amritsar,, Amritsar - 143001, Near Complex"
"Neelam Sales Corporation","+ 91  183 5064111","52, Amritsar - 143001, New Shaheed Bhagat Singh Market,Near Bus Stand"
"Humed Pharma","+ 91  183 2560377","No.A-3, Canal Road, Amritsar - 143001"
"Ravi Agro Sales","+ 91  9779741017","Amritsar - 143001"
"Uppal Sales Sheet Fixer","+ 91  9646299507","Amritsar - 143001"
"Sansons Super Corporate Sale A...","+ 91  9815001439","9 Mm Malviya Road, Amritsar - 143001"
"Modi Steel Sales","+ 91  183 5064010","Tanda Road, Amritsar - 143001"
"G.R. Sales","+ 91  183 2506643","643, E-Block, Ranjit Avenue, Amritsar - 143001, Amritsar"
"Punjab Sales Corporation","+ 91  9915708270","Shop Number-10, Bhai Ghanaiya Market, Amritsar - 143001, Opposite To City Center"
"Anish Pharma","+ 91  183 2555944","No.1, Mahajan Market,, Amritsar - 143001"
"Neelam Sales Corporation","+ 91  9780971535","House Number-680, Amritsar - 143001, Near Golden Temple,Laxmansar Bazar"
"Tirupiti Sales Corporation","+ 91  183 2220695","74a ,, Basant Avenue Amritsar,, Amritsar - 143001, Near Bus Stand"
"Ajay Sales Corporations","+ 91  183 2566906","Amritsar - 143001, Katra Ahluwalia"
"Global Sales","+ 91  9888630165","Sco 9, Ground Floor, Amritsar - 143001, Ssss Complex, Randhawa International, Batala Road"
"Surbhi Sales","+ 91  183 2531698","113/12, Amritsar - 143001, Katra Parja Market, Opposite Sewa Samiti Hospital, Inside Hathi Gate"
"Gautam Sales","+ 91  9814414900","Amritsar - 143001"
"Great Pharma","+ 91  9815268354","Amritsar - 143001, Kucha Dal Khana, Katra Sher Singh"
"Ludhiana Readymade Sale Amritsar","+ 91  9569013052","Katda Kanhiya, Near Amrit Cinema, Amritsar - 143001"
"APEX Sales Agency","+ 91  183 5535933","Mm Malviya Road, Amritsar - 143001"
"R. Mahajan Sales Corp","+ 91  183 2224767","Dalhousie Road, Amritsar - 143001"
"Verma Sales Corporation","+ 91  183 2531594","88, Bhalla Market, Chowk Shakti Nagar, Amritsar - 143001, Opp. Park"
"Rajiv Sales Corporation","+ 91  183 2277175","11 Tung PAI Lane, Batala Road,, Amritsar - 143001"
"News Shalimar Sales","+ 91  9872262228","Amritsar - 143001"
"Bharat sale corp.","+ 91  9646201038","shop no 45, Loharka chowk, Amritsar - 143001, Near cambridge school"
"Amritsar Haldi Sales Corp","+ 91  183 2578200","Gali Bankey Bihari,Batala Rd, Amritsar - 143001"
"Chohan Pharma","+ 91  183 5006821","No.5, B D Market,, Amritsar - 143001"
"Gagan Vet Pharma","+ 91  183 5069885","Gali Kucha Dai Khana,, Amritsar - 143001, Katra Sher Singh"
"A K Pharma","+ 91  183 2544766","No.9, G R D Market, Amritsar - 143001"
"Dhananjay Pharma","+ 91  183 2291440","No.6, G R D Market,, Amritsar - 143001"
"Banana Whole Sale Merchant","+ 91  9988982742","Gali Bank Of India, Near Dhillon Farm House, Amritsar - 143001, Sandhu Colony, Batala Road"
"Ayush Pharma","+ 91  183 2545197","Harman Market, Amritsar, Amritsar - 143001"
"Mohinder Sales","+ 91  183 2490607","327, Kot Atma Ram, Amritsar - 143001, Kb Engg, Sw Road"
"SATURN EIGHT SALES HARDWARE STORE","+ 91  9914811407","MAIN ROAD, Batala Road, Amritsar - 143001, NEAR OBC BANK"
"Shub Sales Corp","+ 91  183 5099006","6,1st Floor, Kapur Arcade, M M Malviya Road, Amritsar - 143001, Adjoining Petrol Pump"
"Sanoo Sales Corporation","+ 91  183 2555072","Building Sarai Sant Ram, Amritsar - 143001, Near Guardian Travels"
"Hindustan Sales","+ 91  9815183222","Amritsar - 143001, Pathankot"
"The Jain Homoeopathic Pharma","+ 91  183 2556777","Mahna Singh Road, Amritsar - 143001, Nr Jallianwala Bagh"
"Camy Sales Corporation","+ 91  9814134545","84, Amritsar - 143001, Green Avenue, Opposite Kakkar Hospital"
"Radhika Sales Corp","+ 91  9815437349","Amritsar - 143001"
"Radhika Pharma Distributors","+ 91  183 2210213","379, Gali Number-2, Amritsar - 143001, Model Town Near Amandeep Hospital"
"Shiv Shakti Sales","+ 91  183 5070008","40-41 National Shopping Cplx, Amritsar - 143001, Hide Mkt"
"Satyam Pharma","+ 91  183 5050346","Shop No-3, Katra Sher Singh, Amritsar - 143006, Dhanguru Ramdas Market, Gali Kuchha Dai Khanna"
"Joshi Pharma Chemist & Druggists","+ 91  183 2553557","2056/12, Katra Sher Singh, Amritsar - 143006, Kucha Daikhana, Hall Bazar"
"S D Pharma","+ 91  183 5058852","1405, Katra Sher Singh, Amritsar - 143006, Kucha Dai Khana"
"A S Wehgal Pharma","+ 91  183 2530550","Shop No-7, Katra Sher Singh, Amritsar - 143006, Harman Market,"
"Sethi Pharma","+ 91  183 2543672","Shop Number-15, Katra Sher Singh, Amritsar - 143006, New Medicine Market"
"Bhasin Pharma","+ 91  9814152854","2488/12, 1st Floor, Katra Sher Singh, Amritsar - 143006, Near Dav College"
"Union Pharma","+ 91  183 2543686","Katra Sher Singh, Amritsar - 143006, Kucha Dai Khana,Near Hall Bazar"
"Deep Pharma","+ 91  183 5096479","Shop Number 2, Katra Sher Singh, Amritsar - 143006, Khanna Market"
"Sonu Pharma","+ 91  183 3243536","Shop No 4 Khanna Mkt Kucha Dai Khana, Katra Sher Singh, Amritsar - 143006"
"Sa Sanctifier Pharma","+ 91  9417277462","Shop No-3 1st Floor Swami Market, Katra Sher Singh, Amritsar - 143006"
"Diagnostic Sales House","+ 91  183 2550216","Shop Number- 59 A, Katra Sher Singh, Amritsar - 143006, Subhash Park, Medicine Market"
"Aman Pharma","+ 91  183 5093136","Katra Sher Singh, Amritsar - 143006"
"Bir Sales Corporation","+ 91  183 2551420","Shop No 233, Hide Market,, Ram Bagh, Amritsar - 143001, Outside Ram Bagh,"
"Standard Pharma","+ 91  183 2534233","Shop No-15, Katra Sher Singh, Amritsar - 143006, Opposite Khera College, Kucha Dat Khana"
"Jain Sales Corp","+ 91  183 2534887","Hall Bzr, Jain Gali,Ravi Dass Rd, Amritsar - 143001"
"Jain Sales Corporation","+ 91  183 2544312","Ravidas Road, Amritsar - 143001, Hall Bazar"
"Aarti Sales Corporations","+ 91  183 5014044","building no. 7,shop no. 2, lawerence road, Amritsar - 143001, near pizza hut showroom"
"X-Pert Sales (India)","+ 91  183 2248852","5, Josan Market, Hall Bazar Amritsar, Amritsar - 143001"
"Arti sales coporation","+ 91  9646810807","Shop no.2, Lawrence road, Amritsar - 143001, Opp DAV PUBLIC SCHOOL"
"Pranav Sales Corporation","+ 91  9646227821","Majith mandi,, Amritsar - 143001, opp. Neeraj Dheeraj Trading company"
"Apika Sales & Vicki Paints","+ 91  183 2586391","Shop Number 161, Hussainpura Chowk, Amritsar - 143001, Near M A International"
"Navdeep Sales Dream Ways Marke...","+ 91  9501203703","Shop No. 2, Gali Pehalwana wali ram bagh, Amritsar - 143001, Near Goal Hatti Chowk"
"K K Pharma","+ 91  183 3112204","47, Hide Road Singh Complex, Near Hussainpura Chowk, Amritsar - 143001"
"P. C. Sales Corporatoin","+ 91  9814362955","Chowk Farid, Amritsar, Golden Temple Road, Amritsar - 143001"
"Sham Sales Corporation","+ 91  9814087405","Chowk Farid, Amritsar - 143001, Katra Jaimal Singh"
"SALE HOUSE","+ 91  9877438302","Katra jaimal singh, Amritsar - 143001, Near arya smaj mandir"
"Om Pharma","+ 91  183 2425342","Katra Sher Singh, Amritsar - 143001, Telephone Exchange"
"Arora Sale Co","+ 91  183 2521574","Shop No-5, Amritsar - 143001, Nr Shri Rama Krishna PCO,Opp Gate Bhagtan Wala"
"Rohit Sales Corporation","+ 91  183 5097514","39, Amritsar - 143001, Shaheed Bhagat Singh Market"
"Rinku Sales Corp.","+ 91  183 2547514","23, Shaheed Bhagat Singh Market, Amritsar Bus Stand, Amritsar - 143001, Near Bus Stand"
"MODERN SALES CORPORATION","+ 91  183 2228069","GT road, Putligarh, Amritsar - 143002, near Amar Jyoti School,Opposite Railway Workshop"
"star plus sales and services","+ 91  9815411154","shop no.7, shivala road, Shivala Colony, Amritsar - 143001, near railway crossing"
"UNISON SALES CENTRe","+ 91  9417878784","SHARIF PURa, G.T ROAd, Amritsar Bus Stand, Amritsar - 143001, opp bus stanD"
"Unison Sales Centre","+ 91  183 2584577","1st Floor,, Near Riar Hospital,Shrifpura ,G.T Road,, Amritsar - 143001, Unison Sales Centre Opposite Bus STD .,"
"Happy Photo Sales","+ 91  183 2540122","Shop No.187, IDH MARKET, Amritsar - 143001, Near Bus Stand, Ids Market"
