"Name","Phone","Address"

"Pharma General Traders","+ 91  183 2555532","Katra Sher Singh, Amritsar - 143006"
"Pharma Machines & Polymers","+ 91  183 2588373","228, Mehta Rd, Amritsar - 143001, Focal Point"
"Pharma Sales","+ 91  1858 2544619","1350/10, Kucha Dal Khana, Raja Sansi, Amritsar - 143101"
"Hundal Dental Traders","+ 91  183 2572009","Majitha Road, Amritsar - 143001, Opp ENT Hospital, Near Doctor Complex"
"Hardeep Traders","+ 91  9888844440","Shop Number 12 Jahaj Ghar, G T Road, Amritsar - 143001, Near N N Dharam Kanda"
"K B Traders","+ 91  9780449952","C 325, GT Road, Pratapnagar, Amritsar - 143006, Opposite Dashmesh Modern School"
"Ganpati Traders","+ 91  183 3293247","941 Katra Baghian Street Ranjodh Singh, Amritsar - 143002, Backside Ramada Hotel"
"Air India","+ 91  183 2210021","39- A, Court Road, Amritsar - 143001"
"SARDAR PAGRI HOUSE TRADERS","+ 91  183 2552052","Ssss. Market, Batala Road, Amritsar - 143002, Opp Celebration Mall"
"dhir General store","+ 91  8427452625","shop no :4, Main bazar, Amritsar Bus Stand, Amritsar - 143001, Near Bus stand"
"Reliance General Insurance Com...","+ 91  183 3982610","S.C.O. 122, C-Block, Ranjit Avenue, Opposite Amritsar Improvement Trust Complex, Amritsar - 143001"
"Rashmi Traders","+ 91  9465383315","Amritsar - 143002, Opposite Car Parking, Fish Market, Hall Bazar"
"Anil Traders","+ 91  9779750311","No. 46b,, Mall Road,, Amritsar - 143002"
"Shri Krishna Pharma","+ 91  183 5012746","Shop No-3, Gali Deputy Aziz Din, Amritsar - 143001, Katra Sher Singh,Krishna Medicine Mkt"
"Sardar Pagri House Traders","+ 91  183 2270101","SSS Market, Batala Road, Amritsar - 143001, Opp. Celebration Mall"
"Gulati General Store","+ 91  183 2549798","1st Floor, Hall Bazar, Amritsar - 143001, Opposite Sanyo Showroom, Near Mahajan Kulfi Wala, Hall Bazar"
"Chandan Drugs Pharma","+ 91  288 2500052","Plot M-27, Amritsar - 143002, Gate Number- 3, Green Avenue,Near Holiheart School"
"ICICI Lombard General Insuranc...","18002098888","2nd Flr, K K Towers, Sco 31, Amritsar - 143001, Distt Shopping Centre, Ranjit Avenue"
"Jyoti Traders","","Majitha Mandi, Amritsar - 143006"
"Bajaj Allianz General Insuranc...","+ 91  183 5050670","Sco-31, K K Towers,Distt Shopping Cplx, Ranjit Avenue, Amritsar - 143001"
"SAI Nath Traders","+ 91  9888252640","Lane No 12, Pawan Nagar, Plot 5, Amritsar - 143001, Batala Road"
"The Jain Homoeopathic Pharma","+ 91  183 2554469","Pink Plaza Market, Amritsar, Amritsar Road, Amritsar - 143001, Out Side Of Hall Gate"
"Baba Naga Rice & General Mills","+ 91  183 2275466","Sun Sahib Rd, Chheharta Railway Station, Amritsar - 143105"
"Cheap General Stores","+ 91  183 3240094","Pultighar, main bazar, Amritsar - 143002, Inside bazar"
"HDFC Ergo General Insurance Co...","+ 91  183 3988350","Ranjit Avenue, Amritsar - 143001"
"Sharda Traders","+ 91  9872819441","Main Batala Road, Amritsar - 143001"
"Gulati General Store","+ 91  7087937272","Hall Bazar, Amritsar - 143001"
"Bharat Traders","+ 91  183 2226510","Amritsar, Punjab, Court Road, Amritsar - 143001"
"KIM TRADERS","+ 91  9988913242","Queens road, Amritsar - 143001, Near country inn hotel"
"Ganpati Traders","+ 91  183 2536245","Katra Sher Singh, Amritsar - 143006, Opposite Khera College"
"Lebon Pharma","+ 91  183 3951860","Katra Sher Singh, Amritsar - 143006"
"Sachdeva Traders","+ 91  9876615363","Ravi DAS Rd, Amritsar - 143001, Opp Jail Gali, Hall Bazar"
"National Traders","+ 91  183 2558412","Hall Bazar, Amritsar - 143001, CHOWK FARID"
"Arora traders","+ 91  9814977123","Sh no 161, New market, Amritsar Bus Stand, Amritsar - 143001, Hussain pura Chownk"
"Mahajan Ports & General Stores","+ 91  183 2544242","Chowk Bijli Hall Bazar, Amritsar, O/S Hall Gate, Amritsar - 143001, Opp Kairon Market"
"Chimnis General Merchants & St...","+ 91  183 2544270","hall bazar rs tower, Hall Bazar, Amritsar - 143001, Near Ramada hotel"
"Shree Hari Trader","+ 91  9256076509","Shop No. 51, Amritsar Bus Stand, Amritsar - 143001, Bus Stand, Shaheed Bhagat Singh Market"
"Reliance General Insurance Co.Ltd","+ 91  9876140409","Outside Lohgarh Gate, Amritsar - 143001"
"Bhagwati Pharma","+ 91  183 2306873","Katra Sher Singh, Amritsar - 143006"
"Bharti AXA General Insurance C...","+ 91  183 3081100","Sco- 32, Second Floor, Pal Plaza, Amritsar - 143006, District Shopping Centre, Ranjeet Avenue"
"N S Traders","+ 91  183 2549355","123, National Dhaba Building, Amritsar - 143001, Opposite Bus Stand, Near Sangam Cinema City Centre"
"Textile Traders","+ 91  183 2522203","Ramlohori Gate, Amiritsar, Amritsar - 143001"
"Prabhat Pharma","+ 91  183 5004067","Shop Number-1, Building Number- 68, Katra Sher Singh, AMRITSAR - 143006, Medicine Market, Near Subhash Park"
"Laxmi Traders","+ 91  183 5065938","Shop No-161, G T Road, Amritsar - 143001, Ram Talai"
"NEO Herbs Pharma","+ 91  183 2744014","Vpo Jethuwal, Amritsar - 143001"
