"Name","Phone","Address"

"Restaurant & Fast Food","+ 91  22 65215754","Off Flyover Terminal 2a Chatrapati Shivajii Airport M99, Andheri East, Mumbai - 400099"
"Restaurant ankesh","+ 91  7506808478","Shop No-74, Andheri West, Mumbai - 400053, Lokhandwala"
"RESTAURANT PLACE FOR RENT","+ 91  22 27421622","DISMA OFFICE PREMISES CHS LTD, 1ST FLOOR ,KALABMOLI,, Kalamboli, Navi Mumbai - 410218, NEAR BHIMA COMPLEX"
"Kinara Dhaba Family Restaur...","+ 91  9773487101","Sasu Pada, Ahmedabad Highway No 8, Vasai East, Thane - 401208, Near Ghodbundar Bridge"
"Sheetal Restaurant & Bar","+ 91  22 38591855","648, Rajasthan Building, Khar Pali Road, Khar West, Mumbai - 400052, Near Irish Pub"
"Daras Dhaba Restaurant & Bar","+ 91  22 39862204","Western Express Highway No 8, Mira Village, Thane - 401107, Opposite Dhodia Petrol Pump, Kashimira"
"Gajalee Sea Food Restaurant","+ 91  22 38538543","16,Amprali Shopping Centre, V L Mehta Marg, Juhu, Mumbai - 400049, Next To Sarkari Bhandar"
"Jafferbhais Delhi Darbar Re...","+ 91  22 38563735","1-A, Ramlaxman Tower, Plot No 5, Mafco Road, Vashi, Navi Mumbai - 400703, Sector 18, Next To Apmc Market, Sanpada"
"Bay Leaf Veg Restaurant & B...","+ 91  22 38529742","Shop No 67,68,69, Saraf Choudhary Nagar, Thakur Complex, Kandivali East, Mumbai - 400101, Opposite Sarodev Hospital"
"Green Channel Restaurant Ve...","+ 91  22 38535449","Opposite Shanti Dham, Near Gorai Bus Depot,Shop No 5&6, Navlai Apartment,L T Road,Borivali West, Near Gorai Bus Depot, Gorai 2-Borivali West, Mumbai - 400092, Opposite Shanti Dham, near Maxus mall"
"Jay Prakash Restaurant And Bar","+ 91  22 26860227",""
"Utsav Restaurant & Banquets","+ 91  22 39862773","Deshpande Road, Prabhadevi, Mumbai - 400025, Near ICICI Bank And Kala Academy"
"Zaika Restaurant And Party ...","+ 91  22 38562990","1st Floor, Giriraj BRIJ Bhoomi, Govind Mall, 150 Feet Road, Bhayandar West, Thane - 401101, Near Maxus Mall Flyover, Above Shamrao Vithal Bank"
"Farm House Garden Family Re...","+ 91  22 38556207","Tamtalaow, Mulgaon, Vasai West, Thane - 401201, Beside Selma Chicken Center"
"Celebrity Family Restaurant...","+ 91  22 38584449","Evershine Plaza, Station Road, Vasai East, Thane - 401208, Near Evershine Gate Gokhivare"
"R J Family Restaurant & Bar","+ 91  22 38541697","Siddhishree Apartment, Phoolpada Road, Virar East, Thane - 401305, R J Nagar"
"Nutan Restaurant & Bar","+ 91  9323186146","197, Kamal Kunj, Koliwada Road, Sion, Mumbai - 400022, Opposite Gtb Nagar Railway Station"
"Spring Fields Family Restau...","+ 91  22 32924646","Country Park, Dattapada Road, Borivali East, Mumbai - 400066, Opposite Tata Ssl"
"Akshaya Restaurant & Bar","+ 91  22 38553621","Kalpataru Building, Dr S S Rao Road, Parel, Mumbai - 400012, Near Gandhi Hospital"
"Grandvilla","+ 91  22 38560998","Papdiy, Vasai West, Thane - 401201, Beside Status Restaurant, Near Dattani Mall, Opposite Papdiy Talav"
"Zeal 3 Seasons Family Resta...","+ 91  250 6510000","2nd Floor, Ameya Classic Club, Virar West, Thane - 401303, Near Yashwant Nagar"
"Sunlight Restaurant & Bar","+ 91  22 38571113","Shop 537, Ravindra House, Kalbadevi Road, Dhobi Talao, Mumbai - 400002, Near Metro Cinema"
"Ambika Lunch Home Family Re...","+ 91  22 38593077","Shop No 5, Andheri Kurla Road, Andheri East, Mumbai - 400059, Below Marol Metro Station, Marol Naka, Lohar Chawl"
"Pancharatna Restaurant & Bar","+ 91  22 22051373","36/44, Ground Floor, Surya Kalyani Mansion, Wellington Street, Marine Lines, Mumbai - 400020, Dhobi Talao"
"Maitri Restaurant & Bar","+ 91  22 38510797","Shop No 6 & 7, Narayan Niwas, Station Road, Thane East, Thane - 400603, Opposite Railway Station, Near Anand Talkies"
"Village Restaurant & Bar","+ 91  22 39935460","Kohinoor Building, Plot No 25, Sector 21, Kamothe, Navi Mumbai - 410206, Near Khandeshwar Railway Station"
"Karishma Family Restaurant ...","+ 91  22 38572426","Mehta Building, Naigaon Cross Road, Dadar East, Mumbai - 400014, Behind Kohinoor Electronics"
"Guru Kripa Resto Bar","+ 91  22 28570374","Saki Vihar Road, Powai, Mumbai - 400076, Opposite 55 Corporate Avenue"
"Family Point Restaurant & Bar","+ 91  22 28040945","Ganapati Tower, Ground Floor, New Golden Nest, Bhayandar East, Thane - 401105, Near Canara Bank"
"Alok Lodge","+ 91  22 39862005","Alok Veg Restaurant, 3rd Floor, Gokhale Road, Naupada-Thane West, Thane - 400602, Opposite Railway Station, Ambedkar Chowk"
"House Of Food Restaurant & Bar","+ 91  22 38585582","Shop No. 8, Universal Industrial Estate, J P Road, Andheri West, Mumbai - 400053, Besides Wadia School"
"Laxmi Punjab Restaurant & Bar","+ 91  22 38521756","Shivaji Colony, Andher Kurla Road, Andheri East, Mumbai - 400099, Opposite Gurunanak Petrol Pump"
"Svenska Design Hotels Resta...","+ 91  22 38554670","Off Link Road, SAB TV Road, Andheri West, Mumbai - 400053, Next To Laxmi Industrial Estate"
"Moti Mahal Itihaas Restaura...","+ 91  22 66737373","Shop No 187, Haware Fantasia Business Park, Station Road, Vashi, Navi Mumbai - 400703, Opposite Railway Station"
"Image Family Restaurant & Bar","+ 91  251 2323742","9, Shree Ballaleshwar Apartment, Murbad Road, Kalyan City, Thane - 421301, Opposite Roshan Petrol Pump"
"Gugils Star Restaurant & Bar","+ 91  9223214444","Kalyan Shil Road Highway, Manpada, Thane - 421204, Near Khidkali Shiv Mandir And Lodha Casa Bella"
"Olive Restaurant & Bar","+ 91  22 38511118","The Satyabhama Hotel, 1st Floor, W T Patil Marg, Chembur East, Mumbai - 400071, Above Lucky Restaurant, Near Dukes Company, Opposite Amar Cinema"
"The Post Office Family Rest...","+ 91  7719041904","Shop No 1 And 2, Kingston Court Tower, Bahu Nagar Road, Virar West, Thane - 401303, Near Urban Juice Cafe And Viva College"
"New Garvaa Restaurant Bar &...","+ 91  22 69952394","Bhander Pada, Ghodbunder Road, Thane West, Thane - 400601, Opposite Lodha Casa Universe"
"Canara Hari Vilas Restauran...","+ 91  22 38572923","115, S V Road, Vile Parle West, Mumbai - 400056, Near Irla Signal"
"Silver Springs Restaurant &...","+ 91  22 38585425","C/O Kamath Fast Food, Ground Floor, Vijay Nagar, M C Jawle Marg, Dadar West, Mumbai - 400028, Near Dadar Western Railway Station"
"Quick Bite Family Restauran...","+ 91  22 38550379","Kalyan Bhiwandi Bypass Road, Bhiwandi, Thane - 421302, Opposite Chowkhi Dhani, Beside Amantra Tata Housing"
"Sai Sneha Multicuisine Fami...","+ 91  22 38592235","Shop No 1 To 4, Plot No 36/10, Sector 8, Airoli, Navi Mumbai - 400708, Near D Mart, Near Shreeji Dham Building"
"Gurukripa Restaurant And Bar","+ 91  22 28578762","Saki Vihar Road, Sakinaka, Mumbai - 400072, Opposite 55 Corporate Avenue, Powai"
"Amrut Restaurant & Bar","+ 91  22 38572893","10, Annapurna Building, Plot No 8, Sector No 18, Vashi, Navi Mumbai - 400703, Opposite Apmc Market"
"Adarsh Family Restaurant & Bar","+ 91  22 38543031","Plot No 23, Sector 1/A, Ghansoli Road, Kopar Khairane, Navi Mumbai - 400709, Near Petrol Pump"
"Lucknow Chikan International","+ 91  22 39862174","1st Floor, Purushottam Building, Charni Road, Opera House, Mumbai - 400004, Opposite Opera House Theater, Above Tiwari Sweets"
"Nisarga Family Restaurant &...","+ 91  22 39863957","Shop No 6,7,8, Chintamani Garkul Society, High Way Service Road, Panch Pakhadi-Thane West, Thane - 400602, Near Of Nitin Signar"
"Swastik Multicuisine Family...","+ 91  22 38585569","Andheri Kurla Road, Andheri East, Mumbai - 400059, Opposite Mahalaxmi Garden, Saug Baug, Next To Time Square Building"
"New Punjab Family Restauran...","+ 91  22 39863495","M G Road, Old Mumbai Pune Highway, Panvel, Navi Mumbai - 410206, Old Panvel"
"Shri Krishna Dinner House R...","+ 91  22 38578813","12, Ratan House, Shop No 7/ A, Tribhuvan Road, Lamington Road, Mumbai - 400004, Near Dream Land Cinema"
"Tamarind Restaurant And Tav...","+ 91  22 38551073","Fariyas Hotel, 25, Off Arthur Bunder Road, Colaba, Mumbai - 400005, Near Stand Cinema"
"River Winds Family Restaura...","+ 91  22 38594811","Kamba Village, Kalyan Murbad Road, Kalyan City, Thane - 421301, Next to Meridian School"
"Dhanraj Restaurant & Bar","+ 91  22 38531572","D K Sandhu Road, Chembur East, Mumbai - 400074, Near Sai Baba Mandir, Opposite Fine Arts"
"Mango Garden Restaurant & R...","+ 91  22 39489783","Namdev Gudadewadi, Sarvali Baypass Road, Bhiwandi, Thane - 421302, Near Babusa Logistics & Tata Motors"
"Kokan Aagri Ruchi Family Re...","+ 91  22 38510132","At- Sukhapur, Panvel-Matheran Road, New Panvel, Navi Mumbai - 410206, Near Sukhapur Stop"
"New Khalsa Punjab Restauran...","+ 91  22 38546695","Sardar Vallabhbhai Patel Nagar, Mahul Road, Chembur East, Mumbai - 400074, Opposite Bpcl Staff Colony, Vashi Naka"
"Sai Shabari Family Restaura...","+ 91  22 38545297","Geet Govind Apartment, Station Road, Dombivli East, Thane - 421201, Near Ganpati Mandir"
"Mcdonalds Family Restaurant","+ 91  22 66000666","28 B, Sunrise Apartment, Lokhandwala Complex-Andheri West, Mumbai - 400053, Opposite Sasural Restaurant, Swami Samarth Nagar"
"5 Spice Restaurant & Bar","+ 91  22 28760170","Renis Apartment, Link Road, Malad West, Mumbai - 400064, Near Privilege Inn Lane, Opposite Greens Restaurant"
"Cafe Noorani","+ 91  22 23534753","5/D, Tardeo Road, Tardeo, Mumbai - 400034, Opposite Heera Panna, Haji Ali Circle"
"Sheetal Bukhara Restaurant & Bar","+ 91  22 26487627","Off Link Road, Khar West, Mumbai - 400052, Near Royal Inn, Opposite Khar Telephone Exchange"
"Mcdonalds Family Restaurant","+ 91  22 66000666","C/O Fun Republic Multiplex, Andheri West, Mumbai - 400053, Off Link Road"
"Burma Burma Restaurant Tea Room","+ 91  22 40036600","Kothari House, Allana Centre Lane, Fort, Mumbai - 400001, Off M G Road, First Left After Kandeel Restaurant"
"Revival Restaurant & Bar","+ 91  22 23696992","39-B, Chowpatty Seaface, Girgaon Chowpatty, Mumbai - 400007, Near Yes Bank"
"Sandeep Restaurant & Bar","+ 91  22 25603152","Shop No 7 & 8, Chandra Darshan Building, M G Road, Paanch Rasta, Mulund West, Mumbai - 400080, Opposite Kirti Mahal Hotel"
