"Name","Phone","Address"

"Anr Hotels","+ 91  522 2685922",""
"Hotel Myriad","+ 91  9532242798",""
"Hotel S P International","+ 91  522 4079166",""
"Sand Stone Inn","+ 91  522 4006780",""
"Buddha Residency","+ 91  522 4956999",""
"Hotel Rukmani Lodge","+ 91  522 2231455",""
"Hotel Parag Inn","+ 91  9005476705",""
"Kool Break Banquets","+ 91  522 2287900",""
"Lucknow Guest Inn","+ 91  522 4004123",""
"Dream World Fun Resort","+ 91  7408427804",""
"Hotel Natraj","+ 91  522 2256074",""
"Hotel Vijay","+ 91  522 4009012",""
"Hotel I P Palace","+ 91  522 2459992",""
"Hotel De Global Park","+ 91  9935188000",""
"Hotel Yash","+ 91  8187958003",""
"Woodstock Guest Villa","+ 91  522 2330343",""
"Hotel Amber","+ 91  522 2683201",""
"Hotel Cosmos","+ 91  9984299992",""
"Pathik Hotel","+ 91  522 2668687",""
"Hotel SRG","+ 91  8005054000",""
"Kalika Lounge","+ 91  522 3297230",""
"Hotel Maharaja","+ 91  522 4062885",""
"Shaligram Guest House Mahan...","+ 91  522 2338844",""
"Babian Inn and Restaurants ...","+ 91  522 2355111",""
"Hotel Shakira","+ 91  7525011891",""
"Yog Heritage Hotel & Resort...","+ 91  9452385234",""
"S B G Guest Inn","+ 91  522 4065250",""
"R K International","+ 91  522 2684111",""
"Hotel Alfa","+ 91  522 2459929",""
"New Kumar Hotel","+ 91  522 4075192",""
"Hotel Pacific Inn","+ 91  522 2424211",""
"Hotel Silver 7","+ 91  522 4060680",""
"Mohan Hotel","+ 91  522 4035555",""
"Arjun International Pvt Ldt","+ 91  522 4077008",""
"Saubhagyam Hotel & Banquet","+ 91  9307939383",""
"HOTEL G3","+ 91  9015067545",""
"Hotel Laxmi Narayan","+ 91  522 2730007",""
"THE GRAND ORION","+ 91  522 2702906",""
"Hotel Arif Castles","+ 91  522 4098777",""
"Hotel Trbhuwan","+ 91  522 2630989",""
"Awadh Inn","+ 91  522 4113225",""
"Simla Palace Hotel","+ 91  522 4003887",""
"Hotel Manglam","+ 91  7388280001",""
"Tarang Banquets & Conferenc...","+ 91  522 2391309",""
"Hotel R K International","+ 91  522 4077906",""
"Hotel Madhuwan","+ 91  522 2615398",""
"J C Hotel","+ 91  522 2786555",""
"Hotel Shree palace","+ 91  9839800561",""
"Avadh Court Guest House","+ 91  522 4027448",""
"Hotel The Intercity","+ 91  9454000999",""
"Hotel Sunrise","+ 91  522 2453831",""
"Hotel Di Di International","+ 91  522 4082388",""
"B D Guest House","+ 91  522 6451434",""
"Hotel Aryan","+ 91  522 2309785",""
"Dayal Paradise","+ 91  522 4059999",""
"Atithi Inn","+ 91  522 2781809",""
"Hotel Mahalaxmi Inn","+ 91  522 4067627",""
"Hotel Sumitra","+ 91  9956531000",""
"Surya Continental Hotel","+ 91  522 2999926",""
"Saubhagya Inn Hotel","+ 91  522 4075843",""
"Review Inn","+ 91  9451785302",""
"Vivanta By Taj","+ 91  522 6711000",""
"Fairfield Marriott","+ 91  522 3055555",""
"Hotel Clarks Avadh","+ 91  522 2616500",""
"Renaissance Lucknow Hotel","+ 91  522 4055555",""
"The Piccadily","+ 91  522 4096000",""
"Golden Tulip","+ 91  522 6722000",""
"Gemini Continental Hotel","+ 91  522 4011111",""
"Best Western Plus Levana Hotel","+ 91  522 4101111",""
"The Grand JBR","+ 91  522 2727930",""
"Hotel Ranjees","+ 91  522 6672722",""
"OYO Rooms","+ 91  9953350145",""
"Comfort Inn Hotel","+ 91  522 2720988",""
"La Palace Sarover Portico Hotel","+ 91  522 4004040",""
"Lineage Hotel","+ 91  522 2727777",""
"The Maple Leaf","+ 91  522 4926666",""
"HOTEL INDIA AWADH","+ 91  522 2200513",""
"Hotel Silvete","+ 91  522 4060540",""
"Sapna Clarks Inn","+ 91  522 4930999",""
"Hotel Sagar International","+ 91  522 4090000",""
"Hotel Continental","+ 91  522 4114211",""
"Mera Mann Hotel","+ 91  522 2636448",""
"OYO Rooms","+ 91  9953350145",""
"Hotel The Grand Radiant","+ 91  522 2200008",""
"Gomti Hotel","+ 91  522 2611463",""
"OYO Rooms","+ 91  9953350145",""
"Charans Resort","+ 91  522 6561453",""
"Oyo Rooms","+ 91  9953350145",""
"HOTEL DEEP AWADH","+ 91  522 2684381",""
"Hotel Charans International","+ 91  522 2612516",""
"GenX Casaya Inn","+ 91  522 6691589",""
"York Inn Hotel","+ 91  522 4022525",""
"Royal Inn Hotel","+ 91  522 4095555",""
"Deep Palace Hotel","+ 91  522 2237247",""
"Hotel Shelter","+ 91  522 4037549",""
"OYO Premium","+ 91  9953350145",""
"Hotel Santa Inn","+ 91  522 4010716",""
"Hotel Charans Plaza","+ 91  522 3071111",""
"The Golden Apple Hotel","+ 91  522 2329620",""
"SSJ international hotel","+ 91  8726137901",""
"Madhurima Hotel","+ 91  522 2721672",""
"OYO Rooms","+ 91  9953350145",""
"Hotel Golden Orchid","+ 91  522 4080711",""
"Mangalam Hotel","+ 91  522 4047795",""
"Hotel Monarch Inn","+ 91  522 2690799",""
"Hotel Vaibhav Inn","+ 91  522 2394851",""
"Country Club","+ 91  9919800924",""
"Hotel Amarpreet","+ 91  522 4052900",""
"Hotel Vijay Paradise","+ 91  522 4500055",""
"Vishwanath Hotel","+ 91  522 2462673",""
"Amanda Hotel","+ 91  522 6550333",""
"Hotel Raj","+ 91  522 4044646",""
"Hotel Golden Sky","+ 91  522 4000338",""
"Galaxy International Hotel","+ 91  522 6450831",""
"Bandhan Hotel","+ 91  522 4005070",""
"Chinmay Resorts","+ 91  522 3235345",""
"Hotel Aryavart","+ 91  9454200104",""
"Didi Hotel","+ 91  522 4046671",""
"hotel ganga maiya","+ 91  522 4075921",""
"Garden View Inn","+ 91  522 6556222",""
"MEADOWS INN","+ 91  522 2300187",""
"Shivgarh Resort Ltd","+ 91  9235462522",""
"Hotel Global Inn","+ 91  522 2630444",""
"Capoors Hotel","+ 91  522 4054300",""
"Hotel Gaylord India","+ 91  522 2684666",""
"Ssj International","+ 91  522 4066609",""
"OYO Rooms","+ 91  9953350145",""
"Hotel Avadh International","+ 91  522 3291360",""
"Shimla Inn Hotel","+ 91  522 2200106",""
"Kala Gaon Resort","+ 91  9554655518",""
"Diamond Resort & Club","+ 91  8604696495",""
"Hotel Sumitra","+ 91  9956531000",""
"Shivam Inn","+ 91  522 4007181",""
"Oyo Rooms","+ 91  9953350145",""
"Hotal IP Palass","+ 91  9455540577",""
"Hotel ShantaVsContinental","+ 91  522 4010716",""
"The President Hotel","+ 91  522 4114273",""
"Hotel sunshine inn","+ 91  9235400678",""
"Muslim Musafir Khana","+ 91  522 2637440",""
"HOTEL PRESIDENCY INN","+ 91  522 4094999",""
"Monarch Kabir","+ 91  522 2693555",""
"NEW RADHA KRISHNA GUEST House","+ 91  522 2308090",""
"Hotel Vinayak","+ 91  9795250588",""
"Nest Inn","+ 91  522 2720433",""
"Grand Metro Inn","+ 91  9670168050",""
"Hotel Madhuri Palace","+ 91  522 2726777",""
"Hotel Mera maan","+ 91  9598771514",""
"Central Hotel","+ 91  522 2202490",""
