"Name","Phone","Address"

"Indian Public School","+ 91  183 6535401","Airport Road, Amritsar - 143001"
"Sterling Studies","+ 91  9815554371","#647-B Lane No-2 C Block Guru Amar Dass Avenue Airport Road, Amritsar - 143002"
"Jagat Jyoti Model High School","+ 91  9814055093","Mahan Singh Gate, Amritsar - 143001"
"Need India Career Institute","+ 91  8437860605","Guru Nanak Dev University, Amritsar - 143005, Opposite Khalsa College Near Mohni Park Gurudwara"
"Radcliffe School","+ 91  9316002361","Kabira Park, Dr Surta Singh Road, Amritsar - 143002, Opposite Khalsa College"
"Sareen Infotech Bharteeya V...","+ 91  183 2584238","Sareen School 84 New Tehsilpura, Amritsar Bus Stand, Amritsar - 143001"
"Delhi Public School","+ 91  183 2440744","Nh-1,11th Km Milestone, Gt Rd, Amritsar - 143001, Manawala"
"Holy Heart Presidency School","+ 91  183 2507215","Loharka Road Gumtala, Amritsar - 143001"
"D A V Public School","+ 91  183 2224603","Lawrence Road, Amritsar - 143001, near by bhai veer singh gurudwara"
"Spring Dale Senior School","+ 91  183 2710011","Fatehgarh Churian Rd, Amritsar - 143001"
"Army Public School","+ 91  9501452206","Amritsar - 143001"
"Dav International School","+ 91  183 2264788","By Pass Rd, Verka, Amritsar - 143501, Verka Chowk"
"Step By Step","+ 91  183 2400572","8, R B Ratan Chand Road, Amritsar - 143001"
"Springdale Senior School","+ 91  183 2710343","Springdale Senior School, Fatehgarh,Churian Road, Amritsar - 143002"
"M/S. Shri Ram Ashram SR. Sec S...","+ 91  183 2264524","Satnam Avenue Batala Road, Amiritsar, Amritsar - 143001, Nr.sun City Amusement Park"
"Guru Harkishan Public School","+ 91  183 2584800","Golden Avenue, Amiritsar, Amritsar - 143001"
"ST Francis High School","+ 91  183 2226285","31, Mcload Rd, Amritsar - 143001, Cantt"
"Holy Heart High School","+ 91  183 2500366","Amritsar - 143001, Green Avenue"
"Amritsar Public School","+ 91  183 2588001","Amritsar - 143002"
"Alexandra High School","+ 91  183 2210211","Queens Rd, Amritsar - 143001"
"D A V Public School","+ 91  183 2563987","Amritsar - 143001, Cantt"
"Shri Ram Ashram Public School","+ 91  183 2571803","mall road, Majita Road, Amritsar - 143001"
"G D Goenka Public School","+ 91  183 2440011","G T Road, National Highway- 1, Amritsar - 143001, Manawala, Opposite Best Prices"
"Khalsa College Public School","+ 91  183 2258337","Amritsar - 143001, Near Khalsa College"
"Lawrence School","+ 91  183 3295114","Kashmir Avenue, Lawrence Road, Amritsar - 143001"
"Mothers Pride","+ 91  9988807722","35, D-Bock, Ranjit Avenue, Amritsar Bus Stand, Amritsar - 143001, Opposite Rose Garden"
"The Senior Study School","+ 91  183 2564956","G T Road, Amritsar - 143001, Near Bata Showroom, Putlighar"
"Ryan International School","+ 91  183 6577455","G T Road, Byepass Road, Amritsar - 143002, Near Amritsar Gate"
"Cambridge International School","+ 91  9216002221","27, Maqbool Road, Maqbool Road, Amritsar - 143001"
"St Peter Convent School","+ 91  183 6546809","Bye Pass Road, Naraingarh, Amritsar - 143105"
"Sacred Heart High School","+ 91  183 2422574","Majitha Rd, Majitha, Amritsar - 143601"
"Intl Fateh Academy","+ 91  9781022501","Davidaspura Rd, Jandiala Guru, Amritsar - 143115"
"The Millennium School","+ 91  183 2425906","Sg Enclave, Phase 1, Majitha Road, Amritsar - 143001, Near Guru Nanak DEV Hospital"
"Manav Public School","+ 91  183 2503440","Amritsar - 143001, Anand Avenue"
"Modern High School","","Mata Kaulan Marg, Amritsar - 143001, ,The Mall"
"Police Dav Public School","+ 91  183 2212289","Amritsar - 143001, Police Line"
"Spring Dale Sr School","+ 91  183 2710011","Fatehgarh Chuddian Road, Amritsar - 143001, Nera Khanna Paper Mills"
"B R Modern Sr Sec School","+ 91  183 2222178","Amritsar - 143001, Shastri Ngr"
"Abc Montessori An American Pre...","+ 91  183 2221373","Achiever Venue, 46 Mall,, Inside Dalmia Hospital Lane, Amritsar - 143001"
"Angels Paradise School","+ 91  183 5009000","5-B, Old Jail Rd, Amritsar - 143001, Basant Avenue"
"Government Girls Senior Second...","+ 91  183 2220682","Mall Road, Amritsar - 143001, Near Ebnoy Mall"
"Sri Guru Harkrishan Internatio...","+ 91  183 2508333","Amritsar - 143001, D-Block, Ranjit Avenue"
"Shri Guru Harkrishan Public Sc...","+ 91  183 2522856","Amritsar - 143001, Bhaktawala Gate"
"Amritsar Public School","+ 91  183 2238001","G T Rd, Amritsar - 143001"
"Govt.SR.Sec. School .","+ 91  183 2781393","Ibban Kalan, Iban Kalan, Amritsar - 143009"
"Dav Intl School","+ 91  183 2264788","Verka Bye Pass, Vallah Rd, Amritsar - 143001"
"Junior Campus","+ 91  183 2211898","Rani Ka Bagh, Amritsar - 143001"
"Sacred Heart Convent School","+ 91  183 216201","Amritsar - 143002, Pak DIL Ngr, Punga, Ajnala"
"Harkrishan Public School","","Golden Avenue G.t.road, Amritsar - 143006, Nr Pb School Board Office"
"Pbn Sr Sec School","+ 91  183 2562373","St No-2, Amritsar - 143001, Daya Nand Ngr"
"Ssss Public School","+ 91  183 2223878","Amritsar - 143001, The Mall"
"Dav School","+ 91  183 2523366","Katra Karam Singh, Amritsar - 143006, Katra Khazana"
"Hindu Sabha SR Sec School","+ 91  183 2543416","Dhab, Amritsar - 143001, Dhab Khatian"
"Mata Kaulan JI Public School","+ 91  9876525882","Branch-2, Near Gurudwara Tahla Sahib,, Tarn Taran Road,, Amritsar - 143001"
"Sri Guru Harkrishan Public School","+ 91  183 2226151","Amritsar - 143001, Basant Avenue"
"Kendriya Vidyalaya Air For Cantt","+ 91  183 2560677","No 1, Air Force Cantt, Amritsar - 143001"
"BKE And I Girls High School","+ 91  183 2532301","Chaurasi Attari, Lohgarh Gate, Amritsar - 143001, Near Allahabad Bank"
"Ajit Vidyalya","+ 91  183 2230954","Amritsar - 143001, Ajit Ngr"
"Mothers Pride","+ 91  9888891851","35, M K Road, Ranjeet Avenue Block D, Amritsar - 143001, Opposite Rose Garden"
