"Name","Phone","Address"

"Ascent Travels","+ 91  522 4081810",""
"S R Tours & Travels","+ 91  522 4106060",""
"Comet Commercial Travels","+ 91  522 4955541",""
"Woodpecker Travel & Tours P...","+ 91  522 4063377",""
"Ummy Travels","+ 91  522 6529999",""
"Shakti Travels","+ 91  522 4012185",""
"Global Travel And Bus Service","+ 91  522 4104002",""
"24X7 Tour & Travels","+ 91  9795406146",""
"LIMRA VACATIONS TRAVEL SERV...","+ 91  522 6059844",""
"Ibrahim Tours & Travel","+ 91  522 4105687",""
"Best Flights Centre Pvt Ltd","+ 91  522 4047392",""
"NARAYAN TRAVEL & LEISURE","+ 91  522 4009161",""
"Celebration Tour & Travels","+ 91  522 2735985",""
"Xpress Tour & Travels","+ 91  522 4077786",""
"Xpress Tour & Travels","+ 91  522 4954786",""
"Maa Vaishno Tour & Travels","+ 91  522 4028185",""
"Your Holiday Planner","+ 91  522 4103510",""
"A K Tour & Travel","+ 91  7505898548",""
"SUNRISE TOUR & TRAVELS","+ 91  522 4037861",""
"Narayan Travels","+ 91  7607003242",""
"Jmb Tour & Travel","+ 91  9005920007",""
"Shri Shri Maa Shubh Yatra","+ 91  522 3207912",""
"Maa Singhvahini Travels","+ 91  522 4023968",""
"M.S. TRAVELS","+ 91  8953200786",""
"Evergreen Tour And Travel","+ 91  522 3381755",""
"Lucknow Travels","+ 91  522 3012756",""
"Rayhan Travel House Pvt.Ltd.","+ 91  522 4040091",""
"Gst Holidays & Tours","+ 91  522 4109500",""
"Reliabletrip Pvt Ltd","+ 91  522 4068438",""
"Delight Travelinks","+ 91  522 4041597",""
"Trip Musafir","+ 91  522 4077404",""
"Limra Tour & Travel","+ 91  522 2987890",""
"Travel Ideas Pvt Ltd","+ 91  522 4063246",""
"Tourland India","+ 91  522 4049789",""
"Alieza Tour & Travels","+ 91  522 6061222",""
"Shailu Tours & Travels","+ 91  522 2326694",""
"Sakhi Kripa Communication","+ 91  522 4077975",""
"Myles Tours & Travels","+ 91  522 7489470",""
"Z S Travels","+ 91  522 4006876",""
"Hitech Holidays","+ 91  522 4025715",""
"Brahmaand Holidays Pvt Ltd","+ 91  522 6540777",""
"Nomadic Holiday Services Pv...","+ 91  522 4078855",""
"Makemytrip.com","+ 91  522 4078687",""
"Makemytrip.com (Customer Care)","1800118747",""
"Muthoot Finance Ltd","+ 91  522 2355581",""
"Shatabdi Travels & Tours","+ 91  522 2720045",""
"Planit Hospitality Pvt Ltd Fly...","+ 91  522 4045148",""
"Air India Limited","+ 91  522 2439768",""
"Hollywood Indian travel","+ 91  522 4006782",""
"Pearl International Tours & Tr...","+ 91  522 4034513",""
"Balmer Lawrie & Co Ltd","+ 91  522 4931700",""
"Thomas Cook India Ltd (Travel ...","+ 91  522 6459045",""
"Red Eight Cyber Cafe","+ 91  522 4081912",""
"Vineeta E Tickets","+ 91  522 4006005",""
"Thomas Cook India Limited","+ 91  522 4114011",""
"Xpress Money Transfer","+ 91  7860912677",""
"Gulf Tours & Travels Pvt Ltd","+ 91  522 3249186",""
"Delhi Travel House","+ 91  522 4113567",""
"City Link Travels","+ 91  522 4016019",""
"Kandhari Photostate & Colour Lab","+ 91  522 2470746",""
"Reliable Travels","+ 91  522 2465102",""
"Sukhmani Travels","+ 91  522 4001947",""
"The Solution Maker","+ 91  9919101876",""
"Massif Enterprises","+ 91  9369019758",""
"Mirza Travels","+ 91  522 4049177",""
"SBI ECO","+ 91  522 4071688",""
"Nomadic Holiday Services Pvt Ltd","+ 91  522 4078855",""
"Shining Stars Aviation Academy","+ 91  7668421966",""
"Travel By Rakesh Tours & Travels","+ 91  522 2839010",""
"J B TRAVEL & TOURS","+ 91  522 4024499",""
"Pay World","+ 91  522 3292121",""
"Nadia Overseas Consultants","+ 91  522 4109988",""
"Cash Cab","+ 91  522 4080054",""
"AMRIT TOUR AND TRAVELS","+ 91  522 4044081",""
"Brahmaand Holidays","+ 91  522 6057000",""
"Kamla Tour & Travels","+ 91  522 4113019",""
"GREENWAY TRAVELS.","+ 91  522 2395669",""
"Gomti Business Centre","+ 91  522 4048811",""
"Metro City Travels & Communica...","+ 91  522 4025105",""
"Lucknow Cab","+ 91  9918133330",""
"Southern Travels","+ 91  522 4006038",""
