"Name","Phone","Rating","Votes","Locality","City"
"The Medicine House","+ 91  949663863","","0","Link Road","Jammu"
"Prem Medicine Traders","+ 91  19114067751","4.0","10","Shalamar","Jammu"
"Prem Medicine Traders","+ 91  19199480621","4.0","10","Shalamar","Jammu"
"Ajay Medicine  Traders","+ 91  19166510902","4.7","3","City Chowk","Jammu"
"Jammu Property Dealers","+ 91  9680613603","4.9","34","Below SEBI Office","Jammu"
"Cost 2 cost computers","+ 91  90102256","4.2","51","Jammu HO","Jammu"
"Dare 2 Fit Gym","+ 91  9050840278","4.8","63","Rehari","Jammu"
"Raman Medicine Shop","+ 91  19152180300","4.7","3","Link Road","Jammu"
"Prem Medicine Traders","+ 91  19151481498","4.0","10","Shalamar","Jammu"
"Raman Medicine Shop","+ 91  1916961337","4.7","3","Link Road","Jammu"
"Amar Medicine Traders","+ 91  9442830393","5.0","2","Jammu Tawi","Jammu"
"Spicy Grillz 2","+ 91  9994399451","3.1","143","Channi Himmat","Jammu"
"Aar Kay Medicine Store","+ 91  19117676362","3.9","4","Gandhinagar Jammu","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19119150442","","","Jammu Ho","Jammu"
"The Medicine House","+ 91  9449253574","","0","Link Road","Jammu"
"Ajay Medicine Traders","+ 91  019160552593","4.7","3","Jammu & Kashmir","Jammu"
"Ajay Medicine Traders","+ 91  019193657158","4.7","3","Jammu & Kashmir","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19159929076","","","Jammu Ho","Jammu"
"Ajay Medicine  Traders","+ 91  19134707979","4.7","3","City Chowk","Jammu"
"Odell 4 Salon","+ 91  9653787089","3.3","20","Near By St Peters School","Jammu"
"Studio Page 3 Salon","+ 91  9065363819","4.6","10","Above Pizza Hut","Opposite Bahu Plaza"
"Bhushan Radio 2","+ 91  968635796","4.3","107","Gandhinagar Jammu","Jammu"
"4 Js Manpower Staffing Solution","+ 91  7864955590","","0","Link Road","Jammu"
"Angad Singh Property Dealer","+ 91  9179329039","3.8","6","Trikuta Nagar","Jammu"
"Gopal Medicine Shop","+ 91  19124398556","3.3","2","Bakshi Nagar","Jammu"
"Aar Kay Medicine Store","+ 91  19160890353","3.9","4","Gandhinagar Jammu","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19131391965","","","Jammu Ho","Jammu"
"Aar Kay Medicine Store","+ 91  1917365179","3.9","4","Gandhinagar Jammu","Jammu"
"Mastermind Classes  Centre 2","+ 91  19184768903","4.3","14","Jammu Ho","Jammu"
"Amar Medicine Traders","+ 91  9411682293","5.0","2","Jammu Tawi","Jammu"
"The Medicine House","+ 91  9425307033","","0","Link Road","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19133195973","","","Jammu Ho","Jammu"
"Propdeeds Property Dealer","+ 91  9056195912","5.0","10","Chani Himat","Jammu"
"Amar Medicine Traders","+ 91  9416190719","5.0","2","Jammu Tawi","Jammu"
"Prem Medicine Traders","+ 91  19178129368","4.0","10","Shalamar","Jammu"
"Noon 2 Nite","+ 91  7279753311","3.5","119","Gandhinagar Jammu","Jammu"
"Spicy Grillz 2 (Temporary Closed Down)","+ 91  9451881391","3.1","31","Near Triple S Farms,Gupta Complex 2","Vasant Vihar,"
"Odell 4 Salon","+ 91  9692785212","4.5","4","Gandhinagar Jammu","Jammu"
"Best Price Medicine","+ 91  19144402182","2.3","5","Opposite Lane No 1","Jammu"
"Best Price Medicine","+ 91  19141945594","2.3","5","Opposite Lane No 1","Jammu"
"Royal Electronics","+ 91  9181614904","4.2","16","Jammu Ho","Jammu"
"Chawlas 2 Jammu","+ 91  9712305049","3.6","132","Gandhinagar Jammu","Jammu"
"Best Price Medicine","+ 91  19178505977","2.3","5","Opposite Lane No 1","Jammu"
"Rathore Gun House Arms Ammunition Dealer","+ 91  19150910737","5.0","1","Amphalla","Jammu"
"Prem Medicine Traders","+ 91  19176066063","4.0","10","Shalamar","Jammu"
"The Medicine House","+ 91  9449765274","","0","Link Road","Jammu"
"Ajay Medicine  Traders","+ 91  19157362356","4.7","3","City Chowk","Jammu"
"Jammu Cars Authorised Dealer","+ 91  887661519","","0","Opposite Golden Palms Mall,Near Ritz Manor Hotel","Jammu"
"The Medicine House","+ 91  9492293796","","0","Link Road","Jammu"
"Property Dealer..","+ 91  7038949902","","0","","Jammu"
