"Name","Phone","Address"

"Kesar Ka Dhaba","+ 91  183 2552103","Chowk Passian, Amritsar - 143001"
"The Yellow Chilli","+ 91  183 5057777","Sco 108 District Shopping Center Ranjit Avenue, Amritsar - 143001, B-Block"
"La Roma Pizzeria","+ 91  183 5006060","Sco Number 6 B Block District Shopping Complex, Amritsar Cantt, Amritsar - 143001"
"Indo Aussie","+ 91  183 5002222","SCO- 121, B Block, Ranjit Avenue, Amritsar - 143001"
"Marwari Dhaba","+ 91  183 2534059","Katra Ahluwalia, Amritsar - 143001, Opposite Gurdas Ram Jalebian Wala And Near Golden Temple"
"Sukhdev Dhaba","+ 91  9988952878","Shop Number 1, G T Road Alfa Mall, Amritsar - 143002, Opposite Hyaat Hotel"
"Temptation Restaurant","+ 91  183 5060308","103, Circular Road, Amritsar - 143001, Opposite Basant Avenue Near Ratan Singh Chowk"
"Cup A Cabana","+ 91  183 5006200","Sco 90 Ranjit Avenue, District Shopping Complex, Amritsar - 143002"
"Charming Chicken","+ 91  9814096207","Shop Number 3, Majitha Road, Amritsar - 143001, Opposite Nari Nikaten"
"Amigos Grill Italian & Mexi...","+ 91  183 5007070","Scf 8 B Block Ranjit Avenue, Amritsar - 143002, District Shopping Complex"
"A One Snacks Corner","+ 91  9988940037","Dsc Booth Number 65 B B block Market, Ranjit Avenue, Amritsar - 143001, Opposite M K Hotel"
"Chefs Kitchen","+ 91  8054575747","Shop Number 27 E Block Market, Ranjit Avenue, Amritsar - 143001, Near Rose Garden"
"Pindi Soya","+ 91  9876144839","Scf 7 Kabir Park Market, G T Road, Amritsar - 143001, Opposite Guru Nanak Dev University"
"Hungers Hub","+ 91  183 2212101","Shop Number 33A/4 Rani Ka Bagh, Amritsar - 143001, Near Shiva Ji Park"
"Cafe Oz","+ 91  183 5027333","Sco Number 120 District Shopping Complex, Ranjeet Avenue Block B, Amritsar - 143001"
"Vaishno Bhojan Bhandar","+ 91  183 2292497","Katra Kanhyia Hire Di Hatti, Amrit Talkies Chownk, Amritsar - 143001, Opposite Amrit Cinema"
"Lovely Veg Champ & Foods","+ 91  9478682459","172 Kt Moti Ram C Block, Amritsar - 143001, Near Durgiana Mandhir Backside of Ranjit Avenue Inside Hathi Gate"
"Manni Chicken Corner","+ 91  7837775595","Main bazaar, Circular road, Amritsar - 143001, Near Khetarpal hospital"
"Cafe Chokolade","+ 91  183 2502999","Ground Floor Hotel PR Residency 101 District Shopping Complex, Ranjit Avenue, Amritsar - 143001, C Block"
"Cafe Connect","+ 91  183 5050220","Sco 8 District Shopping Complex, Ranjeet Avenue Block B, Amritsar - 143001"
"Bukhara Big Meals","+ 91  183 5063413","Scf 21 C Block Market, Ranjit Avenue, Amritsar - 143001"
"Punjab Dhaba","+ 91  183 5097678","Goal Hatti Chownk Hall Bazar, Amritsar - 143001, Opposite Yes Bank"
"Makhan Fish & Chicken Corner","+ 91  9815193241","21-A,, Majitha Road,, Amritsar - 143002, Near Madaan Hospital"
"The Snack Junction","+ 91  8968088862","Shop Number 25A, 100 Feet Road, Amritsar - 143001, Near Karan Palace"
"Krishna Madhur Mishthan Bha...","+ 91  183 5067474","Main Batala Road, Amritsar - 143001, Near Navjot School"
"Sheetal Again (The Boutique...","+ 91  183 2211403","39-A, Circular Road, Amritsar - 143001, Nr. Khetar Pal Hospital"
"New Rajasthan Chat Bhandar","+ 91  9876812668","Main Bazar, Lawrence Road, Amritsar - 143002, Opposite Bijli Pehalwan Mandir"
"SAFE WAY Restaurant & BLUE ...","+ 91  183 5065165","S.C.O 125 Distic Shopping Complex, Ranjit Avenue, Amritsar - 143001, Adjoining Vishal Mega Mart Opp Improvement Trust"
"Barbeque Nation","+ 91  183 6940202","Plot 77, SGK Tower, Mall Road, White Avenue, Amritsar - 143001, Near Income Tax Office,near passport office"
"Chawla Chicken","+ 91  183 2226341","shop no 14- A, 1st Floor,, Lawrence Road, Lawrence Road, Amritsar - 143001, Near Bansal Sweets"
"Sakhis Watz Kukin","+ 91  183 2503959","M-47/48, Green Avenue, Amritsar - 143001, Opposite Green Avenue Park"
"Crystal Restaurant","+ 91  183 2225555","Queens Road, Amritsar - 143001, Crystal Chowk"
"Bade Bhai Ka Brothers Dhaba","+ 91  183 6941881","Tawn Hall, Amritsar - 143001, Adj To Bhawan Dhaba , Near Town Hall"
"Pappi DI Hatti","+ 91  183 2504371","B-1, Green avenue, AMRITSAR - 143001, Near Main Market"
"Chawlas Care","+ 91  183 5053555","Shop Number-48 Ranjit Avenue, Amritsar - 143001, C Block Market"
"Virasat Haveli","+ 91  9872713434","near del;hi public school, Manawala, Amritsar - 143109, Village Rajewal, Manawala,Nh-1"
"MC GRILL","+ 91  183 5015522","Shop Number:-62, Kabir Park Market, Amritsar - 143001, Opposite Guru Nanak Dev University"
"Beera Chicken House","+ 91  183 2571025","100,, Majitha Road ,Amritsar,, Amritsar - 143001, Opposite Bandari Hospital Amritsar"
"Bharawan Da Dhaba","+ 91  183 2532575","Town Hall, Opposite- Amritsar Municipal Corporation, Amritsar - 143001"
"Formos Restro Cafe Lounge","+ 91  8558817083","New Sadak Road, Lawrence Road, Amritsar - 143001, Near BBK DAV College"
"Sagar Ratna Restaurant","+ 91  183 5007001","Sagar Ratna, 10 Queens Road, Cystral Chowk, Amritsar - 143001"
"Subway","+ 91  183 2550123","Golden Temple, Amritsar - 143006, Opposite Jallianwala Bagh"
"Brother Dhaba","+ 91  9888519765","99, Shop No-A 308, Town Hall Kotwali ,Amritsar,, Amritsar - 143001, Near Police Station"
"SURJIT FOOD PLAZA","+ 91  183 3294334","shop n 3, 4, ground floor, Nehru Shopping Complex, Amritsar - 143001, NEHRU SHOPPING COMPLEX"
"Yo China Restaurant","+ 91  183 5010001","Sco- 34,District Shopping Complex, Amritsar - 143002, Ranjit Avenue"
"Pindi Soya Wah Bhai Wah","+ 91  9815007906","109, Nehru Shopping Complex, Mall Road, Lawrence Road, Amritsar - 143001, Novelty Chowk, Opposite Company Bagh"
"Stars N Bars","+ 91  183 5069388","Sco-118, Ranjit Avenue, Amritsar - 143001"
"Eldorado restaurant","+ 91  183 2503309","Scf 17-18,c-block market, Ranjit avenue, Amritsar - 143001, Near brijwasi"
"Astoria Food Pavilion","+ 91  183 2505722","Sco -38, District Shopping Centre, Amritsar - 143002, Near Reliance Fresh, Ranjit Avenue"
"Goli vada Pav no 1","+ 91  8872704949","KHORANA CENTRE 2, Lawrence Road, Amritsar - 143001, NEAR NEHRU SHOPPING COMPLEX"
"Kobe Sizzlers","+ 91  183 2504685","sco-109, 1st flr, dist shopping copmlex, ranjit aveneu block-b, Amritsar - 143104, nr passport office"
"Open Kitchen at Astoria","+ 91  183 3205722","Sco 38, District Shopping Centre, Amritsar - 143001, Ranjit Avenue"
"Sarhad Food & Culture Park","+ 91  183 2382000","Amritsar - 143002, National Highway, Attari Wagah Border"
"Yo ! China / Hi - Que","+ 91  183 5050504","Sco 34 Dist. Shopping Complex, Ranjit Avenue B- Block, Ranjit Avenue, Amritsar - 143001, Nr. Relaince Fresh"
"Kulcha Land","+ 91  183 5050552","Shop Number 90, District Shopping Center, Ranjit Avenue, Amritsar - 143001, Opposite M K Hotel"
"SANJHA CHULHA","+ 91  183 2566855","SANJHA CHULHA, NEW SADAK ROAD, Lawrence Road, Amritsar - 143001, NEAR BBK DAV"
"Inderpuri Foods And Guest House","+ 91  183 2224513","Number 196 Ameena Bazar, Cooper Road, Amritsar - 143001, Near Bhandari Pull"
"Bakes & Beansbakes & Beans","+ 91  183 5099888","Sco- 24, Distt Shopping Complex, rajneet avenue, Amritsar - 143001"
"Pindi Soya Wah Bhai WAH","+ 91  183 6555510","Sco-14, New Amritsar Market, Gt Road, Amritsar - 143002"
"Chawlas veg and non veg","+ 91  183 2582640","Main road, SULTANWIND ROAD, Sultant Wind Gate, Amritsar - 143006, NEAR BIJLI GHAR"
"LE-Pizzeria","+ 91  183 2426666","655,, Gurdev Nagar, Amritsar - 143001, Pakhowal Road,"
"Shudh Restaurant","+ 91  183 5026600","Chowk Fuwara, Amritsar - 143001, Opposite Gurudwara Saragarhi"
"MOHANs Kitchen Korner","+ 91  9646023624","shop No. 260, 100 Ft ROAD, Amritsar - 143001, EAST Mohan Nagar"
"THE FOOD VILLAGE","+ 91  9888852849","shop Number -5 Gndu Complex, city Road, Chheharta, Amritsar - 143105, near HDFC Bank"
"Abhis Kitchen Club","+ 91  183 6528443","38A, Amritsar - 143001, Mohan Nagar"
"Chaupati Restaurant","+ 91  183 5006921","9-10, Ground Floor, Nehru Shopping Complex, Lawrence Road, Lawrence Road, AMRITSAR - 143001"
"Pind Balluchi Restaurant","+ 91  183 5066620","Sf 06 2nd Floor,, Batala Road, Amritsar - 143001, Celebration Mall"
"BOLLYWOOD DHABA","+ 91  9988724797","3rd Floor The Celebration Mall, Amritsar - 143001, Batala Road"
"Proof (Radisson Blue Hotel)","+ 91  183 6611111","C/O Radisson Blu Hotel, Airport Road, Amritsar - 143001"
"KUNDAN DHABA THE BACHANS","+ 91  183 2565109","RAILWAY ROAD, Amritsar - 143001, OPP MEHRA HOTEL"
"Eld Rado Restaurant","+ 91  183 5094266","23, C Block Ranjit Avenue, Amritsar,, Amritsar - 143001, Near Rv Continental Hotel"
"Moti Mahal Deluxe Restaurant","+ 91  183 5069991","Golden Tulip, Gt Rd, Amritsar - 143002, Model Town"
"KALE DA DHABA","+ 91  7528929720","Main bazaar, Court Road, Amritsar - 143001, Near main chowk"
"Punjabi Dhaba","+ 91  9914451927","House No-238, Mule Chak Quarter, Amritsar - 143104"
"Bubby Chicken & Fish Corner","+ 91  183 5096789","Cooper Road, Amritsar - 143001, Near Crystal Chowk"
"Kesar Da Dhaba","+ 91  183 2552103","Chowk Passian, Amritsar - 143001"
"Chick Chicken House","+ 91  9815899077","Shop Number 6, Main Dasonda Singh Road, Lawrence Road, Amritsar - 143001, Opposite Pushpa Market"
"Reliance Fresh","+ 91  183 5015835","Majitha Road, Amritsar - 143001"
"Bercos Restaurant","+ 91  183 6535222","Nagpal Tower-1, Ground Floor, Sco-128, Ranjit Avenue, Amritsar - 143001, Near M K International Hotel"
"Spicy Hut","+ 91  183 2547490","Shakti Nagar, Amritsar - 143001"
"New Brijwasi Chat","+ 91  183 5004760","SCO 12, Ranjit Avenue C Block, Ranjit Avenue, Amritsar - 143001, Near Eldorado Restaurant"
"superior Chic Inn","+ 91  9780760091","shop- 4, loharka Road, Amritsar - 143001, opposite Gali Number -3,Ranjit Vihar"
"Mehfil","+ 91  183 6545454","63 A ,, Gt Road, Nh1 ,Amritsar,, Amritsar - 143001, Near New Amritsar"
"Ista Hotel","+ 91  183 2871234","Main G T Road, Amritsar - 143001, Adjacent Alpha One City Centre, Mbm Farms"
"Chaman Beer Bar & Restaurant","+ 91  9815179495","No.7 court chowk, Amritsar Kutchery, Amritsar - 143001, Near Bikaner, Court Chowk"
"New Kundan Dhaba","+ 91  183 2224276","Amritsar - 143001, Near Canal Off"
"Angrezee Dhaba(Famous Delhi Re...","+ 91  183 5005101","110, Albert Road, Amritsar - 143001"
"CHARCOAL N WUDZ","+ 91  183 5060009","Sco-124, Above Bata showroom, Amritsar - 143001, District Shopping Complex, Near Vishal Mega Mart, B Block, Ranjeet Avenue"
"kobe sizzlers","+ 91  9888320360","sco109, ranjit avenue, Ranjit Avenue, Amritsar - 143001, near passport office"
"Jerrys Easy Food","+ 91  183 5050009","Scf 30 Ground Floor, C Block Ranjit Avenue, Amritsar - 143001, Near Royal Amrs Gym"
"The Khansaama Restaurant","+ 91  183 6500003","Sco-35, Amritsar - 143001, C Block Market, Near Royal Arms Gym, Ranjit Avenue"
"Mohans Kitchen Korner","+ 91  9356065176","Hindu College Road, Amritsar - 143001, B K Dutt Gate, Near Ahuja Sweets,"
"Aurah Restaurant & Lounge","+ 91  9501578248","Hotel Blue Moon, The Mall, Amritsar - 143002"
"Slice N Dine","+ 91  183 5061717","SCF 39, Ranjit Avenue C Block, Ranjit Avenue, Amritsar - 143001, Near Royal Arms Gym"
"Shirazs Orchid","+ 91  183 5010861","Hotel Shiraz Regency, 3, Queens Road, Amritsar - 143001"
"U K Fish & Chicken Corner","+ 91  9915484461","Adda Jabowal, Amritsar - 143001"
"Subhash VEG Rest And Fast Food","+ 91  183 6537393","A 5 A Blk Mkt, Amritsar - 143001"
"Sanjha Chulha Restaurant","+ 91  183 2534355","Golden Temple, Amritsar - 143006, Bazar Bikanerian, Katra Ahluwalia"
"Sanjha Chulha","+ 91  9417690011","43, Lawrence Road ,Amritsar,, Amritsar - 143001, Near Post Office"
"Bansal Rasoi","+ 91  183 3203921","14-C, Lawrance Road, Lawrence Road, Amritsar - 143001"
"Station 69","+ 91  9653007002","Near Ganpati Tower, Lawrence Road Extenstion,, Lawrence Road, Lawrence Road, Amritsar - 143001, Opp. Revenue Colony"
"Milkfood Hotshop","+ 91  183 2220603","Lawrence Road, Amritsar - 143001"
"Rock Star Restaurant & Bar","+ 91  9888188061","Ram Bagh, AMRITSAR - 143001, Opp. Nandan Cinema"
"Vaishno Kundan Dhaba","+ 91  183 5098539","125 City Centre Opp Bus Stand, Amritsar - 143001"
"Galaxy Multicuisine Restaurant","+ 91  183 5070077","sco 123 1st Floor, B Block, Ranjit Avenue, Amritsar - 143001, Near Vishal Megha Mart"
"Turkish Kabal","+ 91  9888776587","Shop Number-107, Ranjit Avenue, Amritsar - 143001, Oppiste Mc Grill, C Block"
"Daily Needs","+ 91  183 2212786","G T Road, Amritsar - 143001, Near Khalsa College"
"BOSS The Chef","+ 91  183 6578055","Majitha Road, Amritsar - 143002, Near Ghala Mala Chowk"
"Tummy Full Fun & Food Villa","+ 91  9855681888","4,, Jalandhar Road ,Amritsar,, Amritsar - 143001, Opposite Alpha One Mall"
"Like Italy More Then Pizza","+ 91  183 5095453","Inside Alfa One Mall, Gt Road, Amritsar - 143001, Inside Alfa One Near Hayaat Hotel"
"Thaichi Restaurant (Hyatt Hotel)","+ 91  183 2871234","C/O Hyatt Hotel, Main G T Road, Amritsar - 143001, Adjoining Alpha One City Centre, Mbm Farms"
"Umang juice bar & vaishno bhoj...","+ 91  7508290123","Majitha road, Amritsar - 143001, Opp. Polytechnical college"
"Karma Tandoora Wala","+ 91  9779476182","Verowal Road, Sant Machenical Works, Jandiala Guru, Amritsar - 143115"
"HI QUE RESTRO & TEA HOUSE","","Ranjit Avenue, Amritsar - 143419"
"BROTHERS AMRITSARI DHABA","","Town Hall, Amritsar - 143001"
"Bella Italian Tratoria","+ 91  183 5088888","C/O Holiday Inn, Ranjit Avenue, Amritsar - 143001, Near MK Hotel, District Shopping Centre"
"Raj Darbar Restaurant","+ 91  183 5017890","Amritsar - 143001, Near Golden Temple, Opposite Guru Ram Das Sarai"
"Inderpuri","+ 91  183 2542921","150, Cooper Road ,Amritsar,, Amritsar - 143001, Near Bus Stand"
"My Kind Of Place","+ 91  183 5004005","Amritsar - 143001, The Mall"
"NEW MADRAS CAFE","+ 91  9815598021","Lawrence Road, Lawrence Road, Amritsar - 143001, Opposite Pizza Hut"
"Aviruchis Flour Fairy","+ 91  183 2422242","8, Circular Road, Amritsar - 143001, Near Chhachhi Hospital"
