"Name","Phone","Rating","Votes","Locality","City"
"Medical Store  Choudhary","+ 91  9882505120","","0","Nagrota Surian","Kangra"
"Nand Enterprises","+ 91  7037408630","","0","Gaggal","Kangra"
"Ramesh Property Dealer","+ 91  9868228984","5.0","1","Gaggal","Kangra"
"CV Medical Agency","+ 91  9468528096","","0","Bhawarna","Kangra"
"Sai Medicares","+ 91  9811505350","","0","Palampur","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  9173367808","5.0","2","Matour","Kangra"
"Choudhary Medical","+ 91  9451568004","","0","Gaggal","Kangra"
"Baijnath Pharmaceuticals","1812747623","","0","","Kangra"
"Kesari Medical Store","+ 91  9468708009","3.6","3","Jawali","Kangra"
"Rana Medical Store","+ 91  9478389392","","0","","Kangra"
"Choudhary Medical Hall","+ 91  8825593413","2.6","3","Lanj","Kangra"
"Ess Pee Medicos","+ 91  1891056758","","0","Kangra Town","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  9193394422","5.0","2","Matour","Kangra"
"Nanda Medical Store","+ 91  9816164989","5.0","1","","Kangra"
"Dr Garg Clinic Medicine","+ 91  9887442424","4.8","9","Pathiar","Kangra"
"Dr Garg Clinic Medicine","+ 91  9861528388","4.8","9","Pathiar","Kangra"
"Shami Enterprises","+ 91  9799492823","","0","","Kangra"
"Jayanti Medicos","+ 91  9477163940","5.0","2","Tanda","Kangra"
"Sharna Medical Store","+ 91  8230466758","","0","Dehra","Kangra"
"Arogya Medicos","+ 91  18948039062","","0","Dehra","Kangra"
"Chaudhary Medical Store","+ 91  9896402760","","0","Kangra HO","Kangra"
"Shankar Medical Store","","","0","Gaggal","Kangra"
"Dhauladhar Enterprises","+ 91  018959542314","","0","Gaggal","Kangra"
"Saini Medical Store","+ 91  9485537879","","0","Kangra Town","Kangra"
"Hare Krishna Medical Store","+ 91  7049254224","","0","Baroh","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  945915052","5.0","1","Kangra Ho","Kangra"
"Shiv Shkti Medical Store","+ 91  9885253296","","0","Palampur","Kangra"
"Deep Medical Store","+ 91  9840878364","4.7","6","Nurpur","Kangra"
"Leela And Sons","+ 91  7017839365","","0","Kangra Town","Kangra"
"Saini Medical Store","+ 91  8627093285","","0","Matour","Kangra"
"Ans Pharma","+ 91  9481557792","3.0","2","Palampur","Kangra"
"Gupta Medical Store And Clinic","+ 91  8652539109","5.0","1","Haripur","Kangra"
"Choudhary Medical Hall","+ 91  18944290669","","0","Nagrota Bagwan","Kangra"
"Dee Dee Medicos","+ 91  9854186281","4.0","5","Palampur","Kangra"
"Smriti Medical Store","+ 91  9813778587","4.5","1","Malkher","Kangra"
"Dixit Medicos","+ 91  989350892","","0","Kangra Town","Kangra"
"Arora Medicose","+ 91  9422712937","","0","Tanda","Kangra"
"Modern Medical Agency","+ 91  7878438266","","0","Thakurdwara","Kangra"
"Vk Medical Agency","+ 91  7878449430","5.0","2","Nurpur","Kangra"
"All Scrap Dealer","+ 91  917807211","4.9","7","Palampur","Kangra"
"Jawala Medical","+ 91  8241137744","","0","Opposite Civil Hospital","Kangra"
"Mahaluxmi Medical Hall","+ 91  9444499555","","0","Jawalamukhi","Kangra"
"All Scrap Dealer","+ 91  9195286026","4.9","7","Palampur","Kangra"
"Rudransh Enterprises","+ 91  7664972036","","0","Kaled","Kangra"
"VK Medicines","+ 91  988199581","5.0","1","Lanj","Kangra"
"Sethi Tyres Dealer","+ 91  9675269260","4.1","47","Nurpur","Kangra"
"Bhasker Medical Point","+ 91  9884052859","5.0","2","Bharmar","Kangra"
"Durga Medical Store","+ 91  9449421337","4.6","5","Beehan","Kangra"
