"Name","Phone","Rating","Votes","Locality","City"
"The Medicine Shoppe","+ 91  022 58594929","3.8","4","Andheri West","Mumbai"
"Medicine Point Chemist","+ 91  22 37535800","4.3","15","Bandra West","Mumbai"
"Medicine Point Chemist","+ 91  982886672","","0","Bandra West","Mumbai"
"Medicine Chemist & Drugists","+ 91  9965200769","","0","Vikhroli East","Mumbai"
"Emedicine Galaxy Pvt Ltd (close down)","+ 91  22 19142941","3.4","4","Mogra Pada-andheri East","Mumbai"
"Medicine Box Chemist Pvt Ltd","+ 91  22 32586706","4.0","29","Andheri West","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8627523672","","0","Mumbra","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8676975571","","0","Mumbra","Mumbai"
"Emedicine Galaxy Pvt Ltd (close down)","+ 91  22 61778948","3.4","4","Mogra Pada-andheri East","Mumbai"
"Emedicine Galaxy Pvt Ltd (close down)","+ 91  22 18480634","3.4","4","Mogra Pada-andheri East","Mumbai"
"Medicine Point Chemist","+ 91  22 76789753","4.3","15","Bandra West","Mumbai"
"Medicine Online Shop","+ 91  846722126","4.8","26","Andheri East","Mumbai"
"Medicine Centre","+ 91  758940958","","0","Mumbra","Mumbai"
"Medicine Chemist & Drugists","+ 91  9976562302","","0","Vikhroli East","Mumbai"
"Medicine Point Chemist","+ 91  22 81288126","4.3","15","Bandra West","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8656779087","","0","Mumbra","Mumbai"
"Medicine Point Chemist","+ 91  22 41768639","4.3","15","Bandra West","Mumbai"
"Medicine Box Chemist Pvt Ltd","+ 91  22 31490668","4.0","29","Andheri West","Mumbai"
"Medicine Centre","+ 91  7598120724","","0","Mumbra","Mumbai"
"Medicine Online Shop","+ 91  8428006621","4.8","26","Andheri East","Mumbai"
"Medicine Point Chemist","+ 91  22 57704570","4.3","15","Bandra West","Mumbai"
"Medicine Centre","+ 91  7522847164","","0","Mumbra","Mumbai"
"Medicine Online Shop","+ 91  8427492108","4.8","26","Andheri East","Mumbai"
"Medicine Point Chemist","+ 91  9841821814","","0","Bandra West","Mumbai"
"Medicine Chemist & Drugists","+ 91  9982322937","","0","Vikhroli East","Mumbai"
"Medicine Online Shop","+ 91  8453230540","4.8","26","Andheri East","Mumbai"
"Emedicine Galaxy Pvt Ltd (close down)","+ 91  22 12635657","3.4","4","Mogra Pada-andheri East","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8672654292","","0","Mumbra","Mumbai"
"Medicine Box Chemist Pvt Ltd","+ 91  22 80768812","4.0","29","Andheri West","Mumbai"
"Medicine Point Chemist","+ 91  22 36454792","4.3","15","Bandra West","Mumbai"
"Medicine Chemist & Drugists","+ 91  9930905582","","0","Vikhroli East","Mumbai"
"Medicine Point Chemist","+ 91  22 91405115","4.3","15","Bandra West","Mumbai"
"Medicine Point Chemist","+ 91  22 95753019","4.3","15","Bandra West","Mumbai"
"Medicine Chemist & Drugists","+ 91  9945305970","","0","Vikhroli East","Mumbai"
"The Medicine Shoppe","+ 91  022 88951217","3.8","4","Andheri West","Mumbai"
"Medicine Box Chemist Pvt Ltd","+ 91  22 96119561","4.0","29","Andheri West","Mumbai"
"Medicine Box Chemist Pvt Ltd","+ 91  22 90065661","4.0","29","Andheri West","Mumbai"
"Emedicine Galaxy Pvt Ltd (close down)","+ 91  22 68891872","3.4","4","Mogra Pada-andheri East","Mumbai"
"The Medicine Shoppe","+ 91  022 31794002","3.8","4","Andheri West","Mumbai"
"Medicine Point Chemist","+ 91  9810967775","","0","Bandra West","Mumbai"
"Medicine Point Chemist","+ 91  98162436","","0","Bandra West","Mumbai"
"Medicine Online Shop","+ 91  8460461065","4.8","26","Andheri East","Mumbai"
"Medicine Centre & Gen Stores","+ 91  8664325815","","0","Mumbra","Mumbai"
"The Medicine Shoppe","+ 91  022 3677111","3.8","4","Andheri West","Mumbai"
"Medicine Point Chemist","+ 91  9819796295","","0","Bandra West","Mumbai"
"Medicine Point Chemist","+ 91  22 71804518","4.3","15","Bandra West","Mumbai"
"Medicine Point Chemist","+ 91  22 30756150","4.3","15","Bandra West","Mumbai"
"Medicine Centre","+ 91  7548614087","","0","Mumbra","Mumbai"
"Medicine Centre","+ 91  7533845879","","0","Mumbra","Mumbai"
"The Medicine Shoppe","+ 91  022 20067512","3.8","4","Andheri West","Mumbai"
