"Name","Phone","Rating","Votes","Locality","City"
"Ashutosh Medical Hall","+ 91  7018651741","5.0","2","Railway Station","Jammu"
"Sharma medical shop kewa","+ 91  8860863737","5.0","6","","Jammu"
"Aapka Dawa Bazar","+ 91  19165381874","3.7","368","Bakshi Nagar","Jammu"
"Meds Mart Pharmacy","+ 91  19193283394","4.8","6","Chani Himat","Jammu"
"Prem Medicine Traders","+ 91  19150651254","4.0","10","Shalamar","Jammu"
"City Drug Store","+ 91  19172211120","5.0","1","Old Heritage City","Jammu"
"Prem Medicine Traders","+ 91  19137518706","4.0","10","Shalamar","Jammu"
"Shiv Shakti Chemists","+ 91  19146622976","4.3","7","Gandhinagar Jammu","Jammu"
"Ahmad Medicate Bathindi","+ 91  9625171218","5.0","13","Bathindi","Jammu"
"Gupta Medical Hall","+ 91  9522561654","5.0","1","Misriwala","Jammu"
"Chemist Corner","+ 91  19139944592","4.5","1","Jammu Ho","Jammu"
"Cure Well Chemists And Druggist","+ 91  9445793990","4.0","2","Muthi","Jammu"
"Maha Kali Medical Hall","+ 91  948690589","3.7","6","Guru Nanak Nagar Jammu","Jammu"
"New India Medicine House","+ 91  19122078823","4.0","1","Gandhinagar Jammu","Jammu"
"Ajay Medicals Store","+ 91  9427762273","4.0","1","Jammu Ho","Jammu"
"The Medicine House","+ 91  9437221659","","0","Link Road","Jammu"
"New Sonia Medico","+ 91  9438329485","4.2","5","Talab Tillo","Jammu"
"Akhil Medicos","+ 91  9440590799","5.0","1","Near By Fly Over ","Jammu"
"Krishna Medicate","+ 91  9435882617","2.7","3","Bakshi Nagar","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19180949728","","","Jammu Ho","Jammu"
"Parvesh Medicos","+ 91  9780990804","3.0","2","Shastri Nagar","Jammu"
"Saraswati Medicos","+ 91  915448477","5.0","34","Rahya","Jammu"
"Bhagwati Medicos","+ 91  9480341968","5.0","1","Jammu HO","Jammu"
"Shiv Shakti Chemists","+ 91  19172842924","4.3","7","Gandhinagar Jammu","Jammu"
"Shalimar Chemists","+ 91  1912473166","4.0","4","City Chowk","Jammu"
"Property Dealer..","+ 91  7091762514","","0","","Jammu"
"Gupta Medical Agencies","+ 91  19140933370","4.5","6","Shalamar","Jammu"
"Jammu Cars Authorised Dealer","+ 91  8857276012","","0","Opposite Golden Palms Mall,Near Ritz Manor Hotel","Jammu"
"Health Ways Medicos","+ 91  8743724444","5.0","1","Shastri Nagar","Jammu"
"Khajuria Medical Shop","+ 91  9746969062","3.7","6","Talab Tillo","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  191322748","","","Jammu Ho","Jammu"
"Indian Institute Of Integrative Medicine","+ 91  19145681325","","","Jammu Ho","Jammu"
"Royal Electronics","+ 91  9196671533","4.2","16","Jammu Ho","Jammu"
"M B Medicate","+ 91  19186262447","4.5","1","Jammu Ho","Jammu"
"Krishna Chemists","+ 91  19169577191","3.5","3","Jammu HO","Jammu"
"Hind Medicos","+ 91  9483989049","5.0","1","Sainik Colony","Jammu"
"Krishna Medicos","+ 91  9478301708","4.0","1","Jammu HO","Jammu"
"Care And Cure","+ 91  19153098748","5.0","1","Roopnagar Jammu Tawi","Jammu"
"Prem Medicine Traders","+ 91  1915520753","4.0","10","Shalamar","Jammu"
"Suman Medicos And Dr. Lal Laboratory","+ 91  9460840191","5.0","1","Gangyal","Jammu"
"Bhagwati Pharmaceuticals","+ 91  19150255368","5.0","1","Rehari Chungi","Jammu"
"Rakesh Medical Hall","+ 91  9440945136","4.4","14","","Jammu"
"Rathore Gun House Arms Ammunition Dealer","+ 91  19182508959","5.0","1","Amphalla","Jammu"
"Gupta Medical Hall","+ 91  7012889020","2.0","2","Talab Khitikan","Jammu"
