"Name","Phone","Rating","Votes","Locality","City"
"Jagdish Medical Store","+ 91  019936115529","","0","Udhampur","Udhampur"
"Khajuria Medicate","+ 91  19977295488","","0","Udhampur HO","Udhampur"
"Anil Medical Store","+ 91  19939008430","","0","Udhampur HO","Udhampur"
"Sanjeevani Medical Hall","+ 91  9926854852","4.5","26","Udhampur HO","Udhampur"
"Vaid Medical Hall","+ 91  019953070151","","0","Udhampur","Udhampur"
"Friends Sales Corporation","+ 91  19918000584","","0","Udhampur HO","Udhampur"
"Raj Pharmaceuticals","+ 91  19940223054","","0","Udhampur HO","Udhampur"
"M.J Medical Hall","+ 91  9480093960","5.0","3","","Udhampur"
"Jagdish Medical Store","+ 91  19955280614","","0","Udhampur HO","Udhampur"
"Inder Medical","+ 91  01997289937","","0","Udhampur","Udhampur"
"Mahajan Medico","+ 91  019987517252","4.0","1","Udhampur","Udhampur"
"Khajuria Medicate","","4.0","1","Udhampur","Udhampur"
"Pachiala Medical Hall","+ 91  019937656102","","0","Udhampur","Udhampur"
"Shiva Medical Store","+ 91  962387975","","0","Udhampur HO","Udhampur"
"J N Medical Agencies","+ 91  19965247064","","0","Udhampur HO","Udhampur"
"Neha Medicos","+ 91  19953637712","","0","Udhampur HO","Udhampur"
"Tulsi Enterprises","+ 91  1991492102","","0","Udhampur HO","Udhampur"
"Rattan Medico","+ 91  19961712470","2.5","2","Udhampur HO","Udhampur"
"Khajuria Medical Store","+ 91  19965898564","","0","","Udhampur"
"Baigra Medical Agency","+ 91  19920259859","5.0","1","Udhampur HO","Udhampur"
"Khajuria Medical Agencies","+ 91  19987521896","","0","Udhampur HO","Udhampur"
"Rudhir Chemists","+ 91  9422674851","4.5","1","Udhampur HO","Udhampur"
"Varun Pharmaceutical","","","0","Near Old Hospital","Udhampur"
"Arun Kumar Sharma Medical","+ 91  19949269539","","0","Udhampur HO","Udhampur"
"Sahil Medicals Centre","+ 91  19999394957","","0","Udhampur HO","Udhampur"
"Shiva Medicate","+ 91  19996068675","","0","Udhampur HO","Udhampur"
"N S Medical Agencies","+ 91  19969088689","","0","Udhampur HO","Udhampur"
"Khajuria Medical Agency","+ 91  9454969266","5.0","4","","Udhampur"
"Sukhdev Medicos","+ 91  9970850694","","0","","Udhampur"
"Sanjivani Pharmacy","+ 91  19961317920","","0","Udhampur HO","Udhampur"
"A Dabur Medical Store","+ 91  019924276187","4.9","9","Udhampur HO","Udhampur"
"Neha Medicos","+ 91  019921479040","","0","Kaller Himmat","Udhampur"
"Aar Ess Medicate","+ 91  9635376198","","0","Udhampur HO","Udhampur"
"Om Medicos","+ 91  19965590214","","0","Udhampur HO","Udhampur"
"Baba Medical Agencies","+ 91  19969928722","","0","Udhampur HO","Udhampur"
"Mannu Medical Hall","+ 91  9732268292","","0","Chenani","Udhampur"
"Deonia","+ 91  7810223520","5.0","1","","Udhampur"
"Mahajan Medico","+ 91  19969122798","","0","Udhampur HO","Udhampur"
"Khajuria Medicate","+ 91  19972899538","","0","Udhampur HO","Udhampur"
"Sant Pharmacy","+ 91  19988149863","","0","Udhampur HO","Udhampur"
"Jan Aushadhi Store","+ 91  8768059560","3.6","3","","Udhampur"
"Inner Medical Shop","+ 91  19999662501","","0","Udhampur HO","Udhampur"
"Sahil Mediscan Centre","+ 91  19946761576","","0","Udhampur HO","Udhampur"
"Rajesh Medical Agencies","+ 91  1997556900","","0","Udhampur HO","Udhampur"
"Udhampur Medical Hall","+ 91  19996539049","","0","Udhampur HO","Udhampur"
