"Name","Phone","Rating","Votes","Locality","City"
"Shining Shahpur Property Dealer","+ 91  917312866","4.8","2","Shahpur","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9838841896","4.9","31","Baijnath","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9839944400","4.9","31","Baijnath","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9896602474","4.9","31","Baijnath","Kangra"
"All Medicine Store","+ 91  9471696706","5.0","2","Baijnath","Kangra"
"Dr Garg Clinic Medicine","+ 91  983882779","4.8","9","Pathiar","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8417411712","5.0","2","Sansarpur Terrace","Kangra"
"Care 4 You Healthcare","+ 91  89216632","5.0","2","Palampur","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8229341851","4.7","8","Panchrukhi","Kangra"
"Goswami Medicines Store","+ 91  866886230","5.0","1","Jawalamukhi","Kangra"
"Dr Garg Clinic Medicine","+ 91  9876904399","4.8","9","Pathiar","Kangra"
"VK Medicines","+ 91  984268855","5.0","1","Lanj","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9424069321","5.0","1","Kangra Ho","Kangra"
"VK Medicines","+ 91  9888360868","5.0","1","Lanj","Kangra"
"Goswami Medicines Store","+ 91  8657080496","5.0","1","Jawalamukhi","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8494732397","5.0","2","Sansarpur Terrace","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8486589740","5.0","2","Sansarpur Terrace","Kangra"
"Goswami Medicines Store","+ 91  8697113271","5.0","1","Jawalamukhi","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8244250030","4.7","8","Panchrukhi","Kangra"
"Image 3 Luxry Salon","+ 91  982961483","4.3","7","Jawali","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8238090696","4.7","8","Panchrukhi","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9471063353","5.0","1","Kangra Ho","Kangra"
"All Medicine Store","+ 91  9490247995","5.0","2","Baijnath","Kangra"
"Pammit Health Care Physiotherapy Laboratory Medicines","+ 91  8258878884","4.7","8","Panchrukhi","Kangra"
"Old Car Dealer","+ 91  9850555622","3.7","5","Kangra Town","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9423789302","5.0","1","Kangra Ho","Kangra"
"All Scrap Dealer","+ 91  9161697021","4.9","7","Palampur","Kangra"
"Ridhi Sidhi Marble Granite Dealer & All Building Material","+ 91  91435800","5.0","2","Matour","Kangra"
"Jai Jawala Maa Property Dealer And Builders","+ 91  9111689527","4.5","4","Jawalamukhi","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9895765191","4.9","31","Baijnath","Kangra"
"Himalayan Heal Ayurvedic Medicine Manufacturer","+ 91  8475157936","5.0","2","Sansarpur Terrace","Kangra"
"Face 3 Unisex Hair Spa Salon","+ 91  8651976193","","0","Jawali","Kangra"
"Goswami Medicines Store","+ 91  8658232397","5.0","1","Jawalamukhi","Kangra"
"Dr Garg Clinic Medicine","+ 91  9814381223","4.8","9","Pathiar","Kangra"
"4 Seasons","+ 91  8224937214","5.0","4","Raja Ka Talab","Kangra"
"All Medicine Store","+ 91  9463648958","5.0","2","Baijnath","Kangra"
"Ramesh Property Dealer","+ 91  9829099677","5.0","1","Gaggal","Kangra"
"Dr Garg Clinic Medicine","+ 91  9883838843","4.8","9","Pathiar","Kangra"
"5 Fulli Gardens","+ 91  8681216972","","0","Shahpur","Kangra"
"Sheela Clinic Of Electro Homeopathic Medicine","+ 91  9846095949","4.9","31","Baijnath","Kangra"
"All Medicine Store","+ 91  9470820652","5.0","2","Baijnath","Kangra"
"Way 2 My Shop","+ 91  7023395273","4.0","2","Near Sbi","Kangra"
"VK Medicines","+ 91  9851862221","5.0","1","Lanj","Kangra"
"G. S. R Medicines","+ 91  9490018471","","0","Rait","Kangra"
"Sethi Tyres Dealer","+ 91  9695250806","4.1","47","Nurpur","Kangra"
"Dhiman Electrical Works & Mobile Dealers","+ 91  9886541449","3.9","41","Jawali","Kangra"
"City Automobiles 2","+ 91  18970440277","4.5","4","Kangra Ho","Kangra"
"Shankar Board Processors Unit 2","+ 91  9237835355","4.0","2","","Kangra"
"Dr Garg Clinic Medicine","+ 91  9824064833","4.8","9","Pathiar","Kangra"
"Shiv Shakti Acharya Medicine Shoppe","+ 91  9494281221","5.0","1","Kangra Ho","Kangra"
