"Name","Phone","Address"

"Hitech Golden Cabs","+ 91  80 65644644",""
"Rex City Taxi","+ 91  80 60122122",""
"Aishwarya Cabs","+ 91  80 44000000",""
"Mantri Cabs","+ 91  80 60003000",""
"Yoride","+ 91  9243005600",""
"Air Track","+ 91  80 33539847",""
"soon cabs","+ 91  80 65900900",""
"Go Cabs","+ 91  80 43400000",""
"Cab Seva","+ 91  80 46576666",""
"Just Call Cabs","+ 91  80 33762236",""
"Golden Speed Cabs","+ 91  80 39558150",""
"Ola Cabs (Registered Office)","+ 91  80 33553355",""
"Meru Cab Company Pvt Ltd (Regi...","+ 91  80 44224422",""
"Easy Cabs","+ 91  80 43434343",""
"Ola Cabs","+ 91  80 33553355",""
"KSTDC Cabs","+ 91  80 44664466",""
"Silicon Cabs","+ 91  80 69999998",""
"City Taxi Tours And Travels","+ 91  9880298097",""
"Cel Cabs","+ 91  80 60609090",""
"A One Airport Taxi","+ 91  80 65651313",""
"ANI Technologies Pvt Ltd","+ 91  80 30853000",""
"Veena Cabs","+ 91  80 65666969",""
"K K Cabs","+ 91  80 41519999",""
"Roman City Taxi","+ 91  80 25486616",""
"A Star City Taxi & Tours & Tra...","+ 91  80 65659393",""
"R R City Taxi","+ 91  80 26664666",""
"Spot City Transit Services Pvt...","+ 91  80 41100000",""
"Eshwar Tours & Travels","+ 91  80 26666722",""
"Taxi Pepole","+ 91  80 65474967",""
"Bvk City Taxi Tours & Travels","+ 91  80 25244444",""
"SRS Travels","+ 91  80 60503333",""
"City Safari","+ 91  80 23149999",""
"Golden Travels","+ 91  80 23324376",""
"Bangalore One","+ 91  80 22955475",""
"Kanchana Cabs","+ 91  80 44774477",""
"Star City Taxi","",""
"Yourcabs","+ 91  80 30600600",""
"Just Call Cabs","+ 91  80 64333999",""
"Deepam City Taxi","+ 91  80 41466888",""
"Kmr City Taxi","+ 91  80 64526565",""
"J K City Taxi","+ 91  80 25259999",""
"Ravi Taxi Service","+ 91  9060988527",""
"Balaji Cabs","+ 91  9845365245",""
"Pooja City Taxi","+ 91  80 65664444",""
"Guru Tours And Travels","+ 91  80 22222040",""
"Pravasi Cabs Pvt Ltd","+ 91  80 41316666",""
"Sri balaji tours and travels","+ 91  80 25924329",""
"Bangalore City Taxi","+ 91  80 41552222",""
"Sree Chowdeshwari City Taxi","+ 91  9686676698",""
"Sonu Cabs","+ 91  9535333131",""
"Metro City Taxi","+ 91  9845633777",""
"A1 Cabs","+ 91  80 25359966",""
"M M Cabs","+ 91  80 69993999",""
"North City Taxi","+ 91  80 41744444",""
"Comfort Cabs","+ 91  80 42060629",""
"Maruthi Cabs","+ 91  80 65372222",""
"City Darshan City Taxi","+ 91  80 28511222",""
"Bangalore Airport Taxi","+ 91  9980910586",""
"United India Taxi Service","+ 91  80 28387700",""
"Bangalore Taxi Services","+ 91  80 32949898",""
"Sneha City Taxi","+ 91  80 26604478",""
"City Taxi Newtown Cabs","+ 91  9845227025",""
"Surya City Taxi","+ 91  9844033349",""
"Sedan Cabs","+ 91  80 60608080",""
"Sumukha City Taxi","+ 91  80 64551111",""
"Srinidhi City Taxi","+ 91  80 25453330",""
"Innova taxi services","+ 91  8550037550",""
"Sri Devi City Taxi","+ 91  9900000407",""
"60603030 City Taxi","+ 91  80 60603030",""
"Marathahalli City Taxi","+ 91  9341424343",""
"Asha City Taxi","+ 91  9845965968",""
"SRS cabs tours and travels","+ 91  80 65555943",""
"Classic City Taxi","+ 91  80 22200000",""
"A One Cab","+ 91  9964856799",""
"Maasti Cabs","+ 91  80 23333334",""
"Garden City Cabs","+ 91  80 41288888",""
"Lakshmi City Taxi","+ 91  9886221796",""
"Abhiman Taxi","+ 91  9242880123",""
"Taxi Buzz","+ 91  80 40002040",""
"OM Vijay City Taxi","+ 91  80 26606555",""
