"Name","Phone","Rating","Votes","Locality","City"
"Chawlas 2","+ 91  017962434850","3.4","124","Jabali","Solan"
"Hotel 4 Seasons","","","0","Rabaun","Solan"
"Hy 5 Wrap N Roll","+ 91  7057450045","","0","Baddi","Solan"
"Hair 4 Ever","+ 91  7813186142","","0","Solan HO","Solan"
"OYO Home 27767 Exotic 2 BHK Apartment Kasauli","+ 91  916953136","4.6","111","Kumarhatti","Solan"
"Estate 5","+ 91  9391196065","4.3","95","Kasauli","Solan"
"Eaero Clock Unit 3","+ 91  9958399670","","0","Baddi","Solan"
"Planet 5 Immigration Consultants Pvt. Ltd.","+ 91  17995660086","4.5","3","Solan Ho","Solan"
"Manali-2 Chinese Corner","+ 91  7078357024","3.3","5","Jawahar Park","Solan"
"5 Star Fashion World","+ 91  17921754426","","0","Lakkar Bazar","Solan"
"5 star buildtech pvt ltd","+ 91  9799636393","","0","","Solan"
"3 Generations","+ 91  9820836401","","0","Baddi","Solan"
"Shoolini Chemists","+ 91  17969703250","4.3","2","Solan Ho","Solan"
"Hotel The Baghban - 3 Star","+ 91  7841857378","","0","","Solan"
"Welcome 2","+ 91  981213221","5.0","1","Solan HO","Solan"
"OYO Home 16680 Walnut Apartment 2 BHK","+ 91  9164237592","4.3","35","","Solan"
"Ankur Drugs & Pharma Pvt. Ltd. Unit-2","+ 91  17994034147","","0","Baddi","Solan"
"Aagman 2 Cs Cottage","+ 91  7079857164","","0","Barog","Solan"
"Cottage 2 Room Stay - The Mystic Pines","","","0","Kasauli","Solan"
"NH- 5","+ 91  9868777385","","0","Kandaghat","Solan"
"OYO Home 27726 Blissful 2 BHK Apartment Kasauli","+ 91  9158302132","4.4","95","Kumarhatti","Solan"
"Hotel 4 Seasons","+ 91  9869962688","5.0","1","Baddi","Solan"
"Unique Mobile Gallery 2","+ 91  9641300852","5.0","4","Near M C Office","Solan"
"Planet 5  Immigration Consultancy  Tour & Travels Services","+ 91  17972393311","3.8","2","Solan HO","Solan"
