"Name","Phone","Rating","Votes","Locality","City"
"Gs Medicine Store","+ 91  18355899500","","0","","Amritsar"
"Chawla Chicken","+ 91  1839471182","3.9","498","Lawrence Road","Amritsar"
"Dhillon Medicine Center","+ 91  7838360030","3.8","108","New Pawan Nagar","Amritsar"
"Medicine Point","+ 91  9945941659","4.8","2","Khalsa College","Amritsar"
"Deep Building Material And Property Dealer","+ 91  9164765185","4.0","10","Amritsar GPO","Amritsar"
"R S Handicraft Dealer","+ 91  756689855","","0","Amritsar","Amritsar"
"Doctor Medicine Store","+ 91  9868134145","","0","Islamabad Nagar","Amritsar"
"Seasons 5 Family Salon & Spa","+ 91  9158016478","4.7","18","Ranjit Avenue","Amritsar"
" Ved Nath Ayurvedic medicines","+ 91  9611041720","3.7","3","Amritsar Bus Stand","Amritsar"
"Dhillon Medicine Center","+ 91  7820384430","3.8","108","New Pawan Nagar","Amritsar"
"Shiva Auto Dealer","+ 91  98964010","3.0","4","Shivala Colony","Amritsar"
"Medicine Point","+ 91  9941141115","4.8","2","Khalsa College","Amritsar"
"Satguru Medicine Agencies","+ 91  9578464505","5.0","6","","Amritsar"
"Medicine Point","+ 91  9990694698","4.8","2","Khalsa College","Amritsar"
"Doctor Medicine Store","+ 91  9876852806","","0","Islamabad Nagar","Amritsar"
"Sunny Medicine Point","+ 91  18321628768","4.9","11","Ranjit Avenue","Amritsar"
"Satija Medicine Co","+ 91  9850938269","4.7","7","Bhagtawala","Amritsar"
"SPACE 5","+ 91  9113516347","4.7","24","Ranjit Avenue","Amritsar"
"Medicine Point","+ 91  9944257495","4.8","2","Khalsa College","Amritsar"
"Cure Medical Hall","+ 91  018338450145","2.8","7","Amritsar Gpo","Amritsar"
"Cure Medical Hall","+ 91  018328240570","2.8","7","Amritsar Gpo","Amritsar"
"Sunny Medicine Point","+ 91  18370952110","4.9","11","Ranjit Avenue","Amritsar"
" Ved Nath Ayurvedic medicines","+ 91  9678606354","3.7","3","Amritsar Bus Stand","Amritsar"
"Cure Medical Hall","+ 91  01831763144","2.8","7","Amritsar Gpo","Amritsar"
"Gs Medicine Store","+ 91  18352957800","","0","","Amritsar"
"Gs Medicine Store","+ 91  18386293001","","0","","Amritsar"
" Ved Nath Ayurvedic medicines","+ 91  9623738772","3.7","3","Amritsar Bus Stand","Amritsar"
"Satguru Medicine Agencies","+ 91  9591685391","5.0","6","","Amritsar"
"Rk 2 (OYO 31000)","+ 91  9141247753","2.0","3","Golden Temple","Amritsar"
"Department Of Sports Medicine And Physiotherapy","+ 91  8917531238","4.7","11","Guru Nanak Dev University","Amritsar"
"Department Of Sports Medicine And Physiotherapy","+ 91  8999907528","4.7","11","Guru Nanak Dev University","Amritsar"
"Chawlas 2","+ 91  018342378596","3.9","379","Ranjit Avenue","Amritsar"
" Ved Nath Ayurvedic medicines","+ 91  9688718049","3.7","3","Amritsar Bus Stand","Amritsar"
"Amritsar Auto Dealer","+ 91  9473129178","4.4","4","Amritsar GPO","Amritsar"
"Doctor Medicine Store","+ 91  9891065299","","0","Islamabad Nagar","Amritsar"
"Department Of Sports Medicine And Physiotherapy","+ 91  8977792353","4.7","11","Guru Nanak Dev University","Amritsar"
"Doctor Medicine Store","+ 91  985437428","","0","Islamabad Nagar","Amritsar"
"Chawlas 2 Fine Dine","+ 91  18352565160","3.9","448","Ranjit Avenue","Amritsar"
"Chawla 2","+ 91  18366110197","4.1","494","Ranjeet Avenue Block A","Amritsar"
"Simran 5 Kakkars","+ 91  9862093725","5.0","2","Near Jallianwala Bagh","Amritsar"
"Gadgets 4 Geeks","+ 91  7264551931","","0","Joshi Nagar","Amritsar"
"G S Medicine Centre","+ 91  018331729045","4.1","8","Hall Bazar","Amritsar"
"Kendriya Vidyalaya No 3","","4.4","57","Naraingarh Amritsar","Amritsar"
"Cure Medical Hall","+ 91  018348559140","2.8","7","Amritsar Gpo","Amritsar"
"Bali Property Dealer","+ 91  18342129832","4.9","8","Hall Bazar","Amritsar"
" Ved Nath Ayurvedic medicines","+ 91  9626410315","3.7","3","Amritsar Bus Stand","Amritsar"
"Snack Bar 2","","4.6","104","","Amritsar"
"Gs Medicine Store","+ 91  18364458982","","0","","Amritsar"
"Medicine Point","+ 91  9948306482","4.8","2","Khalsa College","Amritsar"
"Dhillon Medicine Center","+ 91  7872880169","3.8","108","New Pawan Nagar","Amritsar"
