"Name","Phone","Address"

"Orion Mall","+ 91  80 67282222","No.26/1, Brigade Gateway, Dr Rajkumar Road, Malleswaram West, Bangalore - 560055"
"Phoenix Market City Mall","+ 91  80 67266111","Whitefield Road, Mahadevapura, Bangalore - 560048, Opposite To Bbmp Office"
"Eta Namma Mall","+ 91  80 67410009","Municipal No.1, Ward No.31, Hosakere Road, Binnypete, Bangalore - 560026, Opposite To Balekayi Mandi"
"Mantri Square Mall","+ 91  80 30160000","No. 1, Sampige Road, Malleswaram, Bangalore - 560003, Near Natraj Theatre"
"Royal Meenakshi Mall","+ 91  80 67080100","No.E-1/16, 1st Cross, Syndicate Bank Colony, Bannerghatta Road, Bangalore - 560076, Opposite To Meenakshi Temple"
"Elements Mall","+ 91  80 67294444","Survey No.132(P), 133(P), & 134(P), 100 Feet Road, Thanisandra Main Road, Kasaba Hobli, Nagawara, Bangalore - 560045, Behind Manyata Tech Park"
"Garuda Shopping Mall","+ 91  80 40698888",""
"Orion East","+ 91  80 23094444","No.10/34, Banaswadi Main Road, Maruthi Sevanagar, Bangalore - 560033"
"Sigma Central","+ 91  80 41131697","No.15, 16 & 17, Cunningham Road, Bangalore - 560052, Near Westminster"
"Gopalan Arcade Mall","+ 91  80 28602945","No.447/1812, 1st Block, Pantharapalya, Mysore Road, Rajarajeshwari Nagar, Bangalore - 560098"
"UB City Mall","+ 91  80 22711488","No.24, Vittal Mallya Road, Bangalore - 560001, Next To Vittal Mallya Hospital"
"The Forum","+ 91  80 22067803","No.21, Hosur Road, Koramangala, Bangalore - 560095, Opposite To Bosch"
"Gopalan Legacy Mall","+ 91  80 26745474","No.148, Mysore Road, Bangalore - 560026, Near Sirsi Circle"
"The Forum Value Mall","+ 91  80 25043800","No.62, Whitefield Main Road, Bangalore - 560066, Near Varthur Lake"
"Gopalan Signature Mall","+ 91  80 25246246","No.6, Nagavarapalya, Old Madras Road, Bangalore - 560016"
"Bangalore Central Mall","+ 91  80 43320600","No.45/1,45/2, 45th Cross, Jp Nagar 2nd Phase, Bangalore - 560078, Near Ragigudda Temple"
"Inorbit Mall","+ 91  80 67280000","Plot No. 75, Epip Industrial Park, Whitefield, Bangalore - 560066, Next To Sathya SAI Hospital"
"One MG Road Mall","+ 91  80 22086565","No.1/2, Swami Vivekananda Road, M G Road, Bangalore - 560001, Opposite To Vivanta By Taj"
"VR Bengaluru Mall","+ 91  80 49314000","Whitefield Main Road, Mahadevapura, Bangalore - 560048, Near Phoenix Market City"
"Sri Garuda Swagath Mall","+ 91  80 41309058","Tilak Nagar, Jayanagar 4th Block, Bangalore - 560011, Opposite To Police Station"
"Total Mall","","Varthur Road, Challaghatta, Bangalore - 560095, Near Hindustan Airport"
"Gopalan Innovation Mall","+ 91  80 26580566","No.22, Jayadeva Hospital Circle, Bannerghatta Road, Bangalore - 560076, Near Shoppers Stop"
"Vaishnavi Sapphire Mall","+ 91  80 29724422","No 9/36, Tumkur Road, Phase 1, Yeshwanthpur Industrial Suburb, Bangalore - 560022"
"Gopalan Grand Mall","+ 91  80 25242424","Gopalan Grand Mall, Nagavar Palya, Old Madras Road, Bangalore - 560016, Above More Supermarket"
"Lido Shopping Mall","+ 91  80 22086573","No.1/1, Ista Compound, Vivekananda Road, Ulsoor, Bangalore - 560008, Near Trinity Circle"
"Ascendas Park Square Mall","+ 91  80 41880888","International Tech Park, Itpl, Whitefield, Bangalore - 560066"
"Golden Height Mall","","Dr Rajkumar Road, 4m Block, Rajajinagar, Bangalore - 560010"
"Virginia Mall","+ 91  80 64065555","Whitefield, Bangalore - 560066, Near Varthur Lake, Right Next To Columbia Asia Hospital"
"SRT Mall","+ 91  80 27834556","No.151/154, Hosur Main Road, Anekal Taluk, Chandapura, Bangalore - 560081, Near Karur Vysya Bank"
"Arya Hub","+ 91  7259029453","Mall, Whitefield, Bangalore - 560066"
"World Market","+ 91  80 42699000","17th Km, Old Madras Road, White Filed, Avalahali, Bangalore - 560026, Near Ravindu Toyota"
"Mobile Industries","+ 91  80 40139200","No.228, 229, 231 & 232, Rajath Plaza, Varthur Road, Marathahalli, Bangalore - 560037, Next To HP Petrol Bunk"
