"Name","Phone","Address"

"Finance Way","+ 91  9501536783","8, wakila bazar, redcross market, Hoshiarpur - 146001, opp bsnl telephone exchnge"
"Jayas Man Power","+ 91  9381206605","No -25/8, Balakrishnan Naidu colony, Tiruvottiyur, Chennai - 600019, Near Odian Mani Theater"
"Business Infotech","+ 91  9589044555","Plot No 32, 1st Floor, Zone 1, M P Nagar, Bhopal - 462011, Behind Batra Hospital"
"Tds Placements & Services P...","+ 91  172 5214647","SCO No.- 910, NAC Manimajra, Mani Majra, Chandigarh - 160101"
"Sky World Services","+ 91  9814296732","Sco 42 Second Floor Phase 7, Mohali, Chandigarh - 160062, Near Scooter Motor Market And Above Vanheusen Showroom"
"D.V Consultancy","+ 91  712 6960267","618, Pushpa Apartment, Kamptee Road, Dr Ambedkar Marg, Nagpur - 440017, Near Indora Square"
"Crest technology","+ 91  8237185135","Shirkh plaza above vidharbha furniture, manish nagar road, Manish Nagar, Nagpur - 440015, infront of kachore lawn"
"Siddhivinayak Consultancy","+ 91  22 69901110","B 33, Rama Bhuvan, N S Road, Mulund West, Mumbai - 400080, Opposite Hdfc Bank"
"gCO of Agriculture departme...","+ 91  7379021104","payagipur, Sultanpur - 228001, near payagipur chowk"
"Lakkho HR Consultants Pvt Ltd","+ 91  9755040645","Office No 1, Shri Mayaramji Palace, Kolar Road, Bhopal - 462042, Lalita Nagar Bus Stop"
"Aggarwal Job Consultants","+ 91  9541382141","Scf 179 First Floor Huda Complex, Rohtak - 124001, Behind Axis Bank Opposite Bsnl Office"
"Dreambolic Associates","+ 91  181 4659111","303 Second Floor Prestige Chamber, Jalandhar City, Jalandhar - 144001, Opposite Narinder Cinema"
"Hiringshop.Com","+ 91  9829069780","517, 3rd Floor, Anchor Mall, Ajmer Road, Jaipur - 302024"
"Asia Pacific","+ 91  484 4064431","Jose Brother Building, M G Road, Jos Junction, Ernakulam - 682016, Near Jose Junction"
"ORISSA DOOT CONSULTANTS","+ 91  674 6557773","Plot No-733, Sahid Nagar, Bhubaneshwar - 751007"
"Sks Consultancy","+ 91  471 3199100","Shop No 5 Prs Court, Ambujavilasom Road, Pulimoodu, Thiruvananthapuram - 695001"
