"Name","Phone","Rating","Votes","Locality","City"
"Chawla Food Grain Dealers","+ 91  019018027348","5.0","5","Akhara Bazar","Kullu"
"Tere Naam 2 Hair Saloon","+ 91  8847888256","5.0","1","Mall Road","Kullu"
"Head 2 Toe Massage Service","+ 91  9014760106","3.7","26","Manali Kullu","Kullu"
"Anu Motor Works & Enfield Dealer","+ 91  9415167004","0.5","1","Manali Kullu","Kullu"
"Page 3 Lodge","+ 91  19088644299","3.5","2","Manali Kullu","Kullu"
"Harmony Cottage-4 Bhk Cottage","","","0","Near Urvashi Retreat","Kullu"
"The Sleven Vista Cottage-4 Bhk Cottage","","","0","Manali","Kullu"
"Quechua Dealer Kullu","+ 91  9857113864","5.0","1","Dhalpur","Kullu"
"Hallan 2","+ 91  7070619308","4.7","12","","Kullu"
"Xiaomi Mi Dealer","+ 91  9467005226","4.3","18","Akhara Bazar","Kullu"
"Page 3 Lodge","+ 91  19080910665","3.1","26","Manali","Kullu"
"Ramneek Property Dealer Nd Consultant","+ 91  7015516847","4.5","2","Kullu HO","Kullu"
"Tour 2 Himayala","+ 91  19051963253","","0","Kullu HO","Kullu"
"Route 2 Himalaya","","","0","Bhuntar","Kullu"
"Moni Car Dealer","+ 91  9731098974","4.0","1","Manali Kullu","Kullu"
"Verma Paint Dealer Kullu Manali","+ 91  7026266870","4.5","1","Manali Kullu","Kullu"
"Big Brothers Property Dealers","+ 91  9758826611","4.7","3","Dhalpur","Kullu"
"Munish Chauhan Contractor & Premium Dealer","+ 91  19070199194","5.0","1","BAJAURA","Kullu"
"Step 2 Himalayas","+ 91  9172833235","4.8","29","Manali Kullu","Kullu"
"Flight 2 Travel.com","+ 91  9447192633","5.0","1","Mall Road","Kullu"
"Manali Properties Dealer.com","+ 91  7018561780","4.8","16","Mall Road","Kullu"
"2-Bedroom Mountain-View Cottage","+ 91  8872142465","","0","Near Hidimba Temple","Kullu"
"OYO 29605 Woodward 2","+ 91  9189859782","4.1","103","Kasol","Kullu"
"the wood word 2","+ 91  7548813844","1.0","1","Kasol","Kullu"
